,Instrument,Original Announcement Date Time,Debt - Long-Term - Total,Total Current Assets,Total Current Liabilities,Net Income after Tax,Revenue from Business Activities - Total,Cost of Operating Revenue,Operating Profit before Non-Recurring Income/(Expense),Net Cash Flow from Operating Activities,Total Shareholders' Equity incl Minority Intr & Hybrid Debt
592,MSCI.N,2020-07-28T10:45:00Z,3364789000.0,1909871000.0,845003000.0,115123000.0,409616000.0,91981000.0,215175000.0,262616000.0,-310932000.0
593,MSCI.N,2020-04-28T11:00:00Z,3170061000.0,1619773000.0,798279000.0,147325000.0,416780000.0,95952000.0,207884000.0,112770000.0,-354331000.0
594,MSCI.N,2020-01-30T12:03:57Z,3071926000.0,2081777000.0,900786000.0,122783000.0,406606000.0,90932000.0,199429000.0,243643000.0,-76714000.0
595,MSCI.N,2019-10-31T11:00:01Z,2578159000.0,1386088000.0,744521000.0,136983000.0,394251000.0,90056000.0,201219000.0,188535000.0,-147856000.0
596,MSCI.N,2019-08-01T11:04:42Z,2577273000.0,1323082000.0,766957000.0,125690000.0,385558000.0,91393000.0,192378000.0,189470000.0,-231802000.0
597,MSCI.N,2019-05-02T11:03:00Z,2576388000.0,1177926000.0,720799000.0,178192000.0,371381000.0,101989000.0,162675000.0,87875000.0,-316508000.0
598,MSCI.N,2019-01-31T12:04:00Z,2575502000.0,1435089000.0,809008000.0,142532000.0,361688000.0,93701000.0,169818000.0,173175000.0,-166494000.0
599,MSCI.N,2018-11-01T11:04:55Z,2574616000.0,1857346000.0,675050000.0,123832000.0,357934000.0,90040000.0,176403000.0,143825000.0,378441000.0
600,MSCI.N,2018-08-02T11:03:00Z,2573730000.0,1819491000.0,685682000.0,116829000.0,363046000.0,98282000.0,173511000.0,207165000.0,346422000.0
601,CERN.OQ,2021-05-05T20:04:04Z,1611102000.0,3055180000.0,1463140000.0,172252000.0,1387778000.0,242852000.0,218058000.0,450434000.0,4312437000.0
602,CERN.OQ,2021-02-19T21:10:04Z,1336069000.0,2650987000.0,1168626000.0,141505000.0,1395025000.0,247237000.0,173819000.0,512660000.0,4482567000.0
603,CERN.OQ,2020-10-28T19:41:54Z,1336018000.0,2524959000.0,1101576000.0,356676000.0,1368673000.0,244678000.0,194951000.0,381949000.0,4406287000.0
604,CERN.OQ,2020-07-29T20:12:30Z,1338467000.0,2053547000.0,1006802000.0,134748000.0,1330349000.0,225077000.0,146898000.0,258590000.0,4018016000.0
605,CERN.OQ,2020-04-28T20:21:12Z,1338417000.0,1963606000.0,1018486000.0,147159000.0,1411741000.0,271544000.0,178376000.0,283506000.0,3863079000.0
606,CERN.OQ,2020-02-04T21:03:26Z,1038382000.0,2096624000.0,1027448000.0,154331000.0,1442232000.0,300394000.0,182831000.0,437575000.0,4317328000.0
607,CERN.OQ,2019-10-24T20:04:51Z,1038567000.0,2213078000.0,1001596000.0,81935000.0,1429428000.0,293061000.0,88777000.0,351448000.0,4411267000.0
608,CERN.OQ,2019-07-24T20:07:54Z,1038530000.0,2602470000.0,1031366000.0,126969000.0,1431061000.0,290214000.0,131117000.0,206810000.0,4717269000.0
609,CERN.OQ,2019-04-25T20:09:56Z,438823000.0,2423806000.0,940624000.0,166219000.0,1389877000.0,275189000.0,197944000.0,317266000.0,5129149000.0
610,CERN.OQ,2019-02-05T21:03:28Z,438802000.0,2318804000.0,962690000.0,131320000.0,1365664000.0,258447000.0,164127000.0,406889000.0,4928389000.0
611,CERN.OQ,2018-10-25T20:10:37Z,438781000.0,2386810000.0,907025000.0,169381000.0,1340073000.0,251885000.0,207156000.0,338454000.0,5065730000.0
612,CERN.OQ,2018-08-02T20:09:37Z,438760000.0,2379392000.0,835687000.0,169357000.0,1367727000.0,260593000.0,208287000.0,299701000.0,4878854000.0
613,MGM.N,2021-04-28T20:15:08Z,13362039000.0,7083867000.0,1835386000.0,-335938000.0,1589686000.0,1160277000.0,-195040000.0,-87610000.0,11232519000.0
614,MGM.N,2021-02-10T21:15:05Z,12510971000.0,5950659000.0,1856583000.0,-455968000.0,1395287000.0,1111108000.0,-344206000.0,-243438000.0,11179908000.0
615,MGM.N,2020-10-29T20:27:42Z,11566202000.0,6186281000.0,2766784000.0,-601971000.0,1093603000.0,991563000.0,-511701000.0,-164103000.0,11702662000.0
616,MGM.N,2020-07-30T20:15:16Z,11500473000.0,6370768000.0,2575128000.0,-936487000.0,273612000.0,657379000.0,-930945000.0,-662565000.0,12348782000.0
617,MGM.N,2020-04-23T13:21:03Z,11920800000.0,7597929000.0,2626247000.0,674519000.0,2154631000.0,1658268000.0,-177472000.0,-422937000.0,13332001000.0
618,MGM.N,2020-02-12T21:56:14Z,11168904000.0,4007693000.0,3191423000.0,2065950000.0,3079043000.0,2124989000.0,275917000.0,454293000.0,12662919000.0
619,MGM.N,2019-10-30T20:20:46Z,14943874000.0,2880746000.0,3293244000.0,6104000.0,3206481000.0,2150758000.0,452025000.0,388275000.0,10520618000.0
620,MGM.N,2019-07-25T20:15:05Z,14661695000.0,2040034000.0,2786539000.0,76169000.0,3112105000.0,2128470000.0,350271000.0,568051000.0,10954721000.0
621,MGM.N,2019-04-29T20:33:41Z,14730829000.0,2207135000.0,2812678000.0,66157000.0,3065156000.0,2067034000.0,340287000.0,399782000.0,11217865000.0
622,MGM.N,2019-02-13T21:15:09Z,15088005000.0,2526778000.0,2948882000.0,5760000.0,2941890000.0,2028395000.0,331941000.0,327073000.0,10469791000.0
623,MGM.N,2018-10-30T20:46:17Z,14663972000.0,2208024000.0,2977590000.0,171410000.0,2922622000.0,1981218000.0,333008000.0,302315000.0,10746179000.0
624,MGM.N,2018-08-02T11:30:07Z,13513341000.0,2083116000.0,3064793000.0,140423000.0,2754135000.0,1861062000.0,332105000.0,515487000.0,10839941000.0
625,ANSS.OQ,2021-05-05T20:30:00Z,793515000.0,1660952000.0,624047000.0,72398000.0,363226000.0,66510000.0,50022000.0,171107000.0,4111969000.0
626,ANSS.OQ,2021-02-24T21:11:09Z,798118000.0,1719237000.0,728825000.0,215632000.0,623686000.0,71940000.0,259391000.0,173767000.0,4097872000.0
627,ANSS.OQ,2020-11-04T21:26:32Z,423759000.0,1458721000.0,561847000.0,75627000.0,366965000.0,57622000.0,90085000.0,94539000.0,3589613000.0
628,ANSS.OQ,2020-08-05T20:48:57Z,423683000.0,1294264000.0,543806000.0,96564000.0,385661000.0,58023000.0,112807000.0,131592000.0,3438048000.0
629,ANSS.OQ,2020-05-06T20:39:10Z,423607000.0,1290700000.0,537142000.0,46064000.0,304985000.0,54278000.0,34073000.0,147412000.0,3292350000.0
630,ANSS.OQ,2020-02-26T21:09:10Z,423531000.0,1555480000.0,695140000.0,165852000.0,486228000.0,53423000.0,185716000.0,139451000.0,3453379000.0
631,ANSS.OQ,2019-11-06T21:09:00Z,,1206226000.0,473830000.0,89463000.0,343899000.0,45152000.0,105047000.0,120368000.0,2923324000.0
632,ANSS.OQ,2019-08-05T20:39:00Z,,1133345000.0,505666000.0,109250000.0,368635000.0,44293000.0,128628000.0,88539000.0,2817286000.0
633,ANSS.OQ,2019-05-01T20:39:17Z,,1062811000.0,503410000.0,84930000.0,317130000.0,38574000.0,95649000.0,151578000.0,2684381000.0
634,ANSS.OQ,2019-02-27T21:52:25Z,,1311177000.0,524767000.0,153163000.0,415432000.0,43463000.0,179936000.0,131485000.0,2649547000.0
635,ANSS.OQ,2018-11-08T15:15:31Z,,1127567000.0,415439000.0,88836000.0,289418000.0,39799000.0,93024000.0,109961000.0,2548546000.0
636,ANSS.OQ,2018-08-06T17:00:00Z,,1142985000.0,435001000.0,92596000.0,305913000.0,43945000.0,108553000.0,111121000.0,2507479000.0
637,UNH.N,2021-04-15T09:57:35Z,37420000000.0,,,4978000000.0,70196000000.0,,6739000000.0,6005000000.0,69313000000.0
638,UNH.N,2021-01-20T10:55:00Z,38648000000.0,,,2352000000.0,65467000000.0,,3517000000.0,6101000000.0,68328000000.0
639,UNH.N,2020-10-14T09:55:00Z,39895000000.0,,,3256000000.0,65115000000.0,,4651000000.0,3127000000.0,68104000000.0
640,UNH.N,2020-07-15T09:55:00Z,39901000000.0,,,6696000000.0,62138000000.0,,9241000000.0,10003000000.0,66515000000.0
641,UNH.N,2020-04-15T09:55:00Z,35779000000.0,,,3465000000.0,64421000000.0,,4996000000.0,2943000000.0,59863000000.0
642,UNH.N,2020-01-15T10:55:00Z,36808000000.0,,,3668000000.0,60901000000.0,,5095000000.0,6205000000.0,60436000000.0
643,UNH.N,2019-10-15T09:55:00Z,38507000000.0,,,3629000000.0,60351000000.0,,5014000000.0,3150000000.0,57756000000.0
644,UNH.N,2019-07-18T09:55:00Z,34473000000.0,,,3385000000.0,60595000000.0,,4744000000.0,5874000000.0,55854000000.0
645,UNH.N,2019-04-16T09:55:00Z,34419000000.0,,,3557000000.0,60308000000.0,,4832000000.0,3234000000.0,54451000000.0
646,UNH.N,2019-01-15T10:55:00Z,34581000000.0,,,3164000000.0,58417000000.0,,4497000000.0,2396000000.0,54319000000.0
647,UNH.N,2018-10-16T09:55:00Z,32053000000.0,,,3284000000.0,56556000000.0,,4590000000.0,941000000.0,52596000000.0
648,UNH.N,2018-07-17T09:55:00Z,32096000000.0,,,3010000000.0,56086000000.0,,4204000000.0,4007000000.0,50783000000.0
649,ALGN.OQ,2021-04-28T20:00:00Z,0.0,2115555000.0,1393842000.0,200376000.0,894771000.0,217673000.0,182043000.0,227187000.0,3393576000.0
650,ALGN.OQ,2021-02-03T21:00:00Z,0.0,1849538000.0,1325601000.0,158988000.0,834520000.0,224057000.0,213184000.0,381418000.0,3233865000.0
651,ALGN.OQ,2020-10-21T20:19:47Z,0.0,1473247000.0,1121794000.0,139371000.0,734144000.0,200056000.0,177069000.0,211072000.0,3033471000.0
652,ALGN.OQ,2020-07-22T20:00:53Z,0.0,1149244000.0,941592000.0,-40602000.0,352314000.0,127986000.0,-73000000.0,59900000.0,2845045000.0
653,ALGN.OQ,2020-04-29T20:00:10Z,0.0,1576525000.0,910686000.0,1518131000.0,550963000.0,156607000.0,69918000.0,9784000.0,2852989000.0
654,ALGN.OQ,2020-01-29T21:01:31Z,0.0,1633419000.0,970970000.0,121262000.0,649787000.0,177829000.0,151150000.0,218177000.0,1346169000.0
655,ALGN.OQ,2019-10-23T20:00:11Z,0.0,1505579000.0,870144000.0,102524000.0,607341000.0,169787000.0,120360000.0,234532000.0,1305549000.0
656,ALGN.OQ,2019-07-24T20:05:25Z,0.0,1457374000.0,789046000.0,150726000.0,600697000.0,168408000.0,125490000.0,177354000.0,1373682000.0
657,ALGN.OQ,2019-04-24T20:01:57Z,0.0,1439113000.0,804884000.0,75792000.0,548971000.0,146875000.0,117483000.0,117207000.0,1255704000.0
658,ALGN.OQ,2019-01-29T21:03:14Z,0.0,1302479000.0,692073000.0,99475000.0,534020000.0,150924000.0,120473000.0,241295000.0,1252891000.0
659,ALGN.OQ,2018-10-24T20:10:38Z,0.0,1224182000.0,618209000.0,102004000.0,505289000.0,133508000.0,125208000.0,96265000.0,1192983000.0
660,ALGN.OQ,2018-07-25T20:03:00Z,0.0,1260999000.0,566646000.0,109806000.0,490259000.0,124677000.0,122691000.0,139789000.0,1218959000.0
661,NLSN.N,2021-05-06T10:32:10Z,5886000000.0,2020000000.0,1577000000.0,109000000.0,863000000.0,404000000.0,253000000.0,497000000.0,3170000000.0
662,NLSN.N,2021-02-25T21:13:48Z,8014000000.0,2224000000.0,1914000000.0,36000000.0,1672000000.0,921000000.0,296000000.0,337000000.0,2243000000.0
663,NLSN.N,2020-11-02T11:30:09Z,8125000000.0,3778000000.0,3421000000.0,10000000.0,1563000000.0,880000000.0,232000000.0,417000000.0,2220000000.0
664,NLSN.N,2020-08-05T10:33:26Z,8130000000.0,2073000000.0,1752000000.0,-26000000.0,1496000000.0,888000000.0,157000000.0,250000000.0,2207000000.0
665,NLSN.N,2020-04-30T10:59:01Z,7359000000.0,2014000000.0,2568000000.0,60000000.0,842000000.0,460000000.0,180000000.0,-5000000.0,2231000000.0
666,NLSN.N,2020-02-27T11:56:53Z,7395000000.0,1977000000.0,2501000000.0,-108000000.0,1691000000.0,940000000.0,252000000.0,470000000.0,2388000000.0
667,NLSN.N,2019-11-07T12:00:06Z,8189000000.0,1947000000.0,1775000000.0,-468000000.0,1616000000.0,880000000.0,269000000.0,413000000.0,2353000000.0
668,NLSN.N,2019-07-31T10:32:20Z,8233000000.0,2026000000.0,1889000000.0,126000000.0,1628000000.0,884000000.0,261000000.0,226000000.0,2988000000.0
669,NLSN.N,2019-04-30T11:11:34Z,8242000000.0,2047000000.0,1917000000.0,47000000.0,1563000000.0,874000000.0,209000000.0,-43000000.0,2989000000.0
670,NLSN.N,2019-02-28T12:09:02Z,8280000000.0,2003000000.0,1657000000.0,-1178000000.0,1658000000.0,878000000.0,273000000.0,546000000.0,3043000000.0
671,NLSN.N,2018-10-25T10:46:05Z,8304000000.0,2047000000.0,1794000000.0,98000000.0,1600000000.0,856000000.0,280000000.0,387000000.0,4215000000.0
672,NLSN.N,2018-07-26T10:45:32Z,8321000000.0,2120000000.0,1789000000.0,77000000.0,1647000000.0,860000000.0,293000000.0,242000000.0,4245000000.0
673,TTWO.OQ,2021-05-18T20:05:00Z,0.0,4220515000.0,2234715000.0,218812000.0,839431000.0,295127000.0,294756000.0,124657000.0,3331892000.0
674,TTWO.OQ,2021-02-08T21:05:00Z,0.0,4159959000.0,2341789000.0,182248000.0,860889000.0,360251000.0,175680000.0,160916000.0,3155291000.0
675,TTWO.OQ,2020-11-05T21:05:01Z,0.0,3932098000.0,2325835000.0,99321000.0,841142000.0,446196000.0,115606000.0,181322000.0,2901282000.0
676,TTWO.OQ,2020-08-03T20:05:00Z,0.0,3686933000.0,2148740000.0,88505000.0,831310000.0,489107000.0,82143000.0,445423000.0,2651028000.0
677,TTWO.OQ,2020-05-20T20:05:00Z,0.0,3493351000.0,2038539000.0,122722000.0,760541000.0,408142000.0,121500000.0,245703000.0,2539244000.0
678,TTWO.OQ,2020-02-06T21:05:01Z,0.0,3435037000.0,2096331000.0,163642000.0,930129000.0,449423000.0,176587000.0,295817000.0,2402035000.0
679,TTWO.OQ,2019-11-08T11:06:20Z,0.0,3388333000.0,2290228000.0,71815000.0,857841000.0,480272000.0,75147000.0,35623000.0,2181763000.0
680,TTWO.OQ,2019-08-05T20:14:05Z,0.0,2821079000.0,1942006000.0,46280000.0,540459000.0,252726000.0,52116000.0,108535000.0,2086327000.0
681,TTWO.OQ,2019-05-14T10:05:20Z,0.0,2827835000.0,1951794000.0,52277000.0,539007000.0,269995000.0,59276000.0,453316000.0,2040580000.0
682,TTWO.OQ,2019-02-06T12:00:00Z,0.0,2974773000.0,2099358000.0,179948000.0,1248738000.0,908624000.0,53275000.0,596234000.0,2027467000.0
683,TTWO.OQ,2018-11-07T21:05:00Z,0.0,2191736000.0,1489789000.0,25367000.0,492667000.0,244631000.0,25986000.0,-194852000.0,1944439000.0
684,TTWO.OQ,2018-08-02T20:05:00Z,5232000.0,2074347000.0,1391216000.0,71693000.0,387982000.0,140625000.0,70604000.0,-11183000.0,1852205000.0
685,BIO.N,2021-04-29T20:21:29Z,10901000.0,2175317000.0,609892000.0,977414000.0,726796000.0,326169000.0,100862000.0,113610000.0,10609059000.0
686,BIO.N,2021-02-11T21:20:00Z,12258000.0,2139835000.0,631536000.0,839102000.0,789839000.0,329684000.0,175842000.0,284734000.0,9879940000.0
687,BIO.N,2020-10-29T20:50:37Z,12241000.0,2323861000.0,986657000.0,1314824000.0,647263000.0,279952000.0,114200000.0,135664000.0,8825145000.0
688,BIO.N,2020-07-30T20:40:42Z,12233000.0,2132584000.0,926895000.0,966429000.0,536880000.0,243892000.0,56642000.0,92122000.0,7353402000.0
689,BIO.N,2020-05-06T20:48:09Z,12205000.0,2082587000.0,869254000.0,685912000.0,571644000.0,252776000.0,76773000.0,62808000.0,6293079000.0
690,BIO.N,2020-02-13T21:15:00Z,13579000.0,2180155000.0,905495000.0,553486000.0,624428000.0,289289000.0,84405000.0,159805000.0,5755057000.0
691,BIO.N,2019-10-31T20:17:40Z,437808000.0,2047632000.0,434040000.0,-258816000.0,560633000.0,253607000.0,57460000.0,99750000.0,5131192000.0
692,BIO.N,2019-08-01T20:15:00Z,437680000.0,2087940000.0,445977000.0,598810000.0,572619000.0,264850000.0,56290000.0,155402000.0,5486810000.0
693,BIO.N,2019-05-08T20:52:21Z,449006000.0,2031643000.0,444306000.0,865195000.0,553979000.0,242517000.0,56306000.0,42943000.0,4863855000.0
694,BIO.N,2019-02-28T21:50:23Z,438937000.0,2023478000.0,450795000.0,-877529000.0,616847000.0,280182000.0,71559000.0,105009000.0,4020331000.0
695,BIO.N,2018-11-01T20:30:00Z,438803000.0,2034197000.0,453159000.0,269326000.0,545138000.0,258422000.0,35775000.0,62277000.0,4900481000.0
696,BIO.N,2018-08-07T17:00:00Z,438776000.0,1992334000.0,442421000.0,268043000.0,575911000.0,273044000.0,44292000.0,77862000.0,4638946000.0
697,CAG.N,2021-04-08T15:06:44Z,8398800000.0,2627900000.0,3291100000.0,260200000.0,2771100000.0,2003500000.0,557700000.0,528600000.0,8329800000.0
698,CAG.N,2021-01-07T12:32:48Z,8403600000.0,2797700000.0,3351400000.0,356500000.0,2995200000.0,2096800000.0,615700000.0,256900000.0,8469500000.0
699,CAG.N,2020-10-01T11:32:40Z,9025700000.0,2935100000.0,3101900000.0,323300000.0,2678900000.0,1858300000.0,550300000.0,284500000.0,8199000000.0
700,CAG.N,2020-06-30T11:31:41Z,8900800000.0,2885900000.0,3287400000.0,178400000.0,3287900000.0,2354500000.0,539200000.0,936100000.0,7950700000.0
701,CAG.N,2020-03-31T13:08:55Z,9093700000.0,2709400000.0,3127100000.0,194300000.0,2555000000.0,1854000000.0,418400000.0,479000000.0,7863900000.0
702,CAG.N,2019-12-19T12:28:07Z,9295900000.0,3029600000.0,3425800000.0,233900000.0,2820800000.0,2015800000.0,495900000.0,220500000.0,7690600000.0
703,CAG.N,2019-09-26T16:41:51Z,10323400000.0,2728000000.0,2449900000.0,162000000.0,2390700000.0,1714400000.0,384300000.0,207000000.0,7516800000.0
704,CAG.N,2019-06-27T11:28:06Z,10800500000.0,2733800000.0,2142600000.0,116000000.0,2613200000.0,1897500000.0,361800000.0,369200000.0,7463700000.0
705,CAG.N,2019-03-21T11:28:06Z,11256600000.0,2946100000.0,2241700000.0,229900000.0,2707100000.0,1951000000.0,424800000.0,494400000.0,7451500000.0
706,CAG.N,2018-12-20T12:28:07Z,11684900000.0,3275400000.0,2234500000.0,96600000.0,2383700000.0,1708800000.0,397800000.0,156000000.0,7303300000.0
707,CAG.N,2018-09-27T11:30:36Z,3322200000.0,2046500000.0,2433400000.0,162000000.0,1834400000.0,1310100000.0,277500000.0,94700000.0,3815000000.0
708,CAG.N,2018-06-27T17:00:00Z,3231500000.0,1938900000.0,2336200000.0,56300000.0,1966200000.0,1382800000.0,147900000.0,111600000.0,3756600000.0
709,XLNX.OQ,2021-05-04T20:23:45Z,1492688000.0,3746262000.0,624555000.0,187883000.0,850987000.0,283470000.0,199782000.0,240030000.0,2886961000.0
710,XLNX.OQ,2021-01-27T21:20:00Z,1492377000.0,3967249000.0,1114092000.0,170972000.0,803404000.0,259260000.0,172425000.0,360137000.0,2598891000.0
711,XLNX.OQ,2020-10-21T20:20:00Z,1492066000.0,3813515000.0,1090571000.0,193816000.0,766535000.0,227678000.0,205417000.0,247583000.0,2452837000.0
712,XLNX.OQ,2020-07-30T20:20:00Z,1491752000.0,3664663000.0,1047236000.0,93836000.0,726673000.0,235662000.0,175515000.0,245471000.0,2319653000.0
713,XLNX.OQ,2020-04-22T20:20:00Z,747110000.0,2909141000.0,1085681000.0,162258000.0,756169000.0,231135000.0,206391000.0,345351000.0,2315049000.0
714,XLNX.OQ,2020-01-28T21:20:04Z,1246000000.0,3128021000.0,515880000.0,162012000.0,723499000.0,242940000.0,159406000.0,323575000.0,2641162000.0
715,XLNX.OQ,2019-10-23T20:20:12Z,1245631000.0,3258000000.0,505828000.0,226993000.0,833366000.0,295275000.0,203516000.0,223694000.0,2695905000.0
716,XLNX.OQ,2019-07-24T20:20:03Z,1245263000.0,3589568000.0,497110000.0,241459000.0,849632000.0,287169000.0,250938000.0,298216000.0,2612584000.0
717,XLNX.OQ,2019-04-24T20:20:04Z,1234807000.0,3891978000.0,475036000.0,230445000.0,828362000.0,271323000.0,250379000.0,288007000.0,2861509000.0
718,XLNX.OQ,2019-01-23T21:20:03Z,1221438000.0,4172352000.0,952869000.0,239360000.0,800057000.0,249769000.0,257920000.0,313917000.0,2637195000.0
719,XLNX.OQ,2018-10-24T20:20:07Z,1201884000.0,3965283000.0,931538000.0,215712000.0,746252000.0,232459000.0,236136000.0,313123000.0,2444886000.0
720,XLNX.OQ,2018-07-25T20:31:17Z,1207387000.0,4125545000.0,942599000.0,190038000.0,684370000.0,207248000.0,215764000.0,176168000.0,2318638000.0
721,INCY.OQ,2021-05-04T11:00:01Z,32154000.0,2449969000.0,623881000.0,53535000.0,604718000.0,29220000.0,114807000.0,206095000.0,2727844000.0
722,INCY.OQ,2021-02-09T12:00:01Z,32573000.0,2359894000.0,631195000.0,149850000.0,789509000.0,36323000.0,180253000.0,107321000.0,2611268000.0
723,INCY.OQ,2020-11-05T12:00:00Z,32848000.0,2159425000.0,606202000.0,-15203000.0,620643000.0,34322000.0,27424000.0,182115000.0,2390833000.0
724,INCY.OQ,2020-08-04T11:00:01Z,31917000.0,2077625000.0,556513000.0,290298000.0,688043000.0,33364000.0,250080000.0,269382000.0,2344604000.0
725,INCY.OQ,2020-05-05T11:00:00Z,31959000.0,1716169000.0,503412000.0,-720642000.0,568507000.0,27319000.0,-655247000.0,-683417000.0,1937721000.0
726,INCY.OQ,2020-02-13T12:00:00Z,31918000.0,2481488000.0,513340000.0,111005000.0,579389000.0,32215000.0,98130000.0,131618000.0,2598406000.0
727,INCY.OQ,2019-10-29T11:00:00Z,49812000.0,2319595000.0,461683000.0,128271000.0,551581000.0,30040000.0,137597000.0,270415000.0,2422527000.0
728,INCY.OQ,2019-07-30T11:00:00Z,49505000.0,2058625000.0,367105000.0,105318000.0,529932000.0,29406000.0,105220000.0,152960000.0,2247191000.0
729,INCY.OQ,2019-04-30T11:25:01Z,18370000.0,1904500000.0,364515000.0,102312000.0,497857000.0,22588000.0,80741000.0,155663000.0,2085567000.0
730,INCY.OQ,2019-02-14T12:00:00Z,59808000.0,1832254000.0,425277000.0,69063000.0,528402000.0,26366000.0,89440000.0,83838000.0,1925967000.0
731,INCY.OQ,2018-10-30T11:00:00Z,17224000.0,1700359000.0,422489000.0,29176000.0,449683000.0,24795000.0,35839000.0,199148000.0,1802899000.0
732,INCY.OQ,2018-07-31T11:00:00Z,17016000.0,1598084000.0,368239000.0,52394000.0,521516000.0,24856000.0,90542000.0,32403000.0,1732923000.0
733,ADBE.OQ,2021-03-23T20:05:00Z,4119000000.0,7384000000.0,5806000000.0,1261000000.0,3905000000.0,492000000.0,1454000000.0,1772000000.0,13546000000.0
734,ADBE.OQ,2020-12-10T13:00:04Z,4117000000.0,8146000000.0,5512000000.0,2250000000.0,3424000000.0,467000000.0,1215000000.0,1782000000.0,13264000000.0
735,ADBE.OQ,2020-09-15T20:05:00Z,4116000000.0,7387000000.0,5130000000.0,955000000.0,3225000000.0,468000000.0,1069000000.0,1436000000.0,11713000000.0
736,ADBE.OQ,2020-06-11T20:05:00Z,4114000000.0,6649000000.0,5164000000.0,1100000000.0,3128000000.0,455000000.0,1016000000.0,1184000000.0,10881000000.0
737,ADBE.OQ,2020-03-12T20:05:00Z,4113000000.0,6455000000.0,5228000000.0,955000000.0,3091000000.0,494000000.0,937000000.0,1325000000.0,10465000000.0
738,ADBE.OQ,2019-12-12T21:05:00Z,988924000.0,6494925000.0,8190938000.0,854816000.0,2991945000.0,494681000.0,969932000.0,1376399000.0,10530155000.0
739,ADBE.OQ,2019-09-17T20:06:41Z,988429000.0,5750096000.0,7802966000.0,792763000.0,2834126000.0,458917000.0,853812000.0,922638000.0,10242773000.0
740,ADBE.OQ,2019-06-18T20:05:00Z,987938000.0,5342645000.0,7687097000.0,632593000.0,2744280000.0,450514000.0,749547000.0,1109328000.0,9931693000.0
741,ADBE.OQ,2019-03-14T20:05:00Z,3236833000.0,5133715000.0,5313736000.0,674241000.0,2600946000.0,443852000.0,694830000.0,1013448000.0,9871485000.0
