,Instrument,Original Announcement Date Time,Debt - Long-Term - Total,Total Current Assets,Total Current Liabilities,Net Income after Tax,Revenue from Business Activities - Total,Cost of Operating Revenue,Operating Profit before Non-Recurring Income/(Expense),Net Cash Flow from Operating Activities,Total Shareholders' Equity incl Minority Intr & Hybrid Debt
2899,NSC.N,2020-01-29T13:00:10Z,11880000000.0,2081000000.0,2300000000.0,666000000.0,2690000000.0,1728000000.0,962000000.0,895000000.0,15184000000.0
2900,NSC.N,2019-10-23T16:53:48Z,11085000000.0,2016000000.0,2761000000.0,657000000.0,2841000000.0,1845000000.0,996000000.0,1045000000.0,15238000000.0
2901,NSC.N,2019-07-24T16:32:13Z,11076000000.0,1914000000.0,2451000000.0,722000000.0,2925000000.0,1860000000.0,1065000000.0,1071000000.0,15311000000.0
2902,NSC.N,2019-04-24T18:41:43Z,10569000000.0,1922000000.0,2885000000.0,677000000.0,2840000000.0,1874000000.0,966000000.0,881000000.0,15331000000.0
2903,NSC.N,2019-01-24T21:09:59Z,10560000000.0,1862000000.0,2591000000.0,702000000.0,2896000000.0,1818000000.0,1078000000.0,842000000.0,15362000000.0
2904,NSC.N,2018-10-24T15:17:40Z,10635000000.0,2109000000.0,2441000000.0,702000000.0,2947000000.0,1927000000.0,1020000000.0,1058000000.0,15480000000.0
2905,NSC.N,2018-07-25T15:43:46Z,9146000000.0,1904000000.0,2352000000.0,710000000.0,2898000000.0,1872000000.0,1026000000.0,1010000000.0,16559000000.0
2906,LRCX.OQ,2021-04-21T20:05:01Z,4994830000.0,11322270000.0,3612333000.0,1071121000.0,3847654000.0,2067523000.0,1195308000.0,1165080000.0,5371616000.0
2907,LRCX.OQ,2021-01-27T21:05:00Z,4998011000.0,11467952000.0,3591053000.0,869229000.0,3456237000.0,1852442000.0,1009724000.0,344637000.0,5503033000.0
2908,LRCX.OQ,2020-10-21T20:05:10Z,4999802000.0,11274883000.0,3406868000.0,823451000.0,3177080000.0,1670901000.0,961064000.0,642511000.0,5419185000.0
2909,LRCX.OQ,2020-07-29T20:05:11Z,4981843000.0,10853535000.0,3162442000.0,696673000.0,2791864000.0,1511532000.0,755722000.0,813048000.0,5172494000.0
2910,LRCX.OQ,2020-04-22T20:12:13Z,5055477000.0,9408785000.0,2105661000.0,574781000.0,2503625000.0,1336618000.0,694114000.0,541428000.0,4537607000.0
2911,LRCX.OQ,2020-01-29T21:05:10Z,3824371000.0,8454965000.0,2565501000.0,514510000.0,2583501000.0,1403857000.0,686511000.0,307928000.0,4379429000.0
2912,LRCX.OQ,2019-10-23T20:05:21Z,3830642000.0,8834615000.0,2457682000.0,465789000.0,2165746000.0,1184036000.0,537455000.0,464047000.0,4936393000.0
2913,LRCX.OQ,2019-07-31T20:05:15Z,3872207000.0,8560409000.0,2371650000.0,541825000.0,2359019000.0,1278812000.0,616944000.0,880487000.0,4673865000.0
2914,LRCX.OQ,2019-04-24T20:05:38Z,3851297000.0,9442241000.0,2805628000.0,547390000.0,2438842000.0,1362614000.0,568008000.0,932821000.0,5291196000.0
2915,LRCX.OQ,2019-01-23T21:05:08Z,1870199000.0,7355845000.0,2166837000.0,568855000.0,2514860000.0,1376789000.0,684068000.0,642419000.0,5784363000.0
2916,LRCX.OQ,2018-10-16T20:09:15Z,1863903000.0,7515873000.0,2824965000.0,533360000.0,2330017000.0,1270936000.0,593161000.0,720286000.0,5322825000.0
2917,LRCX.OQ,2018-07-26T20:18:30Z,1884754000.0,9149911000.0,3150308000.0,912846000.0,3129802000.0,1648182000.0,956980000.0,718358000.0,6501851000.0
2918,KMX.N,2021-04-01T10:50:00Z,14740013000.0,4116796000.0,1698548000.0,209945000.0,5164257000.0,4522888000.0,94318000.0,-200626000.0,4364613000.0
2919,KMX.N,2020-12-22T11:50:04Z,14583154000.0,3737097000.0,1437787000.0,235300000.0,5184944000.0,4553514000.0,153520000.0,-21390000.0,4128476000.0
2920,KMX.N,2020-09-24T10:53:38Z,14889969000.0,4327859000.0,1598942000.0,296696000.0,5372166000.0,4620023000.0,263615000.0,-359783000.0,3982560000.0
2921,KMX.N,2020-06-19T10:50:00Z,14499154000.0,3283731000.0,1151006000.0,4978000.0,3228782000.0,2874599000.0,-63128000.0,1249559000.0,3578310000.0
2922,KMX.N,2020-04-02T10:50:00Z,15023383000.0,3663687000.0,1534707000.0,214934000.0,4962490000.0,4289633000.0,187033000.0,-118700000.0,3768875000.0
2923,KMX.N,2019-12-20T11:50:00Z,14683805000.0,3450244000.0,1421041000.0,173156000.0,4790028000.0,4176381000.0,135369000.0,7550000.0,3698053000.0
2924,KMX.N,2019-09-24T10:50:00Z,14456128000.0,3384939000.0,1396704000.0,233599000.0,5201151000.0,4507698000.0,212479000.0,-168657000.0,3611557000.0
2925,KMX.N,2019-06-21T11:35:01Z,14099431000.0,3283745000.0,1485402000.0,266744000.0,5366318000.0,4623935000.0,253082000.0,43201000.0,3452755000.0
2926,KMX.N,2019-03-29T11:35:00Z,13776534000.0,3214013000.0,1311509000.0,192556000.0,4318602000.0,3719224000.0,173100000.0,48341000.0,3357028000.0
2927,KMX.N,2018-12-21T12:35:00Z,13494182000.0,3057419000.0,1224873000.0,190311000.0,4295871000.0,3726634000.0,156897000.0,3745000.0,3435113000.0
2928,KMX.N,2018-09-26T11:37:44Z,13177321000.0,3022087000.0,1283461000.0,220890000.0,4766035000.0,4115399000.0,197768000.0,-119964000.0,3482118000.0
2929,KMX.N,2018-06-22T17:00:00Z,12861152000.0,2957494000.0,1288202000.0,238656000.0,4792592000.0,4131252000.0,222143000.0,230849000.0,3383761000.0
2930,MHK.N,2021-04-29T20:10:01Z,1719115000.0,5566012000.0,3007291000.0,236811000.0,2669026000.0,1867075000.0,328699000.0,259605000.0,8499032000.0
2931,MHK.N,2021-02-11T21:06:01Z,2356887000.0,5363654000.0,2371248000.0,248397000.0,2641764000.0,1880833000.0,308852000.0,407845000.0,8541158000.0
2932,MHK.N,2020-10-29T20:10:11Z,2282781000.0,5151987000.0,2387114000.0,205453000.0,2574870000.0,1850961000.0,289218000.0,598499000.0,8167069000.0
2933,MHK.N,2020-08-06T20:14:47Z,2573155000.0,4745998000.0,1872230000.0,-48588000.0,2049800000.0,1629790000.0,2621000.0,568521000.0,7924864000.0
2934,MHK.N,2020-05-04T20:15:11Z,1514000000.0,4613031000.0,2871283000.0,110465000.0,2285763000.0,1657541000.0,164161000.0,194974000.0,7847643000.0
2935,MHK.N,2020-02-13T21:10:11Z,1518388000.0,4429457000.0,2712583000.0,264673000.0,2424512000.0,1759336000.0,201833000.0,440675000.0,8126448000.0
2936,MHK.N,2019-10-24T20:07:34Z,1483581000.0,4727780000.0,3114699000.0,155669000.0,2519185000.0,1820030000.0,249735000.0,411759000.0,7765279000.0
2937,MHK.N,2019-07-25T20:15:09Z,1169489000.0,4808317000.0,3705791000.0,202654000.0,2584485000.0,1842000000.0,275795000.0,396190000.0,7821591000.0
2938,MHK.N,2019-04-25T20:15:02Z,1497975000.0,4688965000.0,3434247000.0,121575000.0,2442490000.0,1784961000.0,201033000.0,170137000.0,7577045000.0
2939,MHK.N,2019-02-07T21:15:05Z,1515601000.0,4509296000.0,3266239000.0,258244000.0,2448618000.0,1791883000.0,233990000.0,286859000.0,7440059000.0
2940,MHK.N,2018-10-25T20:09:21Z,1528551000.0,4548470000.0,2957271000.0,228026000.0,2545800000.0,1815165000.0,307134000.0,273499000.0,7571777000.0
2941,MHK.N,2018-07-25T20:05:13Z,1884023000.0,4773680000.0,2736072000.0,197545000.0,2577014000.0,1798441000.0,342349000.0,437758000.0,7373434000.0
2942,KEY.N,2021-04-20T10:30:09Z,12499000000.0,,,618000000.0,1582000000.0,,913000000.0,6696000000.0,17634000000.0
2943,KEY.N,2021-01-21T11:30:09Z,13709000000.0,,,575000000.0,1681000000.0,,689000000.0,-518000000.0,17981000000.0
2944,KEY.N,2020-10-21T10:30:10Z,12685000000.0,,,424000000.0,1535000000.0,,483000000.0,1855000000.0,17722000000.0
2945,KEY.N,2020-07-22T10:30:10Z,13734000000.0,,,185000000.0,1545000000.0,,221000000.0,20487000000.0,17542000000.0
2946,KEY.N,2020-04-16T10:30:09Z,13732000000.0,,,145000000.0,1329000000.0,,171000000.0,3261000000.0,17411000000.0
2947,KEY.N,2020-01-23T11:30:11Z,12448000000.0,,,466000000.0,1485000000.0,,544000000.0,1228000000.0,17038000000.0
2948,KEY.N,2019-10-17T10:30:11Z,14470000000.0,,,413000000.0,1484000000.0,,486000000.0,2896000000.0,17116000000.0
2949,KEY.N,2019-07-23T10:30:10Z,14312000000.0,,,423000000.0,1458000000.0,,514000000.0,1935000000.0,16971000000.0
2950,KEY.N,2019-04-18T10:30:09Z,14168000000.0,,,406000000.0,1378000000.0,,491000000.0,1422000000.0,15926000000.0
2951,KEY.N,2019-01-17T11:30:11Z,13732000000.0,,,482000000.0,1513000000.0,,575000000.0,3241000000.0,15596000000.0
2952,KEY.N,2018-10-18T10:30:10Z,13849000000.0,,,482000000.0,1465000000.0,,572000000.0,1618000000.0,15210000000.0
2953,KEY.N,2018-07-19T10:30:09Z,13853000000.0,,,479000000.0,1543000000.0,,582000000.0,416000000.0,15102000000.0
2954,BA.N,2021-04-28T11:31:16Z,57554000000.0,119945000000.0,89892000000.0,-561000000.0,15217000000.0,13799000000.0,-113000000.0,-3387000000.0,-17841000000.0
2955,BA.N,2021-01-27T12:30:11Z,61890000000.0,121642000000.0,87280000000.0,-8439000000.0,15802000000.0,20982000000.0,-7613000000.0,-4009000000.0,-18075000000.0
2956,BA.N,2020-10-28T17:05:51Z,57325000000.0,131012000000.0,92307000000.0,-466000000.0,14139000000.0,13095000000.0,-485000000.0,-4819000000.0,-11553000000.0
2957,BA.N,2020-07-29T11:30:06Z,58457000000.0,130277000000.0,92482000000.0,-2395000000.0,11807000000.0,12967000000.0,-2946000000.0,-5280000000.0,-11382000000.0
2958,BA.N,2020-04-29T11:30:04Z,33754000000.0,111011000000.0,94502000000.0,-641000000.0,16908000000.0,16756000000.0,-1393000000.0,-4302000000.0,-9360000000.0
2959,BA.N,2020-01-29T12:30:34Z,19962000000.0,102229000000.0,97312000000.0,-1010000000.0,20560000000.0,18695000000.0,357000000.0,-2220000000.0,-8300000000.0
2960,BA.N,2019-10-23T11:30:06Z,20298000000.0,101656000000.0,91846000000.0,1167000000.0,19980000000.0,16915000000.0,1286000000.0,-2424000000.0,-3809000000.0
2961,BA.N,2019-07-24T11:30:09Z,14859000000.0,95111000000.0,92189000000.0,-2942000000.0,21361000000.0,17794000000.0,2069000000.0,-590000000.0,-4943000000.0
2962,BA.N,2019-04-24T11:31:10Z,11363000000.0,89509000000.0,83615000000.0,2149000000.0,22917000000.0,18627000000.0,2240000000.0,2788000000.0,232000000.0
2963,BA.N,2019-01-30T12:30:09Z,10657000000.0,87830000000.0,81590000000.0,3424000000.0,28341000000.0,22072000000.0,4195000000.0,2947000000.0,410000000.0
2964,BA.N,2018-10-24T11:46:02Z,10487000000.0,87686000000.0,79417000000.0,2363000000.0,25146000000.0,21022000000.0,2144000000.0,4559000000.0,-1209000000.0
2965,BA.N,2018-07-25T17:00:00Z,10507000000.0,86401000000.0,77725000000.0,2196000000.0,24258000000.0,19519000000.0,2718000000.0,4680000000.0,-1374000000.0
2966,FOXA.OQ,2021-05-05T00:00:00Z,7201000000.0,8694000000.0,2985000000.0,582000000.0,3215000000.0,1963000000.0,815000000.0,1629000000.0,11084000000.0
2967,FOXA.OQ,2021-02-09T13:00:24Z,7949000000.0,8440000000.0,2213000000.0,230000000.0,4087000000.0,3416000000.0,229000000.0,-30000000.0,10921000000.0
2968,FOXA.OQ,2020-11-03T13:00:05Z,7947000000.0,8463000000.0,2012000000.0,1117000000.0,2717000000.0,1236000000.0,1093000000.0,267000000.0,10806000000.0
2969,FOXA.OQ,2020-08-04T20:14:22Z,7946000000.0,7486000000.0,1906000000.0,145000000.0,2418000000.0,1281000000.0,643000000.0,1020000000.0,10111000000.0
2970,FOXA.OQ,2020-05-06T20:05:37Z,6754000000.0,6744000000.0,1780000000.0,90000000.0,3440000000.0,2118000000.0,858000000.0,1601000000.0,10133000000.0
2971,FOXA.OQ,2020-02-05T21:05:11Z,6753000000.0,6398000000.0,1816000000.0,314000000.0,3778000000.0,3148000000.0,199000000.0,-458000000.0,10353000000.0
2972,FOXA.OQ,2019-11-06T21:13:57Z,6752000000.0,7049000000.0,1890000000.0,513000000.0,2667000000.0,1518000000.0,797000000.0,202000000.0,10330000000.0
2973,FOXA.OQ,2019-08-07T20:05:12Z,6751000000.0,6478000000.0,1712000000.0,465000000.0,2513000000.0,1418000000.0,640000000.0,900000000.0,9958000000.0
2974,FOXA.OQ,2019-05-08T20:10:04Z,6750000000.0,5964000000.0,1297000000.0,539000000.0,2752000000.0,1718000000.0,698000000.0,1588000000.0,8611000000.0
2975,FOXA.OQ,2019-03-18T20:45:32Z,,5877000000.0,1241000000.0,24000000.0,3583000000.0,2869000000.0,385000000.0,-211000000.0,10406000000.0
2976,FOXA.OQ,2019-01-25T22:07:13Z,,6155000000.0,1328000000.0,615000000.0,2541000000.0,1534000000.0,708000000.0,247000000.0,11054000000.0
2977,FOXA.OQ,2018-10-09T22:36:30Z,,,,-127000000.0,2394000000.0,1496000000.0,585000000.0,532000000.0,
2978,J.N,2021-05-10T10:40:04Z,3425852000.0,5077918000.0,3402839000.0,-91509000.0,3547873000.0,2780860000.0,320756000.0,237614000.0,6043746000.0
2979,J.N,2021-02-09T11:40:04Z,1797069000.0,4786853000.0,2888697000.0,267088000.0,3381836000.0,2749776000.0,236344000.0,112618000.0,6143367000.0
2980,J.N,2020-11-24T11:46:02Z,1676941000.0,4539599000.0,2941597000.0,79877000.0,3519689000.0,2854753000.0,22473000.0,432373000.0,5855667000.0
2981,J.N,2020-08-03T10:57:14Z,2155166000.0,4612311000.0,2728474000.0,236007000.0,3260057000.0,2631031000.0,194376000.0,359508000.0,5884994000.0
2982,J.N,2020-05-06T20:05:37Z,3099456000.0,5166854000.0,2624884000.0,-115683000.0,3427180000.0,2779045000.0,167778000.0,152154000.0,5612983000.0
2983,J.N,2020-02-04T11:40:03Z,1414903000.0,4378586000.0,2831636000.0,185680000.0,3360049000.0,2715478000.0,151345000.0,-137186000.0,6062171000.0
2984,J.N,2019-11-25T11:23:35Z,1201245000.0,4111768000.0,3073706000.0,65882000.0,3392863000.0,2727329000.0,184888000.0,-146123000.0,5768658000.0
2985,J.N,2019-08-05T10:15:06Z,1025198000.0,4475945000.0,3289448000.0,95380000.0,3169622000.0,2543488000.0,194554000.0,-165081000.0,6108117000.0
2986,J.N,2019-05-07T10:15:05Z,2841536000.0,4846470000.0,3188200000.0,119779000.0,3091596000.0,2474755000.0,199981000.0,169469000.0,5555581000.0
2987,J.N,2019-02-06T11:40:03Z,2668993000.0,4898862000.0,3094724000.0,69433000.0,3083788000.0,2515268000.0,157530000.0,-224701000.0,5841034000.0
2988,J.N,2018-11-20T11:42:24Z,2144167000.0,4556584000.0,3145693000.0,120476000.0,2991857000.0,2385625000.0,160847000.0,212202000.0,5944354000.0
2989,J.N,2018-08-06T10:40:03Z,2336473000.0,4476045000.0,3096185000.0,112559000.0,2933623000.0,2325028000.0,269912000.0,214746000.0,6052917000.0
2990,AVY.N,2021-04-28T10:51:08Z,2025900000.0,2632400000.0,2058500000.0,210800000.0,2051300000.0,1454300000.0,284700000.0,209300000.0,1581900000.0
2991,AVY.N,2021-02-03T11:45:00Z,2052100000.0,2416200000.0,1926000000.0,192400000.0,1990900000.0,1419800000.0,269300000.0,309500000.0,1484900000.0
2992,AVY.N,2020-10-21T10:45:01Z,2020000000.0,2374500000.0,1816000000.0,151500000.0,1729100000.0,1244900000.0,225900000.0,257800000.0,1334600000.0
2993,AVY.N,2020-07-27T10:46:56Z,1997600000.0,2324600000.0,1909500000.0,81100000.0,1528500000.0,1145600000.0,163500000.0,179600000.0,1213900000.0
2994,AVY.N,2020-04-29T10:45:00Z,1988000000.0,2913600000.0,2560100000.0,134600000.0,1723000000.0,1237100000.0,204900000.0,4400000.0,1173400000.0
2995,AVY.N,2020-01-29T11:47:21Z,1499300000.0,2340600000.0,2253800000.0,163100000.0,1772900000.0,1289400000.0,212100000.0,279500000.0,1204000000.0
2996,AVY.N,2019-10-23T10:47:21Z,1483700000.0,2333400000.0,2267900000.0,145300000.0,1761400000.0,1289400000.0,206800000.0,228200000.0,1057400000.0
2997,AVY.N,2019-07-23T10:46:58Z,1503300000.0,2377200000.0,2278500000.0,143800000.0,1795700000.0,1313300000.0,216100000.0,203400000.0,1062500000.0
2998,AVY.N,2019-04-24T10:47:53Z,1759900000.0,2323700000.0,2040500000.0,-146000000.0,1740100000.0,1275200000.0,188500000.0,35400000.0,991900000.0
2999,AVY.N,2019-01-30T11:48:13Z,1771600000.0,2298000000.0,1994000000.0,98200000.0,1768700000.0,1295600000.0,185000000.0,270200000.0,955100000.0
3000,AVY.N,2018-10-23T10:48:04Z,1295300000.0,2358800000.0,2358200000.0,151600000.0,1759700000.0,1298900000.0,193000000.0,-21800000.0,1047100000.0
3001,AVY.N,2018-07-24T10:47:21Z,1289700000.0,2328100000.0,2109200000.0,98600000.0,1854200000.0,1350700000.0,209400000.0,193500000.0,1021900000.0
3002,LLY.N,2021-04-27T10:25:03Z,16199600000.0,16604500000.0,11714200000.0,1355300000.0,6805600000.0,1878600000.0,1666200000.0,1697400000.0,7099300000.0
3003,LLY.N,2021-01-29T11:22:43Z,16586600000.0,17462100000.0,12481600000.0,2116800000.0,7440000000.0,1719800000.0,2328300000.0,1815200000.0,5825200000.0
3004,LLY.N,2020-10-27T10:30:17Z,16334600000.0,16239900000.0,11976900000.0,1208400000.0,5740600000.0,1326400000.0,1379700000.0,1806600000.0,4996000000.0
3005,LLY.N,2020-07-30T10:25:05Z,15064400000.0,14581900000.0,11988500000.0,1412000000.0,5499400000.0,1222000000.0,1438600000.0,2495400000.0,4272000000.0
3006,LLY.N,2020-04-23T10:25:03Z,13982300000.0,13994200000.0,12610200000.0,1456500000.0,5859800000.0,1215100000.0,1703000000.0,382400000.0,3197200000.0
3007,LLY.N,2020-01-30T11:25:05Z,13817900000.0,13709600000.0,11775200000.0,1495700000.0,6114000000.0,1282600000.0,1551900000.0,1963700000.0,2699100000.0
3008,LLY.N,2019-10-23T10:25:05Z,13662200000.0,12661800000.0,10828600000.0,1253900000.0,5476600000.0,1175000000.0,1508400000.0,1510100000.0,3462300000.0
3009,LLY.N,2019-07-30T10:28:36Z,13717600000.0,13454500000.0,11855400000.0,1327200000.0,5636700000.0,1124900000.0,1523300000.0,1051500000.0,2857300000.0
3010,LLY.N,2019-04-30T17:32:14Z,13610200000.0,12597500000.0,11236100000.0,561100000.0,5092200000.0,1138700000.0,1205900000.0,311300000.0,2565000000.0
3011,LLY.N,2019-02-06T11:25:04Z,9196400000.0,20549600000.0,11888100000.0,1296700000.0,5637600000.0,1129900000.0,1422300000.0,1448700000.0,10909100000.0
3012,LLY.N,2018-11-06T11:25:04Z,11674700000.0,20685900000.0,10826700000.0,1093600000.0,5306900000.0,1152900000.0,1415900000.0,2121800000.0,14150900000.0
3013,LLY.N,2018-07-24T10:25:04Z,9170500000.0,18332700000.0,13055200000.0,-231600000.0,5585000000.0,1234300000.0,1594100000.0,1517500000.0,11620800000.0
3014,SIVB.OQ,2021-04-22T20:12:13Z,1338183000.0,,,561764000.0,1287050000.0,,756595000.0,22382221000.0,10120779000.0
3015,SIVB.OQ,2021-01-21T21:09:30Z,843628000.0,,,438801000.0,1108335000.0,,622842000.0,17600983000.0,8433491000.0
3016,SIVB.OQ,2020-10-22T20:17:13Z,843430000.0,,,474055000.0,955434000.0,,613496000.0,10575069000.0,7967380000.0
3017,SIVB.OQ,2020-07-23T20:07:33Z,843220000.0,,,247789000.0,793262000.0,,368661000.0,13171160000.0,7468313000.0
3018,SIVB.OQ,2020-04-23T20:10:08Z,348076000.0,,,133649000.0,772884000.0,,382864000.0,322275000.0,7183221000.0
3019,SIVB.OQ,2020-01-23T21:18:02Z,347987000.0,,,274816000.0,750119000.0,,375926000.0,2669318000.0,6621080000.0
3020,SIVB.OQ,2019-10-24T23:49:49Z,697227000.0,,,281718000.0,736460000.0,,394295000.0,4191507000.0,6048469000.0
3021,SIVB.OQ,2019-07-25T20:08:46Z,696970000.0,,,336571000.0,793898000.0,,464448000.0,3393164000.0,5706175000.0
3022,SIVB.OQ,2019-04-25T20:07:01Z,696715000.0,,,291612000.0,733699000.0,,404224000.0,3339047000.0,5483823000.0
3023,SIVB.OQ,2019-01-24T21:09:46Z,696465000.0,,,274931000.0,636255000.0,,387867000.0,962447000.0,5264843000.0
3024,SIVB.OQ,2018-10-25T20:07:52Z,696217000.0,,,281365000.0,645178000.0,,382371000.0,65340000.0,5070045000.0
3025,SIVB.OQ,2018-07-26T20:17:17Z,695972000.0,,,247026000.0,587603000.0,,331716000.0,2949739000.0,4804841000.0
3026,CTVA.N,2021-05-04T21:09:48Z,1102000000.0,15036000000.0,8999000000.0,613000000.0,4178000000.0,2603000000.0,561000000.0,-1950000000.0,24778000000.0
3027,CTVA.N,2021-02-03T22:10:02Z,1102000000.0,14768000000.0,8548000000.0,99000000.0,3207000000.0,2293000000.0,-115000000.0,3301000000.0,25063000000.0
3028,CTVA.N,2020-11-04T22:12:31Z,1102000000.0,14088000000.0,7734000000.0,-390000000.0,1863000000.0,1459000000.0,-477000000.0,-368000000.0,24346000000.0
3029,CTVA.N,2020-08-05T21:13:37Z,1102000000.0,14422000000.0,7529000000.0,766000000.0,5191000000.0,3005000000.0,948000000.0,1061000000.0,24801000000.0
3030,CTVA.N,2020-05-06T21:14:28Z,614000000.0,14679000000.0,9199000000.0,281000000.0,3956000000.0,2432000000.0,487000000.0,-1930000000.0,24079000000.0
3031,CTVA.N,2020-01-30T11:00:20Z,115000000.0,13519000000.0,8238000000.0,-42000000.0,2983000000.0,2129000000.0,-183000000.0,3373000000.0,24555000000.0
3032,CTVA.N,2019-10-31T10:00:24Z,116000000.0,14117000000.0,8993000000.0,-527000000.0,1911000000.0,1449000000.0,-473000000.0,-1215000000.0,25261000000.0
3033,CTVA.N,2019-08-01T10:15:08Z,117000000.0,14521000000.0,8614000000.0,483000000.0,5556000000.0,3160000000.0,1190000000.0,,26143000000.0
3034,CTVA.N,2019-05-31T15:02:24Z,,,,-184000000.0,3396000000.0,2312000000.0,50000000.0,-1541000000.0,
3035,CTVA.N,2020-02-14T12:34:20Z,5784000000.0,22972000000.0,13310000000.0,-1070000000.0,2815000000.0,2131000000.0,-355000000.0,3263000000.0,75153000000.0
3036,CTVA.N,2019-10-31T20:12:20Z,10215000000.0,23340000000.0,13242000000.0,-5642000000.0,1947000000.0,1573000000.0,-584000000.0,-1190000000.0,71999000000.0
3037,CTVA.N,2019-08-06T20:54:51Z,9736000000.0,24641000000.0,13049000000.0,375000000.0,5731000000.0,3794000000.0,618000000.0,,77703000000.0
3038,LUV.N,2021-04-22T10:48:50Z,10546000000.0,16100000000.0,8182000000.0,116000000.0,2052000000.0,1094000000.0,-1249000000.0,645000000.0,9093000000.0
3039,LUV.N,2021-01-28T11:31:55Z,10111000000.0,15173000000.0,7506000000.0,-908000000.0,2013000000.0,975000000.0,-1202000000.0,-596000000.0,8876000000.0
3040,LUV.N,2020-10-22T10:45:07Z,10135000000.0,16133000000.0,7804000000.0,-1157000000.0,1793000000.0,1002000000.0,-1560000000.0,-1050000000.0,9769000000.0
3041,LUV.N,2020-07-23T10:32:46Z,8905000000.0,15872000000.0,9361000000.0,-915000000.0,1008000000.0,845000000.0,-2133000000.0,897000000.0,10878000000.0
3042,LUV.N,2020-04-28T10:15:59Z,2288000000.0,7028000000.0,10241000000.0,-94000000.0,4234000000.0,1520000000.0,-110000000.0,-377000000.0,9075000000.0
3043,LUV.N,2020-01-23T11:31:35Z,1846000000.0,5974000000.0,8952000000.0,482000000.0,5730000000.0,1745000000.0,665000000.0,824000000.0,9832000000.0
3044,LUV.N,2019-10-24T10:32:44Z,2398000000.0,5650000000.0,8629000000.0,659000000.0,5639000000.0,1743000000.0,819000000.0,1091000000.0,9931000000.0
3045,LUV.N,2019-07-25T10:47:46Z,2449000000.0,5554000000.0,8611000000.0,741000000.0,5909000000.0,1795000000.0,968000000.0,966000000.0,9940000000.0
3046,LUV.N,2019-04-25T10:32:00Z,2602000000.0,5483000000.0,8723000000.0,387000000.0,5149000000.0,1645000000.0,505000000.0,1105000000.0,9791000000.0
3047,LUV.N,2019-01-24T11:29:01Z,2819000000.0,5028000000.0,7905000000.0,654000000.0,5704000000.0,1885000000.0,820000000.0,989000000.0,9853000000.0
3048,LUV.N,2018-10-25T10:30:08Z,3156000000.0,5601000000.0,7843000000.0,615000000.0,5575000000.0,1884000000.0,798000000.0,1271000000.0,10153000000.0
3049,LUV.N,2018-07-26T17:00:00Z,3220000000.0,5408000000.0,7716000000.0,733000000.0,5742000000.0,1878000000.0,972000000.0,1631000000.0,9997000000.0
3050,GILD.OQ,2021-04-29T20:01:00Z,27907000000.0,13278000000.0,9705000000.0,1722000000.0,6423000000.0,1361000000.0,2901000000.0,2610000000.0,18964000000.0
3051,GILD.OQ,2021-02-04T21:01:00Z,28645000000.0,15996000000.0,11397000000.0,1544000000.0,7421000000.0,1398000000.0,2651000000.0,1916000000.0,18221000000.0
3052,GILD.OQ,2020-10-28T20:01:00Z,27792000000.0,30926000000.0,9509000000.0,353000000.0,6577000000.0,1141000000.0,2001000000.0,2250000000.0,17471000000.0
3053,GILD.OQ,2020-07-30T20:01:00Z,21103000000.0,24643000000.0,10564000000.0,-3346000000.0,5143000000.0,1064000000.0,-2983000000.0,2566000000.0,18142000000.0
3054,GILD.OQ,2020-04-30T20:01:00Z,22098000000.0,26950000000.0,8879000000.0,1538000000.0,5548000000.0,969000000.0,2402000000.0,1436000000.0,22179000000.0
3055,GILD.OQ,2020-02-04T21:01:00Z,22094000000.0,30296000000.0,9759000000.0,2689000000.0,5879000000.0,1683000000.0,1093000000.0,2580000000.0,22650000000.0
3056,GILD.OQ,2019-10-24T20:01:00Z,22090000000.0,28361000000.0,9567000000.0,-1168000000.0,5604000000.0,1035000000.0,-1473000000.0,2899000000.0,20736000000.0
3057,GILD.OQ,2019-07-30T20:01:00Z,24084000000.0,33727000000.0,8961000000.0,1875000000.0,5685000000.0,1000000000.0,2430000000.0,2342000000.0,22751000000.0
3058,GILD.OQ,2019-05-02T20:01:00Z,24080000000.0,34024000000.0,9397000000.0,1968000000.0,5281000000.0,957000000.0,2237000000.0,1577000000.0,22091000000.0
3059,GILD.OQ,2019-02-04T21:01:00Z,24574000000.0,35836000000.0,10605000000.0,17000000.0,5795000000.0,1570000000.0,1144000000.0,2345000000.0,21534000000.0
3060,GILD.OQ,2018-10-25T20:13:05Z,24570000000.0,34918000000.0,10116000000.0,2099000000.0,5596000000.0,1086000000.0,2623000000.0,2212000000.0,23007000000.0
3061,GILD.OQ,2018-07-25T20:01:00Z,26062000000.0,32728000000.0,10912000000.0,1809000000.0,5648000000.0,1196000000.0,2280000000.0,1573000000.0,21734000000.0
3062,ES.N,2021-05-10T10:30:00Z,15257979000.0,3146879000.0,5538944000.0,368023000.0,2825840000.0,1269195000.0,591768000.0,411416000.0,14388990000.0
3063,ES.N,2021-02-16T21:15:00Z,15680388000.0,3130143000.0,4915012000.0,273803000.0,2236733000.0,935084000.0,457528000.0,186363000.0,14219136000.0
3064,ES.N,2020-11-03T21:42:39Z,15233222000.0,3220413000.0,3634070000.0,348140000.0,2341942000.0,1050707000.0,559530000.0,490834000.0,14135587000.0
3065,ES.N,2020-07-30T20:15:00Z,14216279000.0,2405413000.0,3326058000.0,254112000.0,1951228000.0,870648000.0,431755000.0,585069000.0,13960828000.0
