,Date,Instrument,e_p,b_p,ebit_ev,rev_ev,90_days,1_yr,fwd_ret
19694,2018-09-20,DRI.N,0.0117164342940078,0.1603924867973929,0.0114838013173063,0.1377922470052113,0.0877078273865121,0.4050434362934363,-0.1082009446114212
22098,2018-12-18,DRI.N,0.0083483765542625,0.1625116934260984,0.0102797092006881,0.1344332547159581,-0.1265769554247268,0.0740510911159375,0.1180548868560424
24497,2019-03-21,DRI.N,0.0161989375049208,0.1677633254925993,0.0184711892944667,0.155705541275871,0.1180548868560424,0.3510588782871771,0.0220480578761519
27031,2019-06-20,DRI.N,0.0140796608719284,0.1619567144335383,0.0156132295045887,0.146232982725541,0.0220480578761519,0.1084438632542499,0.0169377264683576
29607,2019-09-19,DRI.N,0.0115247077808088,0.1608662757235651,0.0131254574671553,0.1363603392851156,0.0169377264683576,0.0363246028338342,-0.096536294332118
32177,2019-12-19,DRI.N,0.0017569169369582,0.1617288275126265,0.0104240764111426,0.1356713337460365,-0.0898998330550917,0.0993143778987699,-0.6109327707970283
34690,2020-03-19,DRI.N,0.0157867489519317,0.159104333388991,0.0178784807409592,0.1497211101308379,-0.6343418670804242,-0.6387942779291553,0.7583686940122585
37299,2020-06-25,DRI.N,-0.0480840564721122,0.2335282342662252,-0.0183096575187064,0.1176877328669483,0.23167107001321,-0.3872504723568553,0.3045984716449925
39907,2020-09-24,DRI.N,0.0030883619950111,0.2031817101981027,0.007841871458174,0.1236086116121261,0.3045984716449925,-0.1637160536266758,0.1937108210872469
42546,2020-12-18,DRI.N,0.00670602598488,0.1714996291195742,0.0080707473239825,0.1111321109075402,0.3233082706766916,0.0686292548298066,0.247417355371901
1782,2016-10-27,LKQ.OQ,0.0112521708209697,0.3143282656395155,0.0137691775802752,0.1588494347454054,-0.0747310264611805,0.0746369469773724,-0.0075424261470773
4795,2017-02-23,LKQ.OQ,0.0091595935968508,0.3652918837345095,0.0105405521293827,0.1455418231557773,-0.0336597307221542,0.1214488636363635,-0.012349588347055
6308,2017-04-27,LKQ.OQ,0.0151026233981282,0.3997212635834858,0.0203380543298169,0.1988136332238674,-0.012662234884457,-0.0268330733229328,0.0872074382815002
8751,2017-07-27,LKQ.OQ,0.0148566660822327,0.37966975382904,0.0194537106000489,0.191434868928157,0.0872074382815002,-0.0139575457981973,0.0940725449719848
10886,2017-10-26,LKQ.OQ,0.0110095371034723,0.36353638872051,0.0148060305583735,0.1762615877662006,0.0744280335939762,0.155043586550436,0.0795148247978434
14157,2018-02-22,LKQ.OQ,0.0098792838507482,0.3340144091970895,0.011967373336911,0.1573003356627063,0.0598041810002645,0.2562735257214554,-0.240449438202247
15488,2018-04-26,LKQ.OQ,0.0130177616922208,0.3750254932141642,0.0157455085278877,0.1834650060143297,-0.2850763807285545,-0.0262483994878359,0.1452991452991454
17951,2018-07-26,LKQ.OQ,0.015891770883177,0.4776905979578577,0.0193719762747065,0.21591749124381,0.1452991452991454,0.0089777005502462,-0.2365097588978186
20246,2018-10-25,LKQ.OQ,0.0133121643359066,0.4805073673873817,0.0175385142802979,0.2205418763198965,-0.2164948453608247,-0.2759934676102341,0.0413533834586465
24043,2019-02-28,LKQ.OQ,0.0048051575941491,0.6374572263359342,0.0173138040298158,0.2590605265887061,-0.003238575026988,-0.2965972574911123,0.0707581227436824
25104,2019-04-25,LKQ.OQ,0.0109839899128659,0.5376699358985584,0.0189645870145026,0.2403946586808602,0.1303353658536585,-0.0249835634451019,-0.0701281186783547
27607,2019-07-25,LKQ.OQ,0.0180196375354471,0.579325703696968,0.0234454056640537,0.2684169973425245,-0.0701281186783547,-0.2083811710677383,0.232414793328499
30870,2019-10-31,LKQ.OQ,0.0158008897527904,0.4999573449993242,0.0184887731299174,0.2398640769789501,0.3303326810176126,0.2284062161185398,0.000882612533098
33722,2020-02-20,LKQ.OQ,0.0128204608261922,0.4574187148563579,0.0155040051503791,0.2071076968977943,-0.0514429109159346,0.2447859495060376,-0.231334509112287
35559,2020-04-30,LKQ.OQ,0.0232818312840025,0.7953056306080015,0.0259770773092703,0.3088068914918547,-0.2219577506694436,-0.0916985064258423,0.1170172084130021
38307,2020-07-30,LKQ.OQ,0.0149129446295712,0.6425684942094431,0.019787175800967,0.2433198093012037,0.1170172084130021,0.1432485322896282,0.0845600821636425
41042,2020-10-29,LKQ.OQ,0.0229267383573032,0.6384725091918206,0.028095903162247,0.2726944938237595,0.1238027669386305,-0.0984632896983495,0.21875
43969,2021-02-18,LKQ.OQ,0.0169214251735592,0.5287097481921198,0.0216360732425551,0.2221661525995231,0.0491847826086957,0.1685835351089588,0.2118622118622117
1819,2016-10-28,ABBV.N,0.0154801524776387,0.0629818279105942,0.0178311605006913,0.0487006472783212,-0.139527935464595,-0.0911959608709371,0.0416666666666667
3677,2017-01-27,ABBV.N,0.0136001344115082,0.0455565196038671,0.0166663262122,0.0514136872165736,-0.0167158308751229,0.1031439602868173,0.1011666666666666
6245,2017-04-27,ABBV.N,0.0163910018208623,0.0481329183905228,0.0178607981239925,0.0485950470805922,0.078341765953974,0.0831147540983605,0.066141970637203
8783,2017-07-28,ABBV.N,0.0165160919866389,0.052069882868685,0.0181181091221473,0.0477465463924825,0.0682438580527753,0.0522856289214221,0.3050823395797843
11052,2017-10-27,ABBV.N,0.0114577170640319,0.0472074886057804,0.0137322328311183,0.0411731541593112,0.3149763982262912,0.6480817497310865,0.3402588926357008
12873,2018-01-26,ABBV.N,0.0003368078077986,0.0330136422374977,0.0098917556089157,0.0425290536985548,0.3425956194834914,1.038887969551547,-0.2091551010469928
15622,2018-04-26,ABBV.N,0.0184511984284932,0.023658285101565,0.0178827310613245,0.0445747999499054,-0.1002770083102493,0.4777070063694268,-0.0706075533661739
18088,2018-07-27,ABBV.N,0.01341954296809,-0.0229553763392316,0.0129219750262271,0.0458893647649541,-0.0827509368986123,0.2953797739951367,-0.1214664310954063
21133,2018-11-02,ABBV.N,0.0190965066663466,-0.0203952087650451,0.0181945068118009,0.0470782149236544,-0.1803008448382443,-0.1441480206540446,0.0123177476118652
22442,2019-01-25,ABBV.N,-0.0131387563621524,-0.0609055632462893,0.0193362258985627,0.0485892151550873,-0.0291706846673094,-0.3463192922652381,-0.0148994288552272
25114,2019-04-25,ABBV.N,0.0205162136729104,-0.0656955352717664,0.0208618444788276,0.0518268862520668,-0.0761527713088029,-0.1857553366174055,-0.1459541215023947
27762,2019-07-26,ABBV.N,0.0068181784612043,-0.079678740380186,0.0087118315822076,0.0592390195314034,-0.1498117942283563,-0.2517667844522968,0.2064639905548995
30975,2019-11-01,ABBV.N,0.0167361205150183,-0.0734638886641091,0.0247338780246632,0.0606824513226619,0.2532577035106544,0.0275263951734539,0.1289296636085628
33211,2020-02-07,ABBV.N,0.0212923667693088,-0.0624107680196526,0.0172812802090213,0.0551783796549235,0.1243908382066278,0.1569512348000503,-0.1023946256365804
35719,2020-05-01,ABBV.N,0.0266292547747327,-0.065906516740535,0.0255830710584317,0.0622706832681794,0.0224635892372255,0.0451678021700732,0.1457025591501688
38452,2020-07-31,ABBV.N,-0.0043692663829387,0.0850041930691303,0.0030969637498154,0.0409718871723678,0.1457025591501688,0.4550053656293116,-0.1033610789168686
41081,2020-10-30,ABBV.N,0.0148206375504857,0.0987826867725522,0.0135895061344428,0.0552052292652966,-0.112987283718991,0.0254247499698758,0.2567567567567568
43263,2021-02-03,ABBV.N,0.0001057451433924,0.0691361747499549,-0.0021407256702752,0.0519547746736861,0.2118980169971671,0.2267721954576738,0.0425432445067788
82,2016-08-03,ATO.N,0.0085506786596694,0.4169938656261165,0.0113873336551632,0.0401117891617072,0.0650560129572142,0.4378644314868802,-0.086681029020403
2769,2016-11-09,ATO.N,0.0044225485146133,0.4477968082705258,0.0076958495918006,0.0395854493154285,-0.0682611506140917,0.1896665566193462,0.0541140557791037
4126,2017-02-07,ATO.N,0.0137345177435237,0.4746672687129833,0.0185659120150111,0.0693291840330799,0.0704523037903339,0.0809618668184404,0.0544951954718968
6759,2017-05-03,ATO.N,0.0197859802310004,0.4611630693695203,0.0248581987978434,0.0858884426399738,0.0744366952789699,0.0888949299986407,0.1071027337411059
9085,2017-08-02,ATO.N,0.008098886840126,0.4467434969955786,0.0117084548819241,0.0439146087536096,0.1071027337411059,0.1225161371978229,0.0062013755778553
12046,2017-11-08,ATO.N,0.0040264088479592,0.4384198653159607,0.0071862184646721,0.0375480964781817,0.0179080643321545,0.2663544770824464,-0.1256163155535633
13272,2018-02-06,ATO.N,0.0329273321006656,0.4788588779022564,0.018597124405545,0.0690380762189298,-0.1091448795524603,0.0337837837837837,0.1145713187235677
16141,2018-05-02,ATO.N,0.0191322090861281,0.5051125299302403,0.0215444100893438,0.0977596798431045,0.0490952955367911,0.0686900958466454,0.0563412671035989
19185,2018-08-08,ATO.N,0.0071053224120845,0.4754147313110715,0.0090945784092942,0.0422628418690274,0.0477874087591241,0.0479069236911144,0.0525742897572656
21497,2018-11-07,ATO.N,0.0037070335197147,0.4567671069538321,0.0062911742289897,0.0315983372257619,0.0598421744848751,0.0769573449159148,-0.0012409513960703
22848,2019-02-05,ATO.N,0.0145333300974578,0.4934708265490899,0.0160188412715962,0.0614714919016019,0.0391650527221862,0.2377290785595283,0.0585007247877407
26133,2019-05-07,ATO.N,0.0178452127093561,0.4577782671672488,0.0193809618959044,0.0702704226589544,0.0585007247877407,0.1650142450142451,0.0557566272131468
28872,2019-08-07,ATO.N,0.0065106654255486,0.4568685889441014,0.0077248962919397,0.0302976711188337,0.0713718483224141,0.1748122346794383,0.0077828221995737
31348,2019-11-06,ATO.N,0.0043363939736916,0.4271486974884044,0.005677302676824,0.0254526618861348,-0.0060312528557069,0.1248190279214063,0.0776868621862645
32977,2020-02-04,ATO.N,0.0130548392120397,0.4480702451175783,0.0144668000540968,0.0491585872353773,0.0494180841539837,0.2226974027328674,-0.1763350963999317
36084,2020-05-06,ATO.N,0.0197311678635117,0.5194575920216535,0.0200943319643071,0.0598130152927374,-0.1837166046668921,-0.0412115193644488,0.0739513205592956
38877,2020-08-05,ATO.N,0.0096638030827138,0.5305080020786757,0.0081056936082014,0.0298726651743685,0.0739513205592956,-0.0524536233208444,-0.0284501880605652
42251,2020-11-11,ATO.N,0.0055376317589533,0.5759404170834707,0.0061145316199858,0.029131112323806,-0.0370865991206271,-0.0805877521219311,-0.1199126464165177
43171,2021-02-02,ATO.N,0.0180855398932887,0.5997132337342714,0.0182635522773163,0.0547753229999483,-0.0328351696301952,-0.2504227257355428,0.1564403338596887
83,2016-08-03,PRU.N,0.0288593149623179,1.7489696273152464,0.0416005722994619,0.351126325775248,-0.001573357807788,-0.1600485329803661,0.100328299409061
2211,2016-11-02,PRU.N,0.0506151024143067,1.5815397809201244,0.0581420129595486,0.3713657143544105,0.150329489291598,-0.0066390041493774,0.2557584437283684
4140,2017-02-08,PRU.N,0.0062799190091584,1.0249677064663052,0.010825684638759,0.2044400905988132,0.184643098401261,0.8141379310344827,0.0309827029081923
6837,2017-05-03,PRU.N,0.0294477185796253,1.018995610968339,0.0316610280511122,0.2048637194594365,0.0276619931792345,0.4305683766319399,0.0622234513274335
9099,2017-08-02,PRU.N,0.0104210947085228,1.040906210432332,0.0152249161233774,0.2088895663845292,0.0622234513274335,0.5819604612850082,-0.0403540744597761
11340,2017-11-01,PRU.N,0.0483205361157298,1.100882119293377,0.0517326352940007,0.2502376658358018,0.0028112814001994,0.2758740048459673,0.0053355037077229
13387,2018-02-07,PRU.N,0.0763053131471593,1.112498646196057,0.0238567041940887,0.2436145089141236,-0.0108550582792062,0.0256481225205278,-0.0894126113160025
16007,2018-05-02,PRU.N,0.0308338247827114,1.1864269773481313,0.0335870354018719,0.2233092724839639,-0.1480390506648711,-0.0723907266562814,-0.0071125160525535
18400,2018-08-01,PRU.N,0.0049141675705679,1.2280835764955111,0.0113058903860472,0.2524181566766515,-0.0071125160525535,-0.0885100208578941,-0.0352203760819819
21755,2018-11-08,PRU.N,0.0391238529113543,1.1059056426394611,0.0288948388564195,0.2500098891427102,0.0,-0.1241871387283236,-0.0586779416314323
23053,2019-02-07,PRU.N,0.0246732867876182,1.44349119585275,0.022526339245171,0.3479504869939883,-0.066857493355142,-0.1170439156509962,0.1459246275197194
25538,2019-05-01,PRU.N,0.0245750660989858,1.4662411996802711,0.0233696460910195,0.2552450956174992,0.1454226894437145,0.0332905265237577,-0.0314531548757169
28229,2019-07-31,PRU.N,0.0170706725844998,1.5036823879432275,0.018252427184466,0.2498381877022653,-0.0314531548757169,0.0079594070241766,-0.0672194255256144
31013,2019-11-04,PRU.N,0.0387998860616318,1.8196399879424443,0.0379311044276312,0.2811733010756059,0.0959062971123738,-0.0339398895931302,-0.0102645502645501
32904,2020-02-04,PRU.N,0.0295885624151484,1.6748718536610738,0.0414504324222787,0.3343760635536329,0.0060234484242229,0.0012846590300825,-0.3718592964824121
35898,2020-05-05,PRU.N,-0.0133657899718207,2.927253284154521,-0.0022165106956566,0.4892311476446153,-0.3718592964824121,-0.4171626984126984,0.0771063829787235
38732,2020-08-04,PRU.N,-0.1003928415539066,2.739373532040489,-0.0370792283714933,0.3033186034575567,0.0771063829787235,-0.2570153810027005,0.0711125158027812
41308,2020-11-03,PRU.N,0.0585482893855817,2.639136881038166,0.0433920874384236,0.3710215902093596,0.0086309523809524,-0.2514632799558255,0.2213042195337857
43401,2021-02-04,PRU.N,0.0263296471827277,2.1809293136307355,0.0320580599586957,0.300502130454932,0.2213042195337857,-0.1255941692193937,0.2281952162358058
755,2016-08-17,KEYS.N,0.0182824039453932,0.3208461439647584,0.0216127804364656,0.1320781026672901,0.1323922167111788,-0.0942935611840098,0.1866576819407008
2944,2016-11-17,KEYS.N,0.0165054027461328,0.2714421125532505,0.0210743411845,0.1276357276577382,0.1666114607485922,0.1951136749236512,0.0851788756388416
4557,2017-02-16,KEYS.N,0.0171463924496041,0.2592408693297951,0.0270063162109614,0.1107716698822487,0.0879590093936804,0.549250101337657,0.0531135531135531
7759,2017-06-06,KEYS.N,0.0071541603373533,0.3171191071986031,0.0154484433667395,0.0923228401202768,0.0620052770448549,0.2697160883280758,-0.0012422360248446
10077,2017-08-30,KEYS.N,-0.0023347960346677,0.2878284667182082,0.0029133438617104,0.0932270035747345,0.0286591606960082,0.3141549525988887,0.0467661691542287
12436,2017-12-06,KEYS.N,-0.0045733840877603,0.2780136116506923,0.0084870558403965,0.0919954941712116,0.0499001996007983,0.1388362652232746,0.1069391634980989
14499,2018-03-01,KEYS.N,0.0107299110132869,0.2835436059255818,0.0022383753161171,0.0851600063450018,0.0418250950570342,0.2168234064785787,0.1376127093173036
17147,2018-05-30,KEYS.N,0.0066032453199071,0.2603123115957144,0.0121527084360593,0.0925475488592214,0.1272069772388855,0.3559365404298875,0.1405925646348367
19459,2018-08-21,KEYS.N,0.011101613987194,0.2397398127978359,0.0116344121898479,0.084035610349693,0.1227939810514582,0.532843012934314,-0.1007610853739244
21949,2018-11-20,KEYS.N,-0.0106558056490746,0.2274173258263037,0.0128665750681212,0.0904114368880733,-0.1530310113760323,0.2026997123257359,0.5041398344066237
23664,2019-02-21,KEYS.N,0.0082032171898511,0.1912644850054761,0.0094591902131785,0.0689561257569391,0.4097258147956544,0.7939433838051349,-0.1263608562691131
26909,2019-05-29,KEYS.N,0.0093517017920606,0.1710200105502327,0.0126217296473938,0.0645900719045036,-0.1579816081112944,0.3478014719758444,0.2481097731727806
29436,2019-08-21,KEYS.N,0.0094389661178218,0.1744130971959781,0.0125267750868957,0.0630398357382207,0.1766103484688488,0.3891226429795855,0.1861117343504599
32028,2019-11-26,KEYS.N,0.0103019304368252,0.1587025591396055,0.0116616604622015,0.0585697745186802,0.1003226142158393,0.7191869918699187,-0.1403575144235316
33834,2020-02-24,KEYS.N,0.0089881356690497,0.1724288358105431,0.0101469844106764,0.060059177998328,-0.1545902706724956,0.0738421550094519,0.1376389041698758
37100,2020-05-26,KEYS.N,0.0039152436200838,0.1701200925064603,0.0069685454146237,0.0494987948102242,0.1039931667734359,0.4477737328479418,-0.0056092843326887
39713,2020-08-20,KEYS.N,0.0094202633823036,0.1795202465013995,0.0113447952962355,0.0538478311948081,0.0283028302830283,0.103455677183945,0.1198210464890099
42330,2020-11-18,KEYS.N,0.0110571525256655,0.1679973819222086,0.0145994269487444,0.0620602818030251,0.1198210464890099,0.0887943262411348,0.285739100225812
43997,2021-02-18,KEYS.N,0.0065280820892307,0.1342052224855801,0.008418820585185,0.0449511687353769,0.2580946715390497,0.5391973383239757,-0.0668062685760604
213,2016-08-04,SRE.N,0.0005624372473804,0.4141295757118473,0.0013490537649176,0.0479363771134055,0.0459977238239757,0.0829732914375491,-0.0991023664883489
2121,2016-11-02,SRE.N,0.0232295710381872,0.4610808425039541,0.0304741977775989,0.0571644596892432,-0.0991023664883489,-0.0457164809834806,0.1100040257648953
5047,2017-02-28,SRE.N,0.0150599200107582,0.5146201162515293,0.0117572216067552,0.0658856610809322,0.1088879951739394,0.1319921995278661,0.0112430864085593
7395,2017-05-09,SRE.N,0.0159252531290673,0.4789853911654174,0.0204429515224462,0.0647750128885002,0.0875670404680644,0.0586616041765544,0.0507486774858783
9505,2017-08-04,SRE.N,0.0091580138094735,0.471407876864482,0.0116628929005404,0.0519566397002835,0.04493981275078,0.0954383997008785,0.0022186193361208
11063,2017-10-30,SRE.N,0.0019891476671077,0.462913049196217,0.0093267937554498,0.0541399134264288,0.025853786356887,0.1201716738197424,-0.0630906768837803
14235,2018-02-27,SRE.N,-0.0186417178566058,0.4714382539784365,0.0111410945030997,0.0602650685991746,-0.0729570345408593,0.0035567715458275,0.0058160668847691
16496,2018-05-07,SRE.N,0.0118222682751576,0.4821236840396411,0.0123689798582489,0.0426545443621187,0.0616786570743406,-0.0076212678203173,0.0421937116010118
18880,2018-08-06,SRE.N,-0.0182920600770123,0.4608229680363923,0.0058937759569396,0.035807158397608,0.0421937116010118,-0.0182143161120095,0.0191590810576507
21589,2018-11-07,SRE.N,0.0088086187690198,0.461584482794111,0.0082650154079489,0.0416674149560501,0.0246666085592259,-0.0314714120942494,0.011398434841783
23820,2019-02-26,SRE.N,0.0291819928523934,0.5025787657912196,0.0121654294273024,0.0479088641300235,0.0615123649674136,0.0805161759360233,0.0572750210260721
26144,2019-05-07,SRE.N,0.0127794321852403,0.4372246549000155,0.0114826950111311,0.0458358817386472,0.0736185839952172,0.1810409620443442,0.0793095219155199
28507,2019-08-02,SRE.N,0.0093860930338338,0.4025414249708055,0.0077572888770007,0.0327612219175621,0.0645743428795606,0.1617432999400634,0.0855689858490564
30957,2019-11-01,SRE.N,0.0200609931627036,0.4037367406250404,0.0106332790840106,0.0390592960775213,0.1148198607326671,0.3506648326455754,-0.0398533505329622
34171,2020-02-27,SRE.N,0.0104679927178106,0.4138252781128227,0.011910079497731,0.0405273538464459,-0.0338184054109449,0.1662543295398315,-0.1223306463017959
35788,2020-05-04,SRE.N,0.0230049083660955,0.5405850769869731,0.0123048765209223,0.0480302461106621,-0.229355519682106,-0.0126481584599473,0.0234450531743473
38981,2020-08-05,SRE.N,0.0652863214409835,0.5965577714877545,0.0120913396976052,0.0418967408452,0.0410588428126537,-0.0708068173505962,-0.0001574431236714
41685,2020-11-05,SRE.N,0.0102521338487608,0.586533047911585,0.0072051341897899,0.0433949312022882,-0.022247882986913,-0.1063186039966225,-0.0624360286591607
44432,2021-02-25,SRE.N,0.0112640820039186,0.550307542539273,0.0151140522638296,0.0490047645486746,-0.0912698412698412,-0.1480898554871942,0.1377225394692642
985,2016-10-14,C.N,0.0264650194426572,1.577514277962908,0.0144673511549622,0.0455419518310488,0.0906439308952209,-0.0804010594021944,0.180621271343345
3326,2017-01-18,C.N,0.0189124353409149,1.215562387239509,0.0125171185192136,0.0417245457084149,0.1808641975308642,0.4293897882938979,0.011326014985189
5566,2017-04-13,C.N,0.022671540306434,1.2682401359581263,0.0154532093376627,0.0473884667457978,-0.020091170015195,0.286632675681667,0.1495520330806341
7961,2017-07-14,C.N,0.0192296809721613,1.1566675056445643,0.0131607116182514,0.0445427033271287,0.1495520330806341,0.4969710567646399,0.0846822541966427
10216,2017-10-12,C.N,0.0192144469696611,1.051451069848989,0.0129580924039907,0.0396925017240221,0.0846822541966427,0.4887883151614896,0.0654967527981207
12554,2018-01-16,C.N,-0.0970518536235164,0.9224703969085122,0.0107946192812515,0.036973945221413,0.069338510608792,0.3436138700121971,-0.0791077681234598
14934,2018-04-13,C.N,0.0248637364618223,1.0574986297477735,0.0140315960286945,0.0436199615674634,-0.0602170460561143,0.2037633497202915,-0.0564709195887903
17318,2018-07-13,C.N,0.0241617590538028,1.0610487345434123,0.0127036758027003,0.0393984469022001,-0.0564709195887903,0.0025437677689661,0.0423880597014925
19766,2018-10-12,C.N,0.0238228076396869,0.9857524419501148,0.0125986188510226,0.0387252279976824,0.0054707745465016,-0.0268914588268077,-0.1562142038946162
22163,2019-01-14,C.N,0.0310765554778395,1.3981697043130257,0.0124512576379671,0.040084865669046,-0.138198303597543,-0.235767085981066,0.1433904632614966
24590,2019-04-15,C.N,0.0301389795154039,1.2241823094486408,0.013214291486697,0.0407930885363418,0.1433904632614966,-0.0338399770576426,0.0642623924013059
27100,2019-07-15,C.N,0.0274974796624332,1.10767356936169,0.012781919145433,0.0388698782699773,0.063630970038564,0.0323927440253384,-0.0068330776739644
29677,2019-10-15,C.N,0.0307131177408817,1.172913544157555,0.0134871217548367,0.041533899797698,0.0056481219994353,0.0216611676947353,0.1500982869980343
32227,2020-01-14,C.N,0.0266547619254215,1.004854137357117,0.0117471161716286,0.0378390111412385,0.1661446469248291,0.3170927801897412,-0.4767427664509828
34784,2020-04-15,C.N,0.0253632992283229,1.988361773272179,0.0215838622454767,0.0555044118068142,-0.4767427664509828,-0.3907604832977966,0.1700886607559495
37354,2020-07-14,C.N,0.0098887704999784,1.6322299307578516,0.0041860828789079,0.0547557301029475,0.1041391457507705,-0.2918667043208133,-0.12901296111665
39961,2020-10-13,C.N,0.0326227625768681,1.9597723518513688,0.0130386342979723,0.0550251960826264,-0.1574074074074074,-0.3715107913669064,0.470467032967033
42603,2021-01-15,C.N,0.0287364304675989,1.4018610734101498,0.0141527306166604,0.0466455240068771,0.4728273331804633,-0.1961201501877346,0.1293787949556282
1913,2016-10-31,L.N,0.0235727693857084,1.317047390449216,0.0237950879016756,0.1117084737429519,0.0711974110032362,0.1545478937483229,0.0806414129676968
4032,2017-02-06,L.N,0.0183779181472259,1.1510280252002267,0.0196953069687683,0.1070037436768462,0.1111111111111111,0.2781748213304011,0.0154838709677418
6525,2017-05-01,L.N,0.0187340566265836,1.1740855556348408,0.0209141310998027,0.1055939768983923,0.0172339508832399,0.1846462619167084,0.0309191020753918
8823,2017-07-31,L.N,0.0146564064229129,1.193830923175454,0.015259524892479,0.1050968507451269,0.0309191020753918,0.2118496390341049,0.0160230073952341
11111,2017-10-30,L.N,0.0097456597325312,1.1807146100157735,0.0151539720055042,0.1086034660394473,0.0054889205122992,0.1676109537299339,-0.0396279822078446
13559,2018-02-12,L.N,0.0285601359351416,1.1402678804541788,0.0182776575302475,0.1070204947494759,-0.0372922578029996,0.0114991482112436,0.1044210526315789
15729,2018-04-30,L.N,0.0181600304680987,1.1486064322007026,0.0170017038421571,0.1104802747859018,-0.0122387497646394,0.1149840595111584,-0.0503240564239421
18140,2018-07-30,L.N,0.0149187153102793,1.2266427184030142,0.0153155633626914,0.1221841610490273,-0.0503240564239421,0.0128074811953649,-0.0204737053392212
21242,2018-11-05,L.N,0.0175153626609202,1.194068896222163,0.0169390035333202,0.1216038603555058,-0.0401258851298191,-0.0139422105475854,-0.0415983606557376
23318,2019-02-13,L.N,-0.0115368815968309,1.2947877176370608,-0.0027006898299293,0.0844320925777898,-0.0568663036902601,-0.0429711479435235,0.0889459054949752
25295,2019-04-29,L.N,0.0268288325762489,1.2962956491219564,0.0197041279620244,0.1214096268210706,0.068835257082896,-0.0291650781547846,-0.0041233064991164
28555,2019-08-05,L.N,0.0149386023169309,1.1707304643075958,0.0129195484580138,0.1094572855470614,-0.0013782240598543,-0.0045142296368989,-0.0256309148264983
30341,2019-10-28,L.N,0.0046253099505245,1.2475488783220448,0.00607922878408,0.115607233413455,-0.0791876280976336,0.0909492273730685,0.1292998785916632
33235,2020-02-10,L.N,0.013899054396053,1.224589958516768,0.0125250784733977,0.1215033892877588,0.0936703899666862,0.2153745644599303,-0.4309263572836409
35824,2020-05-04,L.N,-0.0640866702877433,1.7204026077560983,0.0041986534204335,0.1317165191585497,-0.3938931297709923,-0.3668261562998404,0.1209068010075566
38549,2020-08-03,L.N,-0.0844001205334799,1.738945716955675,-0.0343455135571135,0.0965294846840243,0.1209068010075566,-0.3094083414161008,0.0485955056179774
41177,2020-11-02,L.N,0.0142630870696889,1.7825780472995425,0.0224221412334895,0.1536404112346934,0.0551158846806103,-0.2606456724103784,0.297080096437182
43514,2021-02-08,L.N,0.0320813869782497,1.4432583663262983,0.0269647199078743,0.1442548211287714,0.2779097387173397,-0.1151315789473683,0.1780256092523751
1163,2016-10-20,ALK.N,0.0315787933133034,0.3532877501925827,0.0601421788369499,0.2231816399494398,0.1654798761609908,-0.0480465292704513,0.2910081020055783
4218,2017-02-08,ALK.N,0.0088682708593462,0.2679680607086998,0.0238600133970537,0.1231955793766246,0.339396444811906,0.4520466089034958,-0.0920781893004115
6215,2017-04-26,ALK.N,0.0081526681077026,0.2642165771679116,0.0163212551989265,0.1385316294933278,-0.0549368173056328,0.2255242327454518,-0.0060056657223795
8450,2017-07-26,ALK.N,0.0264090388469642,0.2941948900904145,0.0428260653606744,0.1754783418872081,-0.0060056657223795,0.2813321647677476,-0.2143182854537163
10706,2017-10-25,ALK.N,0.02749093603324,0.3705438520928225,0.0430540975497172,0.203230751297323,-0.2166401454876108,-0.030933633295838,-0.0993905977945444
12797,2018-01-25,ALK.N,0.0348257536812478,0.3825305007527539,0.0163113684064429,0.1943354444497679,-0.2181634966620481,-0.347524440239672,0.1134203318833575
15158,2018-04-23,ALK.N,0.0005231821484466,0.4498058521269985,0.0025681371124269,0.2138557813620989,0.0081692195477753,-0.2440385036097134,-0.0629431341339892
17858,2018-07-26,ALK.N,0.025928310193514,0.4826964690429842,0.0323660122926513,0.2633249905771937,-0.0172989377845219,-0.2497683039851713,-0.0262507720815318
20450,2018-10-25,ALK.N,0.025590345389091,0.4470645132260103,0.0353389446546862,0.2427631850191487,-0.0092694422623722,-0.0528687293481525,0.0431335236282905
22408,2019-01-24,ALK.N,0.0030655227726685,0.4999467791425951,0.0200721675410713,0.2466009155045905,0.0352533836953101,0.0597712260351217,-0.1004864700516874
25113,2019-04-25,ALK.N,0.0005766064549724,0.5399919450817121,0.0049563702016933,0.2513013648209942,-0.1004864700516874,-0.102124430955994,0.0792631401047827
27578,2019-07-25,ALK.N,0.0332138218812982,0.5036584516580067,0.0455035438132842,0.2829133376217236,0.0792631401047827,-0.0138974675725757,0.0767303476354526
30150,2019-10-24,ALK.N,0.0402419418417433,0.5313935922704739,0.0524000071959975,0.2952443801680147,0.0591497227356747,0.0903901046622264,-0.0468295520651541
32503,2020-01-28,ALK.N,0.0216896355214407,0.5189934333887296,0.0289559066742003,0.2676919504984167,-0.0842531787061616,0.0136096504794309,-0.5579798596277084
36008,2020-05-05,ALK.N,-0.0664759409919331,1.1504349270802228,-0.0463194707800621,0.4510634178344145,-0.5595256195833966,-0.5226561212720382,0.2657921988263723
37609,2020-07-23,ALK.N,-0.0481445713403265,0.8686270558177615,-0.1355790970154768,0.0984117238681306,0.3003546099290781,-0.435150955021565,0.1068993727842924
40210,2020-10-22,ALK.N,-0.095166106932713,0.7626536736556632,-0.112588988340761,0.1526593439591363,0.1577296063890474,-0.4328629313958361,0.2769154964276914
