Date,Instrument,e_p,b_p,ebit_ev,rev_ev,90 days,1_yr,fwd_ret,Timeframe,quartiles,GICS Sector,x0_Communication Services,x0_Consumer Discretionary,x0_Consumer Staples,x0_Energy,x0_Financials,x0_Health Care,x0_Industrials,x0_Information Technology,x0_Materials,x0_Real Estate,x0_Utilities
2019-07-23,WRB,0.0179498766107065,0.4950514493251629,0.0230541219896711,0.1483439281037883,0.1490190113158742,0.3820195885513127,xxx,3-2019,xxx,Financials,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,V,0.0078861243667137,0.0778672386901229,0.0102369552810635,0.0149646605360228,0.121915885795699,0.2765958560078381,xxx,3-2019,xxx,Information Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-07-23,SWK,0.0162596839826429,0.3412571339382646,0.0186749717815246,0.1402319252582324,0.0443986822669144,0.0727678876798425,xxx,3-2019,xxx,Industrials,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-07-23,PNR,0.0178750710775693,0.2825293386591149,0.0191393783466796,0.1061896806951451,0.0302160545976042,-0.0445593462235613,xxx,3-2019,xxx,Industrials,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-07-23,CNC,0.0228353034136875,0.5606874296766845,0.0365953835301547,0.8323975961332357,0.0447227179205464,-0.1913845942570613,xxx,3-2019,xxx,Health Care,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,AVY,0.0146847601719619,0.1088044468808201,0.0185842050426998,0.1550727555537921,0.0625953002689621,0.0451329115504648,xxx,3-2019,xxx,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019-07-23,LMT,0.0138247737120648,0.0277469049854822,0.0160340263755827,0.125310345894113,0.0811071354678567,0.1397639759830469,xxx,3-2019,xxx,Industrials,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-07-23,PCAR,0.0249616006914486,0.3881152288242447,0.0277735541843018,0.2129573574480957,-0.029577583151138,0.1545826524613012,xxx,3-2019,xxx,Industrials,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-07-23,FITB,0.0206448479243721,0.9342891815987164,0.0191473706543157,0.0519714346331426,0.0409102666656036,0.068334719332199,xxx,3-2019,xxx,Financials,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,PHM,0.0272332470083515,0.5785419733567561,0.0291555833733875,0.2241061415107963,-0.0176927902956876,0.0750886043231024,xxx,3-2019,xxx,Consumer Discretionary,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
