,Instrument,Enterprise Value,Original Announcement Date Time
7897,CHTR,171090120317.88,2018-02-02T23:00:00Z
7898,CHTR,179324370407.84,2017-10-26T23:00:00Z
7899,CHTR,168762287441.2,2017-07-27T17:00:00Z
7900,CHTR,166943907170.52,2017-05-02T12:00:00Z
7901,CHTR,157294499376.72,2017-02-16T12:00:00Z
7902,CHTR,153069605608.27,2016-11-03T17:00:00Z
7903,CHTR,141472778593.92,2016-08-09T17:00:00Z
7904,CE,20173539072.42,2021-04-22T20:29:35Z
7905,CE,17793339288.62,2021-01-28T21:25:00Z
7906,CE,16735331739.35,2020-10-26T20:53:42Z
7907,CE,14176883053.32,2020-07-28T20:50:54Z
7908,CE,12659965766.48,2020-04-27T20:15:01Z
7909,CE,18675018576.4,2020-01-30T21:32:00Z
7910,CE,18728207279.21,2019-10-21T20:47:44Z
7911,CE,17283826637.6,2019-07-22T20:33:45Z
7912,CE,16204620910.3,2019-04-22T20:56:31Z
7913,CE,15490204830.81,2019-01-28T21:49:00Z
7914,CE,18478704708.0,2018-10-18T20:36:15Z
7915,CE,18349135152.6,2018-07-19T20:35:13Z
7916,CE,17268843573.47,2018-04-16T17:00:00Z
7917,CE,17968943784.56,2018-01-25T17:00:00Z
7918,CE,17657639733.16,2017-10-16T17:00:00Z
7919,CE,16441696871.64,2017-07-24T17:00:00Z
7920,CE,15498966101.85,2017-04-17T17:00:00Z
7921,CE,14048528236.3,2017-02-01T17:00:00Z
7922,CE,11803672821.76,2016-10-17T21:45:00Z
7923,CE,11912287881.85,2016-07-25T21:45:00Z
7924,HSIC,11303387086.16,2021-05-04T10:32:47Z
7925,HSIC,10640656481.14,2021-02-17T11:00:01Z
7926,HSIC,9924259492.82,2020-11-02T12:07:12Z
7927,HSIC,9832125466.84,2020-08-04T11:16:47Z
7928,HSIC,8781002600.0,2020-05-05T11:16:28Z
7929,HSIC,11339945120.42,2020-02-20T12:14:51Z
7930,HSIC,11205171363.08,2019-11-05T12:18:12Z
7931,HSIC,12467103501.5,2019-08-06T11:39:04Z
7932,HSIC,11083592613.56,2019-05-07T10:37:55Z
7933,HSIC,14561321025.6,2019-02-20T12:26:44Z
7934,HSIC,15783089379.13,2018-11-06T12:08:11Z
7935,HSIC,13556606217.92,2018-08-06T11:00:07Z
7936,HSIC,12879324182.0,2018-05-08T17:00:00Z
7937,HSIC,13304431912.96,2018-02-20T17:00:00Z
7938,HSIC,15186743420.3,2017-11-06T16:00:00Z
7939,HSIC,16601963769.2,2017-08-08T12:00:00Z
7940,HSIC,15524483589.09,2017-05-09T12:00:00Z
7941,HSIC,13983131176.21,2017-02-21T17:00:00Z
7942,HSIC,15023032721.2,2016-11-02T17:00:00Z
7943,HSIC,15490756375.82,2016-08-04T11:00:00Z
7944,AME,30707980753.14,2021-05-04T10:55:04Z
7945,AME,29024946684.64,2021-02-04T11:55:02Z
7946,AME,24321263263.0,2020-10-29T10:55:02Z
7947,AME,22242505240.78,2020-08-04T10:55:02Z
7948,AME,18505482026.84,2020-05-05T10:55:02Z
7949,AME,25175564053.28,2020-02-05T11:55:03Z
7950,AME,22660121641.48,2019-10-31T10:55:02Z
7951,AME,22596202991.12,2019-07-30T10:55:04Z
7952,AME,20981518525.92,2019-05-01T10:55:03Z
7953,AME,17992989304.4,2019-02-05T11:55:03Z
7954,AME,19730251536.56,2018-11-01T10:55:03Z
7955,AME,18298933289.44,2018-07-31T10:55:01Z
7956,AME,19238928180.18,2018-05-02T17:00:00Z
7957,AME,18277052846.35,2018-02-01T17:00:00Z
7958,AME,16935758225.4,2017-11-02T17:00:00Z
7959,AME,15822557886.59,2017-08-02T06:57:00Z
7960,AME,14283468344.0,2017-05-02T11:55:00Z
7961,AME,12871900033.6,2017-02-07T11:45:00Z
7962,AME,12813941884.68,2016-11-01T11:45:00Z
7963,AME,12476504166.26,2016-08-04T16:00:00Z
7964,ETN,63986697036.32,2021-05-04T11:00:55Z
7965,ETN,54886804000.0,2021-02-02T12:01:39Z
7966,ETN,48149158000.0,2020-11-03T12:02:04Z
7967,ETN,42819748000.0,2020-07-29T11:01:24Z
7968,ETN,39131000000.0,2020-04-30T11:01:41Z
7969,ETN,46939248000.0,2020-02-04T12:02:32Z
7970,ETN,41617210000.0,2019-10-29T11:01:52Z
7971,ETN,42579768000.0,2019-07-30T11:01:12Z
7972,ETN,41328422119.84,2019-04-30T11:07:19Z
7973,ETN,36873244000.0,2019-01-31T12:02:12Z
7974,ETN,44355109000.0,2018-10-30T11:02:29Z
7975,ETN,39911802000.0,2018-07-31T11:01:57Z
7976,ETN,42264382000.0,2018-05-01T17:00:00Z
7977,ETN,41504806000.0,2018-02-01T17:00:00Z
7978,ETN,41529167000.0,2017-10-31T16:00:00Z
7979,ETN,42623359000.0,2017-08-01T12:02:00Z
7980,ETN,40899295000.0,2017-05-02T17:00:00Z
7981,ETN,37879553000.0,2017-02-02T11:30:00Z
7982,ETN,37448207000.0,2016-11-01T17:00:00Z
7983,ETN,35148231000.0,2016-08-02T16:00:00Z
7984,MKTX,18527992075.84,2021-04-22T10:30:00Z
7985,MKTX,21199586289.92,2021-01-27T11:33:48Z
7986,MKTX,17976439858.65,2020-10-27T10:30:10Z
7987,MKTX,18585836396.88,2020-07-22T10:30:10Z
7988,MKTX,12191864176.17,2020-04-29T10:30:10Z
7989,MKTX,14052544040.58,2020-01-29T11:32:38Z
7990,MKTX,12046481770.0,2019-10-23T10:32:09Z
7991,MKTX,11832246628.7,2019-07-24T10:32:14Z
7992,MKTX,9010386442.88,2019-04-24T10:30:26Z
7993,MKTX,7699070094.69,2019-01-30T11:30:03Z
7994,MKTX,6497657435.3,2018-10-24T10:30:06Z
7995,MKTX,7271827186.3,2018-07-25T10:30:03Z
7996,MKTX,8026834250.24,2018-04-25T17:00:00Z
7997,MKTX,7406963443.25,2018-01-31T17:00:00Z
7998,MKTX,6787773708.25,2017-10-25T17:00:00Z
7999,MKTX,7419893197.0,2017-07-26T17:00:00Z
8000,MKTX,6910308824.05,2017-04-26T17:00:00Z
8001,MKTX,5353858884.16,2017-01-25T17:00:00Z
8002,MKTX,6070184617.55,2016-10-26T11:30:00Z
8003,MKTX,5309432781.0,2016-07-28T11:30:00Z
8004,NWS,14807817572.24,2021-05-06T20:15:01Z
8005,NWS,11209893985.34,2021-02-04T21:00:00Z
8006,NWS,8831976869.88,2020-11-05T21:15:00Z
8007,NWS,7546423798.76,2020-08-06T20:45:00Z
8008,NWS,5745683311.4,2020-05-07T20:15:00Z
8009,NWS,9488834537.78,2020-02-06T21:45:00Z
8010,NWS,9224898694.24,2019-11-07T21:45:00Z
8011,NWS,8964661107.16,2019-08-08T20:45:00Z
8012,NWS,8353830780.76,2019-05-09T20:15:00Z
8013,NWS,7909917376.85,2019-02-07T21:26:35Z
8014,NWS,8935054126.6,2018-11-07T21:45:00Z
8015,NWS,10228785554.0,2018-08-09T20:15:00Z
8016,NWS,7747163960.6,2018-05-10T17:00:00Z
8017,NWS,8265155528.22,2018-02-08T17:00:00Z
8018,NWS,6615206818.68,2017-11-09T17:00:00Z
8019,NWS,6727652226.6,2017-08-10T17:00:00Z
8020,NWS,6483198536.0,2017-05-09T07:16:00Z
8021,NWS,5814087672.18,2017-02-09T17:00:00Z
8022,NWS,7288048634.24,2016-11-07T17:00:00Z
8023,NWS,5421701586.35,2016-08-08T17:00:00Z
8024,STE,17698471772.24,2021-05-18T20:38:49Z
8025,STE,17644211097.24,2021-02-02T21:43:12Z
8026,STE,15709342217.57,2020-11-02T21:37:24Z
8027,STE,13851520662.56,2020-08-03T20:45:16Z
8028,STE,12715080546.37,2020-05-13T20:48:29Z
8029,STE,13873762388.3,2020-02-10T21:36:17Z
8030,STE,13207008180.13,2019-11-04T21:39:16Z
8031,STE,13568178319.92,2019-08-05T20:32:22Z
8032,STE,11800312199.26,2019-05-13T21:11:06Z
8033,STE,10057976136.75,2019-02-11T22:11:04Z
8034,STE,10737628320.0,2018-11-06T11:15:33Z
8035,STE,9999172857.73,2018-08-08T21:15:21Z
8036,STE,9047237161.68,2018-05-09T17:00:00Z
8037,STE,8586910191.61,2018-02-07T17:00:00Z
8038,STE,8694874233.2,2017-11-01T16:00:00Z
8039,STE,8142822696.5,2017-08-08T17:00:00Z
8040,STE,7106333235.12,2017-05-09T17:00:00Z
8041,STE,6995194462.08,2017-02-07T11:32:00Z
8042,STE,7558352510.9,2016-11-08T16:00:00Z
8043,STE,7233161050.0,2016-08-09T11:06:00Z
8044,IPGP,9885627896.48,2021-05-04T12:00:01Z
8045,IPGP,10576347701.4,2021-02-16T13:01:55Z
8046,IPGP,7788107387.52,2020-10-30T12:00:10Z
8047,IPGP,7321785717.72,2020-08-04T12:00:12Z
8048,IPGP,4705362520.68,2020-05-05T12:00:12Z
8049,IPGP,6542145005.0,2020-02-13T13:00:11Z
8050,IPGP,6376636714.8,2019-10-29T12:00:45Z
8051,IPGP,7198872240.25,2019-07-30T12:00:39Z
8052,IPGP,7053410726.02,2019-04-30T12:03:02Z
8053,IPGP,4999029657.03,2019-02-12T13:01:30Z
8054,IPGP,7315526489.43,2018-10-30T12:00:19Z
8055,IPGP,10768039784.29,2018-07-31T17:00:00Z
8056,IPGP,11487795285.6,2018-05-01T17:00:00Z
8057,IPGP,10413591671.36,2018-02-16T17:00:00Z
8058,IPGP,8964905912.88,2017-10-31T17:00:00Z
8059,IPGP,6853883051.6,2017-08-01T17:00:00Z
8060,IPGP,5636920884.3,2017-05-08T16:00:00Z
8061,IPGP,4452580728.82,2017-02-14T17:00:00Z
8062,IPGP,3644461090.25,2016-10-27T17:00:00Z
8063,IPGP,3580335960.0,2016-07-28T17:00:00Z
8064,DHR,177723229073.64,2021-04-22T10:00:11Z
8065,DHR,176251250519.38,2021-01-28T11:05:09Z
8066,DHR,170166677862.5,2020-10-22T10:00:14Z
8067,DHR,147330568184.96,2020-07-23T10:00:09Z
8068,DHR,117400082630.95,2020-05-06T20:10:07Z
8069,DHR,110151428481.2,2020-02-21T12:35:09Z
8070,DHR,107196157314.44,2019-10-24T10:00:14Z
8071,DHR,108797337115.08,2019-07-18T10:00:11Z
8072,DHR,101682366959.68,2019-04-18T10:00:11Z
8073,DHR,81241886733.36,2019-01-29T11:00:06Z
8074,DHR,85888761240.38,2018-10-18T10:00:08Z
8075,DHR,79363956700.36,2018-07-19T10:03:12Z
8076,DHR,77860115749.28,2018-04-19T16:00:00Z
8077,DHR,74467479954.74,2018-01-30T17:00:00Z
8078,DHR,69856098163.74,2017-10-19T16:00:00Z
8079,DHR,70657505217.75,2017-07-20T17:00:00Z
8080,DHR,70510984359.13,2017-04-20T16:00:00Z
8081,DHR,65221392865.12,2017-01-31T11:00:00Z
8082,DHR,61544907527.7,2016-10-20T16:00:00Z
8083,DHR,81097118546.32,2016-07-25T17:00:00Z
8084,HPQ,43677825036.78,2021-05-27T20:07:00Z
8085,HPQ,33406747834.08,2021-02-25T19:54:53Z
8086,HPQ,25747001360.6,2020-11-24T21:07:00Z
8087,HPQ,25724072601.3,2020-08-27T20:08:43Z
8088,HPQ,23616630790.03,2020-05-27T20:05:10Z
8089,HPQ,31208930963.6,2020-02-24T21:05:10Z
8090,HPQ,26340839909.43,2019-11-26T21:05:10Z
8091,HPQ,31318462964.56,2019-08-22T20:06:00Z
8092,HPQ,31516520093.3,2019-05-23T20:05:03Z
8093,HPQ,35123356281.91,2019-02-27T21:05:24Z
8094,HPQ,38309341383.12,2018-11-29T21:05:08Z
8095,HPQ,36624988364.64,2018-08-23T20:05:04Z
8096,HPQ,35390916483.17,2018-05-29T17:00:00Z
8097,HPQ,39404836223.12,2018-02-22T17:00:00Z
8098,HPQ,35666981695.05,2017-11-21T17:00:00Z
8099,HPQ,31720858486.1,2017-08-23T21:05:00Z
8100,HPQ,32417516750.68,2017-05-24T21:05:00Z
8101,HPQ,25942370655.5,2017-02-22T17:00:00Z
8102,HPQ,25315588632.18,2016-11-22T17:00:00Z
8103,HPQ,25164597779.51,2016-08-24T17:00:00Z
8104,UAA,8886893167.6,2021-05-04T10:55:04Z
8105,UAA,6762291002.37,2021-02-10T11:57:39Z
8106,UAA,4913836724.2,2020-10-30T12:01:57Z
8107,UAA,4373341635.42,2020-07-31T11:04:45Z
8108,UAA,4132728242.25,2020-05-11T10:55:05Z
8109,UAA,9004455467.48,2020-02-11T11:58:40Z
8110,UAA,8759397165.93,2019-11-04T11:57:12Z
8111,UAA,10848901119.4,2019-07-30T10:56:46Z
8112,UAA,9276570284.98,2019-05-02T10:57:39Z
8113,UAA,7754614237.49,2019-02-12T13:01:49Z
8114,UAA,9681401283.38,2018-10-30T10:59:42Z
8115,UAA,10264345432.96,2018-07-26T12:01:28Z
8116,UAA,7427767111.0,2018-05-01T06:30:00Z
8117,UAA,6731713071.09,2018-02-13T16:00:00Z
8118,UAA,7754348722.72,2017-10-31T17:00:00Z
8119,UAA,10016446134.72,2017-08-01T17:00:00Z
8120,UAA,9048394438.22,2017-04-27T06:30:00Z
8121,UAA,12441794356.89,2017-01-31T17:00:00Z
8122,UAA,16781334735.06,2016-10-25T17:00:00Z
8123,UAA,17623904916.7,2016-07-26T12:00:00Z
8124,PLD,98680965952.0,2021-04-19T12:07:41Z
8125,PLD,94338935180.0,2021-01-26T13:04:55Z
8126,PLD,94368849160.0,2020-10-20T12:19:04Z
8127,PLD,88621830060.0,2020-07-21T11:49:34Z
8128,PLD,78854724374.61,2020-04-21T12:22:16Z
8129,PLD,70621043814.5,2020-01-22T13:03:03Z
8130,PLD,67706357380.0,2019-10-15T12:03:45Z
8131,PLD,64609222300.0,2019-07-16T10:06:20Z
8132,PLD,59392515397.3,2019-04-16T12:22:08Z
8133,PLD,51283703600.0,2019-01-22T13:08:57Z
8134,PLD,57107364717.15,2018-10-16T12:09:07Z
8135,PLD,47084513530.0,2018-07-17T17:00:00Z
8136,PLD,45757067531.14,2018-04-17T17:00:00Z
8137,PLD,46433725820.0,2018-01-23T17:00:00Z
8138,PLD,45998104980.0,2017-10-17T17:00:00Z
8139,PLD,44999416600.0,2017-07-18T13:05:00Z
8140,PLD,41044453957.08,2017-04-18T17:00:00Z
8141,PLD,41251805060.0,2017-01-24T13:00:00Z
8142,PLD,42657171540.0,2016-10-20T13:00:00Z
8143,PLD,40220269680.0,2016-07-19T13:00:00Z
8144,HII,9576749853.75,2021-05-06T15:44:35Z
8145,HII,8077181516.64,2021-02-11T12:15:00Z
8146,HII,7233270675.5,2020-11-05T17:35:47Z
8147,HII,8707352231.48,2020-08-06T11:15:10Z
8148,HII,9147297810.38,2020-05-07T16:39:11Z
8149,HII,11472081564.16,2020-02-13T12:18:40Z
8150,HII,10271241591.23,2019-11-07T12:34:31Z
8151,HII,11007452215.52,2019-08-01T11:23:19Z
8152,HII,10076304914.4,2019-05-02T11:15:13Z
8153,HII,9217631310.52,2019-02-14T12:37:15Z
8154,HII,12306971262.56,2018-11-08T12:26:49Z
8155,HII,10530262961.42,2018-08-02T11:15:04Z
8156,HII,12291172593.44,2018-05-03T17:00:00Z
8157,HII,11246077803.5,2018-02-15T17:00:00Z
8158,HII,11065078602.36,2017-11-08T17:00:00Z
8159,HII,9294998311.04,2017-08-03T17:00:00Z
8160,HII,9937374323.04,2017-05-04T11:26:11Z
8161,HII,9098168459.39,2017-02-16T12:35:00Z
8162,HII,7498342605.44,2016-11-03T17:00:00Z
8163,HII,8325172695.79,2016-08-04T12:15:00Z
8164,LUMN,45713514480.15,2021-05-05T20:15:07Z
8165,LUMN,42128029492.5,2021-02-10T21:15:07Z
8166,LUMN,43432157431.18,2020-11-04T21:21:35Z
8167,LUMN,43745946283.66,2020-08-05T20:25:50Z
8168,LUMN,43637138550.26,2020-05-06T20:15:10Z
8169,LUMN,47405926411.0,2020-02-12T21:15:03Z
8170,LUMN,47333797681.6,2019-11-07T21:34:03Z
8171,LUMN,47200085748.64,2019-08-07T20:15:05Z
8172,LUMN,48123626358.86,2019-05-08T20:15:03Z
8173,LUMN,51944987940.5,2019-02-13T21:26:06Z
8174,LUMN,59035613514.8,2018-11-08T21:31:47Z
8175,LUMN,56724695889.44,2018-08-08T16:00:00Z
8176,LUMN,54453827468.12,2018-05-09T17:00:00Z
8177,LUMN,55005975594.44,2018-02-14T17:00:00Z
8178,LUMN,35205615297.5,2017-11-08T17:00:00Z
8179,LUMN,37840632064.44,2017-08-02T20:15:00Z
8180,LUMN,32347782272.28,2017-05-03T21:18:00Z
8181,LUMN,32466293883.42,2017-02-08T17:00:00Z
8182,LUMN,34553944674.21,2016-10-31T17:00:00Z
8183,LUMN,35265967388.61,2016-08-03T16:00:00Z
8184,NTAP,14662079669.43,2021-06-02T20:01:00Z
8185,NTAP,13579688570.28,2021-02-24T21:15:00Z
8186,NTAP,8728803312.32,2020-12-01T21:01:01Z
8187,NTAP,8838667207.1,2020-08-26T20:01:00Z
8188,NTAP,8309882868.74,2020-05-27T20:01:00Z
8189,NTAP,12481209380.86,2020-02-12T21:01:00Z
8190,NTAP,11981482317.57,2019-11-13T21:01:00Z
8191,NTAP,12167253992.18,2019-08-14T20:01:00Z
8192,NTAP,15651485747.3,2019-05-22T20:07:19Z
8193,NTAP,13709692358.26,2019-02-13T21:03:41Z
8194,NTAP,16113645858.64,2018-11-14T21:01:00Z
8195,NTAP,18110800144.6,2018-08-15T20:01:00Z
8196,NTAP,14592990519.2,2018-05-23T17:00:00Z
8197,NTAP,13451592041.94,2018-02-14T17:00:00Z
8198,NTAP,8915031183.82,2017-11-15T17:00:00Z
8199,NTAP,8828385499.52,2017-08-16T17:00:00Z
8200,NTAP,7869410420.8,2017-05-24T21:01:00Z
8201,NTAP,7643259195.52,2017-02-15T21:01:00Z
8202,NTAP,6542828101.44,2016-11-16T21:01:00Z
8203,NTAP,4401943651.85,2016-08-17T21:01:00Z
8204,CAT,153891929701.1,2021-04-29T10:35:27Z
8205,CAT,127114206230.94,2021-01-29T11:32:30Z
8206,CAT,109882972909.45,2020-10-27T10:30:16Z
8207,CAT,98381581737.5,2020-07-31T10:00:11Z
8208,CAT,92894053104.36,2020-04-28T10:30:07Z
8209,CAT,110650199844.8,2020-01-31T11:30:09Z
8210,CAT,99847280861.97,2019-10-23T10:30:16Z
8211,CAT,106830916937.73,2019-07-24T11:32:42Z
8212,CAT,106675285571.62,2019-04-24T11:30:07Z
8213,CAT,101871215717.66,2019-01-28T12:30:09Z
8214,CAT,118434678416.12,2018-10-23T11:34:27Z
8215,CAT,108701844753.22,2018-07-30T11:33:09Z
8216,CAT,115571086277.36,2018-04-24T17:00:00Z
8217,CAT,120435633851.56,2018-01-25T17:00:00Z
8218,CAT,100597167011.22,2017-10-24T17:00:00Z
8219,CAT,90535936228.32,2017-07-25T12:30:00Z
8220,CAT,83526016970.08,2017-04-25T12:30:00Z
8221,CAT,83950631532.9,2017-01-26T12:30:00Z
8222,CAT,83003893370.45,2016-10-25T12:30:00Z
8223,CAT,75920565831.61,2016-07-26T17:00:00Z
8224,CPB,19462696462.5,2021-06-09T11:15:00Z
8225,CPB,19652683180.24,2021-03-10T12:15:00Z
8226,CPB,19468993497.09,2020-12-09T12:30:02Z
8227,CPB,20321290596.82,2020-09-03T11:00:00Z
8228,CPB,20772539617.25,2020-06-03T11:00:00Z
8229,CPB,20485764380.13,2020-03-04T12:30:00Z
8230,CPB,22279131201.48,2019-12-04T12:30:00Z
8231,CPB,20787100026.88,2019-08-30T11:30:00Z
8232,CPB,20722199597.28,2019-06-05T11:30:00Z
8233,CPB,19570233781.76,2019-02-27T12:33:36Z
8234,CPB,20693099618.17,2018-11-20T12:30:00Z
8235,CPB,21784432051.26,2018-08-30T11:10:40Z
8236,CPB,22301678215.04,2018-05-18T17:00:00Z
8237,CPB,17947735143.3,2018-02-16T17:00:00Z
8238,CPB,17770436753.13,2017-11-21T17:00:00Z
8239,CPB,19311438870.25,2017-08-31T12:15:00Z
8240,CPB,20601977154.1,2017-05-19T02:53:50Z
8241,CPB,22393306587.82,2017-02-17T12:32:00Z
8242,CPB,19979016889.45,2016-11-22T17:00:00Z
8243,CPB,22464450620.37,2016-09-01T12:15:00Z
8244,NEM,50055938220.21,2021-04-29T11:00:01Z
8245,NEM,49856113794.17,2021-02-18T12:00:01Z
8246,NEM,53505522744.05,2020-10-29T11:38:51Z
8247,NEM,53078574315.32,2020-07-30T10:30:01Z
8248,NEM,40405618271.68,2020-05-05T10:31:50Z
8249,NEM,40972990646.0,2020-02-20T11:55:00Z
8250,NEM,36737373844.0,2019-11-05T12:55:00Z
8251,NEM,37471300629.59,2019-07-25T10:55:00Z
8252,NEM,20845586047.65,2019-04-25T10:57:14Z
8253,NEM,20282676900.2,2019-02-21T11:55:00Z
8254,NEM,18198641736.6,2018-10-25T10:55:00Z
8255,NEM,22075772219.42,2018-07-26T10:57:13Z
8256,NEM,22754862897.41,2018-04-26T17:00:00Z
8257,NEM,21738784354.4,2018-02-21T05:00:00Z
8258,NEM,22112014002.51,2017-10-26T17:00:00Z
8259,NEM,19851426392.66,2017-07-25T17:00:00Z
8260,NEM,20341210500.8,2017-04-24T17:00:00Z
8261,NEM,21049655021.18,2017-02-21T17:00:00Z
8262,NEM,26807060380.27,2016-10-26T17:00:00Z
8263,NEM,26355369003.6,2016-07-20T17:00:00Z
8264,PFG,19072579016.96,2021-04-27T20:14:00Z
8265,PFG,15457362727.74,2021-01-28T21:15:00Z
8266,PFG,12202467968.46,2020-10-26T20:18:10Z
8267,PFG,12806367165.8,2020-07-27T20:15:00Z
8268,PFG,9165797971.84,2020-04-27T20:15:00Z
8269,PFG,16948056370.0,2020-01-28T21:15:00Z
8270,PFG,17063824181.82,2019-10-25T10:07:18Z
8271,PFG,17061607979.2,2019-07-25T20:15:00Z
8272,PFG,15652396316.7,2019-04-25T20:18:32Z
8273,PFG,13284451405.77,2019-01-29T21:15:00Z
8274,PFG,17254729906.99,2018-10-25T20:15:00Z
8275,PFG,16312650878.5,2018-08-01T13:52:55Z
8276,PFG,18666848908.67,2018-04-26T17:00:00Z
8277,PFG,21295530855.84,2018-01-29T17:00:00Z
8278,PFG,19230929765.16,2017-10-26T17:00:00Z
8279,PFG,19793533667.0,2017-07-27T20:15:00Z
8280,PFG,20010466844.54,2017-04-27T22:28:39Z
8281,PFG,17266709120.76,2017-01-30T17:00:00Z
8282,PFG,16172938557.99,2016-10-27T16:00:00Z
8283,PFG,13361644784.77,2016-07-28T18:00:00Z
8284,WST,20580447678.08,2021-04-29T10:02:38Z
8285,WST,20584011632.28,2021-02-18T11:03:28Z
8286,WST,20035104581.4,2020-10-22T10:03:03Z
8287,WST,16530519270.61,2020-07-23T10:05:40Z
8288,WST,11164236543.75,2020-04-23T10:05:12Z
8289,WST,10941218172.75,2020-02-13T11:04:05Z
8290,WST,10292457528.5,2019-10-24T10:06:49Z
8291,WST,9065783428.05,2019-07-25T10:10:29Z
8292,WST,8055870185.8,2019-04-25T10:05:49Z
8293,WST,7120730148.13,2019-02-14T14:46:26Z
8294,WST,8978671184.66,2018-10-25T10:05:21Z
8295,WST,7276448003.07,2018-07-26T16:00:00Z
8296,WST,6527353390.38,2018-04-26T17:00:00Z
8297,WST,7287635912.41,2018-02-15T17:00:00Z
8298,WST,7083976222.04,2017-10-26T16:00:00Z
8299,WST,6997611952.08,2017-07-26T10:00:00Z
8300,WST,6061913784.55,2017-04-27T12:00:00Z
8301,WST,6233808560.28,2017-02-16T13:26:46Z
8302,WST,5477516642.0,2016-10-27T16:00:00Z
8303,WST,5584481688.24,2016-08-01T16:00:00Z
8304,HON,159707184743.21,2021-04-23T10:50:17Z
8305,HON,156660562853.6,2021-01-29T11:58:04Z
8306,HON,122964494270.48,2020-10-30T10:30:16Z
8307,HON,108658827827.35,2020-07-24T10:30:17Z
8308,HON,101449215288.94,2020-05-01T10:30:07Z
8309,HON,132277429323.0,2020-01-31T11:30:09Z
8310,HON,127350068030.8,2019-10-17T10:30:11Z
8311,HON,133493481890.65,2019-07-18T10:30:08Z
8312,HON,121376538627.96,2019-04-18T10:30:12Z
8313,HON,103295890592.36,2019-02-01T11:30:09Z
8314,HON,130352391692.8,2018-10-19T10:30:34Z
8315,HON,115007242299.6,2018-07-20T10:30:35Z
8316,HON,116339505072.7,2018-04-20T17:00:00Z
8317,HON,123297447238.08,2018-01-26T17:00:00Z
8318,HON,114573074014.06,2017-10-20T17:00:00Z
8319,HON,108193264536.01,2017-07-21T11:36:00Z
8320,HON,101620165539.72,2017-04-21T11:32:00Z
8321,HON,94885147537.65,2017-01-27T11:35:00Z
8322,HON,96277119822.31,2016-10-21T16:00:00Z
8323,HON,95719941963.36,2016-07-22T17:00:00Z
8324,YUM,42433548000.0,2021-04-28T11:00:00Z
8325,YUM,42744092518.48,2021-02-04T12:00:01Z
8326,YUM,37569786127.7,2020-10-29T11:03:10Z
8327,YUM,36672690826.52,2020-07-30T11:03:25Z
8328,YUM,30972677000.0,2020-04-29T11:00:00Z
8329,YUM,40424014585.56,2020-02-06T12:00:00Z
8330,YUM,44399131488.2,2019-10-30T11:00:00Z
8331,YUM,43804266309.06,2019-08-01T11:00:01Z
8332,YUM,40327879000.0,2019-05-01T11:00:01Z
8333,YUM,38486783662.08,2019-02-07T12:00:01Z
8334,YUM,38358805232.44,2018-10-31T11:00:00Z
8335,YUM,34635043830.38,2018-08-02T11:00:00Z
8336,YUM,36454692000.0,2018-05-02T17:00:00Z
8337,YUM,35784053735.14,2018-02-08T17:00:00Z
8338,YUM,34249761361.63,2017-11-02T17:00:00Z
8339,YUM,34862417276.32,2017-08-03T12:00:00Z
8340,YUM,31093037472.3,2017-05-03T12:00:00Z
8341,YUM,31642459011.63,2017-02-09T12:00:00Z
8342,YUM,41929095285.84,2016-10-05T16:00:00Z
8343,YUM,38239864185.0,2016-07-13T17:00:00Z
8344,AMP,27021503565.8,2021-04-26T20:09:43Z
8345,AMP,21025632481.22,2021-01-27T21:08:00Z
8346,AMP,15800635093.37,2020-10-28T20:08:00Z
8347,AMP,15176480689.92,2020-07-29T20:10:00Z
8348,AMP,7692819053.6,2020-05-06T20:13:10Z
8349,AMP,22203950382.72,2020-01-29T21:10:00Z
8350,AMP,18831030250.2,2019-10-23T20:10:00Z
8351,AMP,20088547897.68,2019-07-24T20:10:00Z
8352,AMP,19324088560.1,2019-04-25T01:10:01Z
8353,AMP,16258623815.05,2019-01-30T21:15:00Z
8354,AMP,22910616386.32,2018-10-23T20:10:00Z
8355,AMP,22138438743.76,2018-07-24T17:00:00Z
8356,AMP,24703380342.16,2018-04-23T17:00:00Z
8357,AMP,27746698964.17,2018-01-24T17:00:00Z
8358,AMP,25134064186.47,2017-10-24T17:00:00Z
8359,AMP,22258857822.03,2017-07-25T21:08:00Z
8360,AMP,23228048247.04,2017-04-24T17:00:00Z
8361,AMP,20483817274.06,2017-02-01T17:00:00Z
8362,AMP,18619962594.38,2016-10-25T21:10:00Z
8363,AMP,17249338302.8,2016-07-26T17:00:00Z
8364,UDR,19107437724.6,2021-04-27T20:16:00Z
8365,UDR,17217512968.14,2021-02-09T21:16:00Z
8366,UDR,15345256908.62,2020-10-29T20:24:34Z
8367,UDR,16692458579.02,2020-07-28T20:16:00Z
8368,UDR,16538720128.52,2020-05-06T20:16:00Z
8369,UDR,19552329843.5,2020-02-11T21:16:00Z
8370,UDR,19279736547.04,2019-10-29T20:16:00Z
8371,UDR,17584721200.46,2019-07-30T20:16:00Z
8372,UDR,17482234881.92,2019-04-30T20:16:00Z
8373,UDR,15315792558.0,2019-02-12T22:17:52Z
8374,UDR,15685568048.29,2018-10-29T20:16:00Z
8375,UDR,14776561265.2,2018-07-30T16:00:00Z
8376,UDR,14141567233.04,2018-04-25T17:00:00Z
8377,UDR,14987490968.96,2018-02-06T17:00:00Z
