,Instrument,Earnings before Interest & Taxes (EBIT) - Normalized,Original Announcement Date Time
1949,OXY,1235000000.0,2018-08-08T17:00:00Z
1950,OXY,1130000000.0,2018-05-08T17:00:00Z
1951,OXY,611000000.0,2018-02-13T17:00:00Z
1952,OXY,365000000.0,2017-11-01T16:00:00Z
1953,OXY,684000000.0,2017-08-02T17:00:00Z
1954,OXY,247000000.0,2017-05-04T11:57:30Z
1955,OXY,-116000000.0,2017-02-09T12:00:00Z
1956,OXY,-37000000.0,2016-11-01T16:00:00Z
1957,OXY,-195000000.0,2016-08-03T12:00:00Z
1958,VTR,172903000.0,2021-05-07T10:57:41Z
1959,VTR,256870000.0,2021-02-18T11:56:45Z
1960,VTR,152758000.0,2020-11-06T12:03:51Z
1961,VTR,136139000.0,2020-08-07T11:18:08Z
1962,VTR,462828000.0,2020-05-08T11:10:30Z
1963,VTR,245484000.0,2020-02-20T12:13:48Z
1964,VTR,253728000.0,2019-10-25T11:34:58Z
1965,VTR,276437000.0,2019-07-26T11:07:40Z
1966,VTR,249735000.0,2019-04-26T11:05:50Z
1967,VTR,228578000.0,2019-02-08T12:12:40Z
1968,VTR,247520000.0,2018-10-26T11:06:46Z
1969,VTR,289696000.0,2018-07-27T17:00:00Z
1970,VTR,223542000.0,2018-04-27T17:00:00Z
1971,VTR,262936000.0,2018-02-09T17:00:00Z
1972,VTR,268899000.0,2017-10-27T17:00:00Z
1973,VTR,280164000.0,2017-07-28T17:00:00Z
1974,VTR,269136000.0,2017-04-28T21:34:00Z
1975,VTR,246654000.0,2017-02-10T12:20:00Z
1976,VTR,263572000.0,2016-10-28T12:00:00Z
1977,VTR,239657000.0,2016-07-29T17:00:00Z
1978,PNW,82420000.0,2021-05-05T12:36:06Z
1979,PNW,12261000.0,2021-02-24T13:37:27Z
1980,PNW,474213000.0,2020-10-30T12:31:44Z
1981,PNW,285895000.0,2020-08-06T12:37:17Z
1982,PNW,59777000.0,2020-05-08T12:33:39Z
1983,PNW,26650000.0,2020-02-21T13:32:24Z
1984,PNW,415799000.0,2019-11-07T13:32:38Z
1985,PNW,208799000.0,2019-08-08T12:38:38Z
1986,PNW,66459000.0,2019-05-01T12:32:45Z
1987,PNW,78422000.0,2019-02-22T13:36:55Z
1988,PNW,445694000.0,2018-11-08T13:43:08Z
1989,PNW,254587000.0,2018-08-03T12:32:38Z
1990,PNW,43058000.0,2018-05-02T16:00:00Z
1991,PNW,81802000.0,2018-02-23T17:00:00Z
1992,PNW,461263000.0,2017-11-03T16:00:00Z
1993,PNW,300504000.0,2017-08-03T13:40:00Z
1994,PNW,69829000.0,2017-05-02T16:00:00Z
1995,PNW,119566000.0,2017-02-24T13:40:00Z
1996,PNW,446059000.0,2016-11-03T17:00:00Z
1997,PNW,228919000.0,2016-08-02T16:00:00Z
1998,AFL,1665000000.0,2021-04-28T20:17:57Z
1999,AFL,1278000000.0,2021-02-03T21:05:11Z
2000,AFL,1216000000.0,2020-10-27T20:15:06Z
2001,AFL,1133000000.0,2020-07-28T20:37:24Z
2002,AFL,775000000.0,2020-04-29T20:34:50Z
2003,AFL,1124000000.0,2020-02-04T21:15:06Z
2004,AFL,1111000000.0,2019-10-24T20:14:02Z
2005,AFL,1168000000.0,2019-07-25T20:15:22Z
2006,AFL,1302000000.0,2019-04-25T20:19:53Z
2007,AFL,844000000.0,2019-01-31T21:21:09Z
2008,AFL,1204000000.0,2018-10-24T20:05:08Z
2009,AFL,1190000000.0,2018-07-26T20:15:56Z
2010,AFL,1045000000.0,2018-04-25T17:00:00Z
2011,AFL,1068000000.0,2018-01-31T17:00:00Z
2012,AFL,1142000000.0,2017-10-25T17:00:00Z
2013,AFL,1115000000.0,2017-07-27T21:20:00Z
2014,AFL,970000000.0,2017-04-27T21:23:00Z
2015,AFL,1239000000.0,2017-01-31T17:00:00Z
2016,AFL,1050000000.0,2016-10-27T17:00:00Z
2017,AFL,933000000.0,2016-07-28T21:21:00Z
2018,AON,1278000000.0,2021-04-30T10:03:20Z
2019,AON,707000000.0,2021-02-05T11:02:03Z
2020,AON,440000000.0,2020-10-30T10:00:11Z
2021,AON,591000000.0,2020-07-31T10:02:42Z
2022,AON,1037000000.0,2020-05-01T10:02:48Z
2023,AON,695000000.0,2020-01-31T11:25:35Z
2024,AON,424000000.0,2019-10-25T10:13:24Z
2025,AON,544000000.0,2019-07-26T10:45:37Z
2026,AON,958000000.0,2019-04-26T10:35:06Z
2027,AON,612000000.0,2019-02-01T11:26:40Z
2028,AON,363000000.0,2018-10-26T10:11:19Z
2029,AON,352000000.0,2018-07-27T10:20:05Z
2030,AON,859000000.0,2018-05-04T17:00:00Z
2031,AON,484000000.0,2018-02-02T05:00:00Z
2032,AON,260000000.0,2017-10-27T17:00:00Z
2033,AON,257000000.0,2017-08-04T17:00:00Z
2034,AON,479000000.0,2017-05-09T11:32:00Z
2035,AON,474000000.0,2017-02-10T11:00:00Z
2036,AON,378000000.0,2016-10-28T11:30:00Z
2037,AON,380000000.0,2016-07-29T11:30:00Z
2038,LMT,2387000000.0,2021-04-20T11:29:03Z
2039,LMT,2363000000.0,2021-01-26T12:30:06Z
2040,LMT,2201000000.0,2020-10-20T11:30:05Z
2041,LMT,2239000000.0,2020-07-21T11:30:04Z
2042,LMT,2178000000.0,2020-04-21T11:30:10Z
2043,LMT,1989000000.0,2020-01-28T12:30:05Z
2044,LMT,1943000000.0,2019-10-22T11:30:05Z
2045,LMT,1846000000.0,2019-07-23T11:30:05Z
2046,LMT,2116000000.0,2019-04-23T11:30:05Z
2047,LMT,1654000000.0,2019-01-29T12:33:35Z
2048,LMT,1752000000.0,2018-10-23T11:34:15Z
2049,LMT,1681000000.0,2018-07-24T11:30:04Z
2050,LMT,1515000000.0,2018-04-24T17:00:00Z
2051,LMT,1746000000.0,2018-01-29T17:00:00Z
2052,LMT,1459000000.0,2017-10-24T17:00:00Z
2053,LMT,1502000000.0,2017-07-18T17:00:00Z
2054,LMT,1190000000.0,2017-04-25T12:25:00Z
2055,LMT,1426000000.0,2017-01-24T12:31:00Z
2056,LMT,1589000000.0,2016-10-26T00:25:00Z
2057,LMT,1375000000.0,2016-07-20T16:00:00Z
2058,ZTS,756000000.0,2021-05-06T16:13:03Z
2059,ZTS,509000000.0,2021-02-16T12:19:39Z
2060,ZTS,664000000.0,2020-11-05T12:00:01Z
2061,ZTS,559000000.0,2020-08-06T11:00:01Z
2062,ZTS,561000000.0,2020-05-06T11:02:48Z
2063,ZTS,503000000.0,2020-02-13T12:04:11Z
2064,ZTS,580000000.0,2019-11-07T12:00:01Z
2065,ZTS,523000000.0,2019-08-06T11:00:01Z
2066,ZTS,432000000.0,2019-05-02T16:58:25Z
2067,ZTS,480000000.0,
2068,ZTS,513000000.0,2018-11-01T11:03:02Z
2069,ZTS,488000000.0,2018-08-02T17:00:00Z
2070,ZTS,466000000.0,2018-05-02T22:00:00Z
2071,ZTS,488000000.0,2018-02-15T23:00:00Z
2072,ZTS,464000000.0,2017-11-02T04:00:00Z
2073,ZTS,382000000.0,2017-08-08T17:00:00Z
2074,ZTS,348000000.0,2017-05-04T16:00:00Z
2075,ZTS,306000000.0,2017-02-16T12:04:00Z
2076,ZTS,379000000.0,2016-11-02T16:00:00Z
2077,ZTS,352000000.0,2016-08-03T17:00:00Z
2078,ABC,679193000.0,2021-05-05T10:30:02Z
2079,ABC,631877000.0,2021-02-04T11:30:00Z
2080,ABC,532401000.0,2020-11-05T11:30:01Z
2081,ABC,462343000.0,2020-08-05T11:13:29Z
2082,ABC,601954000.0,2020-05-07T10:30:00Z
2083,ABC,429412000.0,2020-01-30T11:30:00Z
2084,ABC,352324000.0,2019-11-07T11:30:00Z
2085,ABC,463562000.0,2019-08-01T10:30:00Z
2086,ABC,635472000.0,2019-05-02T10:30:00Z
2087,ABC,428119000.0,2019-01-31T11:30:00Z
2088,ABC,255098000.0,2018-11-06T11:32:47Z
2089,ABC,503506000.0,2018-08-02T10:30:00Z
2090,ABC,447756000.0,2018-05-02T17:00:00Z
2091,ABC,448670000.0,2018-02-06T17:00:00Z
2092,ABC,505575000.0,2017-11-02T17:00:00Z
2093,ABC,453495000.0,2017-08-03T11:30:00Z
2094,ABC,642148000.0,2017-05-04T03:01:00Z
2095,ABC,419781000.0,2017-01-31T16:30:00Z
2096,ABC,246253000.0,2016-11-02T17:00:00Z
2097,ABC,462059000.0,2016-08-02T16:00:00Z
2098,CDNS,206361000.0,2021-04-26T20:05:00Z
2099,CDNS,201606000.0,2021-02-22T00:00:00Z
2100,CDNS,171051000.0,2020-10-19T20:09:57Z
2101,CDNS,156305000.0,2020-07-20T20:08:49Z
2102,CDNS,133750000.0,2020-04-20T20:05:00Z
2103,CDNS,119456000.0,2020-02-12T21:10:47Z
2104,CDNS,120762000.0,2019-10-21T20:10:26Z
2105,CDNS,133252000.0,2019-07-22T20:12:02Z
2106,CDNS,132948000.0,2019-04-22T20:05:00Z
2107,CDNS,126654000.0,2019-02-19T21:12:17Z
2108,CDNS,104564000.0,2018-10-22T20:10:45Z
2109,CDNS,96247000.0,2018-07-23T20:11:43Z
2110,CDNS,83153000.0,2018-04-23T17:00:00Z
2111,CDNS,95841000.0,2018-01-31T17:00:00Z
2112,CDNS,92717000.0,2017-10-26T22:00:00Z
2113,CDNS,82685000.0,2017-07-24T16:00:00Z
2114,CDNS,78873000.0,2017-04-24T17:00:00Z
2115,CDNS,84940000.0,2017-02-01T21:05:00Z
2116,CDNS,69779000.0,2016-10-24T16:00:00Z
2117,CDNS,69674000.0,2016-07-25T16:00:00Z
2118,EA,175000000.0,2021-05-11T20:02:46Z
2119,EA,250000000.0,2021-02-02T23:07:12Z
2120,EA,149000000.0,2020-11-05T21:01:01Z
2121,EA,470000000.0,2020-07-30T20:01:00Z
2122,EA,389000000.0,2020-05-05T20:01:00Z
2123,EA,346000000.0,2020-01-30T21:01:00Z
2124,EA,246000000.0,2019-10-29T20:01:00Z
2125,EA,405000000.0,2019-07-30T20:01:00Z
2126,EA,206000000.0,2019-05-07T20:04:21Z
2127,EA,243000000.0,2019-02-05T21:04:51Z
2128,EA,260000000.0,2018-10-30T20:10:03Z
2129,EA,299000000.0,2018-07-26T17:00:00Z
2130,EA,752000000.0,2018-05-08T17:00:00Z
2131,EA,-21000000.0,2018-01-30T17:00:00Z
2132,EA,-41000000.0,2017-10-31T16:00:00Z
2133,EA,742000000.0,2017-07-27T17:00:00Z
2134,EA,717000000.0,2017-05-09T17:00:00Z
2135,EA,10000000.0,2017-01-31T17:00:00Z
2136,EA,-49000000.0,2016-11-01T16:00:00Z
2137,EA,559000000.0,2016-08-02T21:08:00Z
2138,ORLY,691296000.0,2021-04-28T20:30:02Z
2139,ORLY,536879000.0,2021-02-10T21:33:52Z
2140,ORLY,725592000.0,2020-10-28T20:32:57Z
2141,ORLY,736998000.0,2020-07-29T20:36:52Z
2142,ORLY,423571000.0,2020-04-22T20:33:49Z
2143,ORLY,441969000.0,2020-02-05T21:30:10Z
2144,ORLY,536895000.0,2019-10-23T20:30:16Z
2145,ORLY,497906000.0,2019-07-24T20:32:05Z
2146,ORLY,447789000.0,2019-04-24T20:34:06Z
2147,ORLY,423942000.0,2019-02-06T21:33:51Z
2148,ORLY,486564000.0,2018-10-24T20:34:29Z
2149,ORLY,480138000.0,2018-07-25T20:35:14Z
2150,ORLY,423051000.0,2018-04-25T16:00:00Z
2151,ORLY,402939000.0,2018-02-07T16:00:00Z
2152,ORLY,463262000.0,2017-10-25T17:00:00Z
2153,ORLY,456683000.0,2017-07-26T17:00:00Z
2154,ORLY,403922000.0,2017-04-26T16:00:00Z
2155,ORLY,408581000.0,2017-02-07T21:30:00Z
2156,ORLY,449372000.0,2016-10-26T17:00:00Z
2157,ORLY,426302000.0,2016-07-27T17:00:00Z
2158,FITB,913000000.0,2021-04-20T10:32:50Z
2159,FITB,745000000.0,2021-01-21T11:32:32Z
2160,FITB,744000000.0,2020-10-22T10:32:55Z
2161,FITB,753000000.0,2020-07-23T10:30:48Z
2162,FITB,716000000.0,2020-04-21T10:39:42Z
2163,FITB,954000000.0,2020-01-22T11:33:41Z
2164,FITB,717000000.0,2019-10-22T10:34:28Z
2165,FITB,686000000.0,2019-07-23T10:33:46Z
2166,FITB,510000000.0,2019-04-23T10:33:39Z
2167,FITB,606000000.0,2019-01-22T11:50:38Z
2168,FITB,551000000.0,2018-10-23T10:33:35Z
2169,FITB,545000000.0,2018-07-19T17:00:00Z
2170,FITB,468000000.0,2018-04-24T17:00:00Z
2171,FITB,600000000.0,2018-01-23T17:00:00Z
2172,FITB,1530000000.0,2017-10-24T17:00:00Z
2173,FITB,532000000.0,2017-07-21T17:00:00Z
2174,FITB,435000000.0,2017-04-25T02:05:00Z
2175,FITB,652000000.0,2017-01-24T11:30:00Z
2176,FITB,736000000.0,2016-10-20T11:30:00Z
2177,FITB,470000000.0,2016-07-28T11:30:00Z
2178,CHRW,223329000.0,2021-04-27T20:05:00Z
2179,CHRW,206802000.0,2021-01-26T21:15:16Z
2180,CHRW,168239000.0,2020-10-27T20:15:00Z
2181,CHRW,188787000.0,2020-07-28T20:15:00Z
2182,CHRW,109440000.0,2020-04-28T20:15:00Z
2183,CHRW,136806000.0,2020-01-28T21:15:00Z
2184,CHRW,201085000.0,2019-10-29T20:17:39Z
2185,CHRW,227535000.0,2019-07-30T21:00:00Z
2186,CHRW,224550000.0,2019-04-30T20:15:00Z
2187,CHRW,255517000.0,2019-01-29T21:15:00Z
2188,CHRW,245973000.0,2018-10-30T20:15:00Z
2189,CHRW,219008000.0,2018-07-31T20:15:00Z
2190,CHRW,191585000.0,2018-05-01T17:00:00Z
2191,CHRW,210876000.0,2018-01-30T17:00:00Z
2192,CHRW,194465000.0,2017-10-31T16:00:00Z
2193,CHRW,181820000.0,2017-07-19T21:15:00Z
2194,CHRW,187958000.0,2017-04-25T21:15:00Z
2195,CHRW,193565000.0,2017-01-31T21:15:00Z
2196,CHRW,211267000.0,2016-10-25T21:31:00Z
2197,CHRW,233747000.0,2016-07-26T16:00:00Z
2198,ECL,346700000.0,2021-04-27T12:51:23Z
2199,ECL,482200000.0,2021-02-16T13:30:01Z
2200,ECL,464800000.0,2020-10-27T12:32:54Z
2201,ECL,294100000.0,2020-07-28T12:30:01Z
2202,ECL,416600000.0,2020-04-28T12:30:00Z
2203,ECL,642600000.0,2020-02-18T13:30:01Z
2204,ECL,606100000.0,2019-10-29T12:30:01Z
2205,ECL,517500000.0,2019-07-30T12:30:01Z
2206,ECL,426200000.0,2019-04-30T12:30:00Z
2207,ECL,626700000.0,2019-02-19T13:30:00Z
2208,ECL,610100000.0,2018-10-30T12:30:00Z
2209,ECL,512000000.0,2018-07-31T17:00:00Z
2210,ECL,419700000.0,2018-05-01T17:00:00Z
2211,ECL,576500000.0,2018-02-20T17:00:00Z
2212,ECL,615400000.0,2017-10-31T17:00:00Z
2213,ECL,501800000.0,2017-08-01T13:22:09Z
2214,ECL,382900000.0,2017-05-02T17:00:00Z
2215,ECL,548700000.0,2017-02-21T13:30:00Z
2216,ECL,589300000.0,2016-11-01T13:30:00Z
2217,ECL,483300000.0,2016-08-02T17:00:00Z
2218,PHM,456393000.0,2021-04-27T10:30:00Z
2219,PHM,527218000.0,2021-01-28T11:30:00Z
2220,PHM,485193000.0,2020-10-22T10:30:00Z
2221,PHM,460994000.0,2020-07-23T10:30:00Z
2222,PHM,285281000.0,2020-04-23T00:00:00Z
2223,PHM,437645000.0,2020-01-28T11:30:00Z
2224,PHM,365194000.0,2019-10-22T10:30:00Z
2225,PHM,323810000.0,2019-07-23T10:30:00Z
2226,PHM,214815000.0,2019-04-23T10:30:00Z
2227,PHM,335130000.0,2019-01-29T11:30:00Z
2228,PHM,386134000.0,2018-10-23T11:28:12Z
2229,PHM,410152000.0,2018-07-26T10:30:00Z
2230,PHM,226379000.0,2018-04-24T17:00:00Z
2231,PHM,411353000.0,2018-01-30T16:00:00Z
2232,PHM,270545000.0,2017-10-24T17:00:00Z
2233,PHM,127145000.0,2017-07-25T01:20:00Z
2234,PHM,140224000.0,2017-04-24T11:30:00Z
2235,PHM,419177000.0,2017-01-26T16:00:00Z
2236,PHM,218798000.0,2016-10-20T16:00:00Z
2237,PHM,203642000.0,2016-07-21T10:00:00Z
2238,EXR,248029000.0,2021-04-28T20:15:18Z
2239,EXR,202418000.0,2021-02-22T21:08:02Z
2240,EXR,168812000.0,2020-11-04T21:33:45Z
2241,EXR,155037000.0,2020-08-04T20:50:55Z
2242,EXR,162234000.0,2020-05-06T20:05:36Z
2243,EXR,167464000.0,2020-02-18T21:17:59Z
2244,EXR,165342000.0,2019-10-29T20:07:18Z
2245,EXR,162319000.0,2019-07-30T20:09:00Z
2246,EXR,151107000.0,2019-04-30T20:05:05Z
2247,EXR,160481000.0,2019-02-20T21:18:55Z
2248,EXR,188020000.0,2018-10-30T20:48:38Z
2249,EXR,148145000.0,2018-07-31T20:51:59Z
2250,EXR,137509000.0,2018-05-01T17:00:00Z
2251,EXR,263846000.0,2018-02-20T17:00:00Z
2252,EXR,143871000.0,2017-11-01T17:00:00Z
2253,EXR,134226000.0,2017-08-01T21:01:00Z
2254,EXR,127782000.0,2017-04-26T17:00:00Z
2255,EXR,132671000.0,2017-02-21T21:01:00Z
2256,EXR,165791000.0,2016-10-26T21:01:00Z
2257,EXR,128156000.0,2016-07-27T21:01:00Z
2258,VRSN,210635000.0,2021-04-22T20:05:00Z
2259,VRSN,204318000.0,2021-02-11T21:07:49Z
2260,VRSN,206628000.0,2020-10-22T20:05:00Z
2261,VRSN,206756000.0,2020-07-23T20:05:00Z
2262,VRSN,208927000.0,2020-04-23T20:10:38Z
2263,VRSN,200374000.0,2020-02-06T21:36:26Z
2264,VRSN,208790000.0,2019-10-24T20:05:00Z
2265,VRSN,205032000.0,2019-07-25T20:05:00Z
2266,VRSN,204230000.0,2019-04-25T20:05:00Z
2267,VRSN,194232000.0,2019-02-07T21:06:55Z
2268,VRSN,194244000.0,2018-10-25T20:05:00Z
2269,VRSN,192757000.0,2018-07-26T20:05:00Z
2270,VRSN,185734000.0,2018-04-26T17:00:00Z
2271,VRSN,175956000.0,2018-02-08T17:00:00Z
2272,VRSN,178620000.0,2017-10-26T17:00:00Z
2273,VRSN,172075000.0,2017-07-27T17:00:00Z
2274,VRSN,175220000.0,2017-04-27T17:00:00Z
2275,VRSN,168945000.0,2017-02-09T21:05:00Z
2276,VRSN,172068000.0,2016-10-27T17:00:00Z
2277,VRSN,173804000.0,2016-07-28T17:00:00Z
2278,TXT,221000000.0,2021-04-29T17:38:35Z
2279,TXT,279000000.0,2021-01-27T11:33:47Z
2280,TXT,166000000.0,2020-10-29T10:33:06Z
2281,TXT,2000000.0,2020-07-30T10:31:51Z
2282,TXT,148000000.0,2020-04-30T11:02:37Z
2283,TXT,324000000.0,2020-01-29T11:34:39Z
2284,TXT,285000000.0,2019-10-17T10:30:00Z
2285,TXT,322000000.0,2019-07-17T10:33:42Z
2286,TXT,254000000.0,2019-04-17T10:38:10Z
2287,TXT,393000000.0,2019-01-24T11:32:10Z
2288,TXT,225000000.0,2018-10-18T10:34:42Z
2289,TXT,302000000.0,2018-07-18T17:00:00Z
2290,TXT,259000000.0,2018-04-18T17:00:00Z
2291,TXT,323000000.0,2018-01-31T17:00:00Z
2292,TXT,272000000.0,2017-10-19T17:00:00Z
2293,TXT,271000000.0,2017-07-19T17:00:00Z
2294,TXT,200000000.0,2017-04-19T17:00:00Z
2295,TXT,344000000.0,2017-01-25T17:00:00Z
2296,TXT,267000000.0,2016-10-20T11:30:00Z
2297,TXT,304000000.0,2016-07-22T17:00:00Z
2298,EBAY,1029000000.0,2021-04-28T20:05:10Z
2299,EBAY,836000000.0,2021-02-03T21:05:05Z
2300,EBAY,804000000.0,2020-10-28T20:05:07Z
2301,EBAY,988000000.0,2020-07-28T20:15:06Z
2302,EBAY,738000000.0,2020-04-29T20:15:05Z
2303,EBAY,547000000.0,2020-01-28T21:15:03Z
2304,EBAY,479000000.0,2019-10-23T20:15:04Z
2305,EBAY,640000000.0,2019-07-17T20:15:04Z
2306,EBAY,784000000.0,2019-04-23T20:15:06Z
2307,EBAY,731000000.0,2019-01-29T21:15:04Z
2308,EBAY,623000000.0,2018-10-30T21:15:03Z
2309,EBAY,506000000.0,2018-07-18T20:21:57Z
2310,EBAY,660000000.0,2018-04-25T17:00:00Z
2311,EBAY,744000000.0,2018-01-31T17:00:00Z
2312,EBAY,664000000.0,2017-10-18T17:00:00Z
2313,EBAY,550000000.0,2017-07-20T21:15:00Z
2314,EBAY,615000000.0,2017-04-19T06:45:00Z
2315,EBAY,704000000.0,2017-01-25T21:30:00Z
2316,EBAY,608000000.0,2016-10-19T17:00:00Z
2317,EBAY,600000000.0,2016-07-20T21:17:00Z
2318,BAC,9200000000.0,2021-04-15T12:08:51Z
2319,BAC,5425000000.0,2021-01-19T11:48:45Z
2320,BAC,5599000000.0,2020-10-14T10:49:03Z
2321,BAC,7856000000.0,2020-07-16T10:48:57Z
2322,BAC,8155000000.0,2020-04-15T10:54:04Z
2323,BAC,8311000000.0,2020-01-15T12:11:33Z
2324,BAC,9311000000.0,2019-10-16T10:59:01Z
2325,BAC,9073000000.0,2019-07-17T10:48:52Z
2326,BAC,8840000000.0,2019-04-16T10:47:43Z
2327,BAC,8875000000.0,2019-01-16T11:49:16Z
2328,BAC,9084000000.0,2018-10-15T11:49:17Z
2329,BAC,8584000000.0,2018-07-16T11:01:47Z
2330,BAC,8510000000.0,2018-04-15T17:00:00Z
2331,BAC,6161000000.0,2018-01-17T16:00:00Z
2332,BAC,7751000000.0,2017-10-13T17:00:00Z
2333,BAC,8313000000.0,2017-07-18T17:00:00Z
2334,BAC,7594000000.0,2017-04-18T17:00:00Z
2335,BAC,6220000000.0,2017-01-13T17:00:00Z
2336,BAC,7556000000.0,2016-10-17T11:45:00Z
2337,BAC,7092000000.0,2016-07-18T11:50:00Z
2338,PYPL,973000000.0,2021-05-05T20:32:00Z
2339,PYPL,1946000000.0,2021-02-03T21:37:58Z
2340,PYPL,1204000000.0,2020-11-02T21:37:32Z
2341,PYPL,1879000000.0,2020-07-29T20:33:11Z
2342,PYPL,259000000.0,2020-05-06T20:34:49Z
2343,PYPL,844000000.0,2020-01-29T21:29:10Z
2344,PYPL,435000000.0,2019-10-23T20:32:13Z
2345,PYPL,911000000.0,2019-07-24T20:15:04Z
2346,PYPL,851000000.0,2019-04-24T20:15:00Z
2347,PYPL,672000000.0,2019-01-30T21:30:55Z
2348,PYPL,551000000.0,2018-10-18T20:15:00Z
2349,PYPL,659000000.0,2018-07-25T20:23:34Z
2350,PYPL,776000000.0,2018-04-25T17:00:00Z
2351,PYPL,956000000.0,2018-01-31T17:00:00Z
2352,PYPL,451000000.0,2017-10-19T17:00:00Z
2353,PYPL,447000000.0,2017-07-26T17:00:00Z
2354,PYPL,478000000.0,2017-04-26T21:38:30Z
2355,PYPL,419000000.0,2017-01-26T21:05:00Z
2356,PYPL,332000000.0,2016-10-20T21:05:00Z
2357,PYPL,380000000.0,2016-07-21T17:00:00Z
2358,CMCSA,5441000000.0,2021-04-29T11:00:00Z
2359,CMCSA,5476000000.0,2021-01-28T12:00:00Z
2360,CMCSA,4177000000.0,2020-10-29T11:00:01Z
2361,CMCSA,5083000000.0,2020-07-30T11:00:01Z
2362,CMCSA,4150000000.0,2020-04-30T11:08:45Z
2363,CMCSA,5186000000.0,2020-01-23T12:07:27Z
2364,CMCSA,5263000000.0,2019-10-24T11:00:01Z
2365,CMCSA,5385000000.0,2019-07-25T11:00:00Z
2366,CMCSA,5909000000.0,2019-04-25T11:00:01Z
2367,CMCSA,4322000000.0,2019-01-23T12:00:00Z
2368,CMCSA,4584000000.0,2018-10-25T10:38:35Z
2369,CMCSA,4891000000.0,2018-07-26T11:07:06Z
2370,CMCSA,4771000000.0,2018-04-25T17:00:00Z
2371,CMCSA,4251000000.0,2018-01-24T17:00:00Z
2372,CMCSA,4657000000.0,2017-10-26T12:05:00Z
2373,CMCSA,4667000000.0,2017-07-27T11:19:00Z
2374,CMCSA,4672000000.0,2017-04-27T11:15:00Z
2375,CMCSA,4466000000.0,2017-01-26T12:00:00Z
2376,CMCSA,4451000000.0,2016-10-26T16:00:00Z
2377,CMCSA,4060000000.0,2016-07-27T17:00:00Z
2378,EQR,130865000.0,2021-04-27T20:29:20Z
2379,EQR,420228000.0,2021-02-10T21:17:52Z
2380,EQR,177803000.0,2020-10-27T20:16:53Z
2381,EQR,354767000.0,2020-07-28T20:18:04Z
2382,EQR,419138000.0,2020-05-05T20:26:27Z
2383,EQR,412172000.0,2020-01-28T21:20:28Z
2384,EQR,360839000.0,2019-10-22T20:22:44Z
2385,EQR,378859000.0,2019-07-30T20:16:47Z
2386,EQR,206007000.0,2019-04-30T20:30:00Z
2387,EQR,215387000.0,2019-01-29T21:19:00Z
2388,EQR,347830000.0,2018-10-23T20:20:41Z
2389,EQR,213865000.0,2018-07-24T17:00:00Z
2390,EQR,356432000.0,2018-04-24T17:00:00Z
2391,EQR,228422000.0,2018-01-30T17:00:00Z
2392,EQR,232192000.0,2017-10-24T17:00:00Z
2393,EQR,296053000.0,2017-07-25T17:00:00Z
2394,EQR,269904000.0,2017-04-25T17:00:00Z
2395,EQR,401114000.0,2017-01-31T17:00:00Z
2396,EQR,292105000.0,2016-10-25T17:00:00Z
2397,EQR,260767000.0,2016-07-26T21:13:00Z
2398,SBUX,1010600000.0,2021-04-27T20:13:35Z
2399,SBUX,985700000.0,2021-01-26T21:08:59Z
2400,SBUX,753300000.0,2020-10-29T20:16:18Z
2401,SBUX,-625800000.0,2020-07-28T20:08:03Z
2402,SBUX,486700000.0,2020-04-28T20:12:28Z
2403,SBUX,1226100000.0,2020-01-28T21:13:18Z
2404,SBUX,1095200000.0,2019-10-30T20:10:01Z
2405,SBUX,1164100000.0,2019-07-25T20:07:55Z
2406,SBUX,906100000.0,2019-04-25T20:08:02Z
2407,SBUX,1058900000.0,2019-01-24T21:08:51Z
2408,SBUX,1001600000.0,2018-11-01T20:09:04Z
2409,SBUX,1055100000.0,2018-07-26T17:00:00Z
2410,SBUX,907200000.0,2018-04-26T16:00:00Z
2411,SBUX,1143700000.0,2018-01-25T17:00:00Z
2412,SBUX,1055900000.0,2017-11-02T17:00:00Z
2413,SBUX,1164400000.0,2017-07-27T21:05:00Z
2414,SBUX,935400000.0,2017-04-27T06:41:00Z
2415,SBUX,1132600000.0,2017-01-26T21:03:00Z
2416,SBUX,1227400000.0,2016-11-03T21:05:00Z
2417,SBUX,1022300000.0,2016-07-21T21:04:00Z
2418,EW,390900000.0,2021-04-20T20:15:04Z
2419,EW,365400000.0,2021-01-27T21:15:03Z
2420,EW,362900000.0,2020-10-21T20:15:07Z
2421,EW,229500000.0,2020-07-23T20:28:56Z
2422,EW,360000000.0,2020-04-23T20:15:06Z
2423,EW,345100000.0,2020-01-30T21:15:14Z
2424,EW,299200000.0,2019-10-23T20:15:13Z
2425,EW,289200000.0,2019-07-23T20:15:05Z
2426,EW,313700000.0,2019-04-23T20:15:08Z
2427,EW,292800000.0,2019-01-31T21:15:15Z
2428,EW,246400000.0,2018-10-23T20:27:12Z
2429,EW,257300000.0,2018-07-26T20:41:29Z
2430,EW,274000000.0,2018-04-24T17:00:00Z
2431,EW,239700000.0,2018-02-01T17:00:00Z
2432,EW,209400000.0,2017-10-24T17:00:00Z
2433,EW,247800000.0,2017-07-26T17:00:00Z
2434,EW,310200000.0,2017-04-25T17:00:00Z
2435,EW,206700000.0,2017-02-01T17:00:00Z
2436,EW,191100000.0,2016-10-25T17:00:00Z
2437,EW,205600000.0,2016-07-26T17:00:00Z
2438,TMO,2921000000.0,2021-04-29T10:00:08Z
