Instrument,USLIAWHMP, USUNINSCE, USCNORCGD, USNAPMNO, USNOEXCHD, USBPPRVTO, S&PCOMP, USBCILCIQ, FRTCM10, FRFEDFD, USAVGEXPQ
Field,X,X,X,X,X,X,X,X,X,X,X
Dates,,,,,,,,,,,
1948-01-15,,,,53.3,,,,,,,
1948-02-15,,,,51.1,,,,,,,
1948-03-15,,,,43.9,,,,,,,
1948-04-15,,,,44.5,,,,,,,
1948-05-15,,,,51.2,,,,,,,
1948-06-15,,,,58.1,,,,,,,
1948-07-15,,,,50.4,,,,,,,
1948-08-15,,,,46.0,,,,,,,
1948-09-15,,,,40.6,,,,,,,
1948-10-15,,,,52.1,,,,,,,
1948-11-15,,,,43.2,,,,,,,
1948-12-15,,,,34.5,,,,,,,
1949-01-15,,,,31.4,,,,,,,
1949-02-15,,,,34.2,,,,,,,
1949-03-15,,,,42.1,,,,,,,
1949-04-15,,,,42.3,,,,,,,
1949-05-15,,,,41.1,,,,,,,
1949-06-15,,,,39.8,,,,,,,
1949-07-15,,,,49.1,,,,,,,
1949-08-15,,,,55.7,,,,,,,
1949-09-15,,,,58.0,,,,,,,
1949-10-15,,,,58.9,,,,,,,
1949-11-15,,,,58.7,,,,,,,
1949-12-15,,,,53.1,,,,,,,
1950-01-15,39.6,295.8,,62.3,,,,,,,
1950-02-15,39.7,290.3,,62.5,,,,,,,
1950-03-15,39.7,278.1,,61.8,,,,,,,
1950-04-15,40.3,264.9,,71.0,,,,,,,
1950-05-15,40.3,251.6,,76.6,,,,,,,
1950-06-15,40.6,253.4,,82.6,,,,,,,
1950-07-15,40.9,224.8,,80.3,,,,,,,
1950-08-15,41.3,171.2,,77.1,,,,,,,
1950-09-15,40.8,182.9,,66.4,,,,,,,
1950-10-15,41.1,195.0,,49.0,,,,,,,
1950-11-15,41.0,201.8,,57.2,,,,,,,
1950-12-15,40.9,198.6,,67.7,,,,,,,
1951-01-15,41.0,175.3,,67.9,,,,,,,
1951-02-15,40.9,182.8,,70.0,,,,,,,
1951-03-15,41.0,167.3,,61.0,,,,,,,
1951-04-15,41.0,200.7,,42.3,,,,,,,
1951-05-15,41.0,200.2,,45.2,,,,,,,
1951-06-15,40.9,210.3,,39.1,,,,,,,
1951-07-15,40.6,238.0,,38.2,,,,,,,
1951-08-15,40.4,255.6,,38.5,,,,,,,
1951-09-15,40.4,243.7,,48.2,,,,,,,
1951-10-15,40.3,235.2,,51.7,,,,,,,
1951-11-15,40.4,211.8,,49.3,,,,,,,
1951-12-15,40.7,215.0,,45.3,,,,,,,
1952-01-15,40.8,222.8,,46.8,,,,,,,
1952-02-15,40.8,202.2,,42.3,,,,,,,
1952-03-15,40.6,210.8,,43.7,,,,,,,
1952-04-15,40.3,220.3,,35.8,,,,,,,
1952-05-15,40.5,214.3,,43.9,,,,,,,
1952-06-15,40.6,243.5,,46.3,,,,,,,
1952-07-15,40.2,317.2,,69.4,,,,,,,
1952-08-15,40.7,208.1,,58.5,,,,,,,
1952-09-15,41.1,169.4,,60.3,,,,,,,
1952-10-15,41.2,175.9,,59.9,,,,,,,
1952-11-15,41.2,170.5,,58.8,,,,,,,
1952-12-15,41.2,191.9,,60.4,,,,,,,
1953-01-15,41.1,176.3,,64.6,,,,,,,
1953-02-15,41.0,178.5,,56.0,,,,,,,
1953-03-15,41.2,189.8,,47.2,,,,,,,
1953-04-15,40.9,180.5,,52.0,,,,,,,
1953-05-15,41.0,199.5,,49.3,,,,,,,
1953-06-15,40.9,196.1,,48.3,,,,,,,
1953-07-15,40.7,208.1,,44.2,,,,,,,
1953-08-15,40.7,230.2,,42.1,,,,,,,
1953-09-15,40.1,240.2,,39.9,,,,,,,
1953-10-15,40.1,252.4,,38.0,,,,,,,
1953-11-15,40.0,300.1,,40.9,,,,,,,
1953-12-15,39.7,281.7,,37.5,,,,,,,
1954-01-15,39.5,305.4,,42.9,,1314.0,,,,,
1954-02-15,39.7,320.7,,50.3,,1294.0,,,,,
1954-03-15,39.6,321.9,,54.7,,1364.0,,,,,
1954-04-15,39.7,315.5,,58.4,,1378.0,,,,,
1954-05-15,39.7,315.6,,60.2,,1403.0,,,,,
1954-06-15,39.7,316.1,,64.6,,1507.0,,,,,
1954-07-15,39.7,295.7,,63.8,,1545.0,,,,0.75,
1954-08-15,39.8,321.1,,56.6,,1533.0,,,,1.44,
1954-09-15,39.9,324.3,,62.2,,1572.0,,,,1.0,
1954-10-15,39.7,316.8,,66.7,,1626.0,,,,1.0,
1954-11-15,40.1,277.7,,66.0,,1752.0,,,,0.13,
1954-12-15,40.1,254.6,,73.6,,1702.0,,,,0.5,
1955-01-15,40.4,258.0,,66.8,,1759.0,,,,1.44,
1955-02-15,40.6,241.3,,73.9,,1946.0,,,,1.0,
1955-03-15,40.7,229.6,,71.5,,1667.0,,,,1.0,
1955-04-15,40.8,229.6,,70.9,,1713.0,,,,1.38,
1955-05-15,41.1,224.0,,72.9,,1723.0,,,,1.63,
1955-06-15,40.8,223.8,,60.9,,1626.0,,,,1.69,
1955-07-15,40.7,224.2,,67.1,,1632.0,,,,1.63,
1955-08-15,40.7,235.0,,70.4,,1576.0,,,,2.0,
1955-09-15,40.7,205.2,,63.7,,1552.0,,,,2.25,
1955-10-15,41.0,225.8,,66.3,,1519.0,,,,2.25,
1955-11-15,41.1,216.9,,61.5,,1386.0,,,,2.25,
1955-12-15,40.9,215.7,,66.6,,1380.0,,,,2.44,
1956-01-15,40.8,219.1,,61.8,,1416.0,,,,2.5,
1956-02-15,40.7,227.8,,56.2,,1376.0,,,,2.5,
1956-03-15,40.6,222.5,,57.3,,1416.0,,,,2.5,
1956-04-15,40.5,224.5,,55.9,,1411.0,,,,2.75,
1956-05-15,40.4,237.7,,53.0,,1314.0,,,,2.75,
1956-06-15,40.3,229.1,,48.9,,1290.0,,,,2.75,
1956-07-15,40.3,246.9,,44.4,,1281.0,,,,2.75,
1956-08-15,40.3,225.5,,54.3,,1251.0,,,,2.75,
1956-09-15,40.5,238.0,,60.5,,1218.0,,,,3.0,
1956-10-15,40.6,215.6,,55.6,,1201.0,,,,3.0,
1956-11-15,40.4,224.9,,57.0,,1208.0,,,,3.0,
1956-12-15,40.6,231.3,,52.8,,1197.0,,,,3.0,
1957-01-15,40.4,244.0,,57.6,,1115.0,,,,2.88,
1957-02-15,40.5,226.3,,52.5,,1172.0,,,,3.0,
1957-03-15,40.4,221.1,,51.1,,1182.0,,,,3.0,
1957-04-15,40.0,241.1,,49.2,,1117.0,,,,3.0,
1957-05-15,40.0,245.6,,46.1,,1167.0,,,,3.0,
1957-06-15,40.0,247.6,,49.8,,1192.0,,,,3.0,
1957-07-15,40.0,268.8,,47.6,,1111.0,,,,3.0,
1957-08-15,40.0,236.5,,48.8,,1187.0,,,,3.25,
1957-09-15,39.7,307.5,,53.8,,1191.0,,,,3.5,
1957-10-15,39.4,303.7,,46.4,,1175.0,,,,3.5,
1957-11-15,39.2,322.8,,47.2,,1141.0,,,,3.5,
1957-12-15,39.1,357.7,,42.8,,1150.0,,,,3.0,
1958-01-15,38.9,356.5,,35.2,,1180.0,,,,2.25,
1958-02-15,38.7,409.6,,47.3,,1015.0,,,,2.75,
1958-03-15,38.8,439.1,,45.3,,1125.0,,,,1.5,
1958-04-15,38.9,441.1,,47.2,,1185.0,,,,1.75,
1958-05-15,38.9,403.1,,56.7,,1240.0,,,,0.5,
1958-06-15,39.1,412.8,,60.8,,1324.0,,,,1.63,
1958-07-15,39.3,352.2,,66.5,,1442.0,,,,1.0,
1958-08-15,39.5,365.9,,65.2,,1440.0,,,,1.75,
1958-09-15,39.5,340.4,,67.0,,1476.0,,,,1.75,
1958-10-15,39.6,316.7,,67.9,,1523.0,,,,1.75,
1958-11-15,39.9,313.6,,68.5,,1729.0,,,,2.5,
1958-12-15,39.9,322.5,,64.7,,1494.0,,,,2.5,
1959-01-15,40.2,294.1,47757.0,69.0,8350.0,1478.0,,,,2.5,
1959-02-15,40.3,286.2,50371.0,70.5,9955.0,1542.0,,,,2.5,
1959-03-15,40.4,259.7,51272.0,70.2,11248.0,1611.0,,,,2.88,
1959-04-15,40.5,246.1,50851.0,66.9,10205.0,1539.0,,,,3.0,
1959-05-15,40.7,248.0,49832.0,69.9,10695.0,1513.0,,,,3.0,
1959-06-15,40.6,259.4,49906.0,64.2,10892.0,1490.0,,,,3.5,
1959-07-15,40.3,265.5,49129.0,61.3,11050.0,1452.0,,,,3.25,
1959-08-15,40.4,293.5,47028.0,54.4,10177.0,1465.0,,,,3.5,
1959-09-15,40.4,273.0,46975.0,43.7,11050.0,1411.0,,,,4.0,
1959-10-15,40.1,313.1,46866.0,50.0,10677.0,1358.0,,,,4.0,
1959-11-15,39.9,353.6,45860.0,51.1,10037.0,1298.0,,,,4.0,
1959-12-15,40.3,277.2,49279.0,62.8,10844.0,1394.0,,,,4.0,
1960-01-15,40.6,282.6,48342.0,65.4,9969.0,1325.0,,,,4.0,
1960-02-15,40.3,272.6,47617.0,52.5,10289.0,1319.0,,,,4.0,
1960-03-15,40.0,305.3,46753.0,52.2,10127.0,1158.0,,,,4.0,
1960-04-15,40.0,296.0,47078.0,52.0,10562.0,1232.0,,,,4.0,
1960-05-15,40.1,318.1,46551.0,45.8,10563.0,1276.0,,,,4.0,
1960-06-15,39.9,323.8,46955.0,49.2,10479.0,1161.0,,,,3.0,
1960-07-15,39.9,337.7,46770.0,45.7,10127.0,1211.0,,,,3.5,
1960-08-15,39.7,366.1,48054.0,55.6,10109.0,1205.0,,,,3.0,
1960-09-15,39.4,353.8,47972.0,50.5,10089.0,1194.0,,,,3.0,
1960-10-15,39.7,375.7,47128.0,50.1,9820.0,1179.0,,,,2.75,
1960-11-15,39.3,387.6,46585.0,48.2,9497.0,1187.0,,,,2.5,
1960-12-15,38.4,383.9,45946.0,47.5,10438.0,1151.0,,,,2.0,
1961-01-15,39.3,396.0,44292.0,47.2,9960.0,1176.0,,,,2.5,
1961-02-15,39.4,432.6,44298.0,48.7,10022.0,1166.0,,,,3.0,
1961-03-15,39.5,381.5,47121.0,55.2,10031.0,1212.0,,,,1.75,
1961-04-15,39.5,383.8,47845.0,67.7,9933.0,1214.0,,,,2.0,
1961-05-15,39.7,360.5,48619.0,64.8,9676.0,1246.0,,,,2.5,
1961-06-15,40.0,336.2,49932.0,64.0,10233.0,1297.0,,,,2.0,
1961-07-15,40.0,350.9,48446.0,64.5,10707.0,1313.0,,,,1.0,
1961-08-15,40.1,318.0,51160.0,62.9,11210.0,1405.0,,,,2.75,
1961-09-15,39.5,331.8,50652.0,69.5,10583.0,1331.0,,,,1.5,
1961-10-15,40.3,306.4,50942.0,68.3,10695.0,1361.0,,,,3.0,
1961-11-15,40.7,306.8,53138.0,65.1,11056.0,1396.0,,,,3.0,
1961-12-15,40.4,298.5,54125.0,73.4,10487.0,1408.0,,,,2.5,
1962-01-15,40.0,302.9,53650.0,59.4,11099.0,1360.0,,,4.1,3.0,
1962-02-15,40.4,297.4,53053.0,61.8,11855.0,1447.0,,,4.02,2.75,
1962-03-15,40.6,289.3,52758.0,60.1,10585.0,1375.0,,,3.96,2.75,
1962-04-15,40.6,285.2,51342.0,57.3,11593.0,1498.0,,,3.85,3.0,
1962-05-15,40.6,302.8,52273.0,53.6,10949.0,1384.0,,,3.87,2.5,
1962-06-15,40.5,306.2,51511.0,52.5,10782.0,1398.0,,,3.89,2.75,
1962-07-15,40.5,305.2,52940.0,53.2,10869.0,1442.0,,,4.0,2.75,
1962-08-15,40.5,307.3,53182.0,52.9,10847.0,1455.0,,,3.98,3.0,
1962-09-15,40.5,302.4,53357.0,53.0,11102.0,1481.0,,,3.99,3.0,
1962-10-15,40.3,306.5,54187.0,53.6,11278.0,1432.0,,,3.94,3.0,
1962-11-15,40.5,301.3,54339.0,57.8,12102.0,1499.0,,,3.91,3.0,
1962-12-15,40.3,312.0,53134.0,59.7,11432.0,1499.0,,,3.87,3.0,
1963-01-15,40.5,311.9,54541.0,60.9,11629.0,1457.0,,,3.8,3.0,
1963-02-15,40.5,303.1,56102.0,60.4,11944.0,1415.0,,,3.91,3.0,
1963-03-15,40.5,289.6,56721.0,57.5,12123.0,1468.0,,,3.92,3.0,
1963-04-15,40.5,295.5,58359.0,60.6,12149.0,1504.0,,,4.01,3.0,
1963-05-15,40.5,289.7,57237.0,66.9,12668.0,1576.0,,,3.91,3.0,
1963-06-15,40.7,285.7,56529.0,61.9,12059.0,1571.0,,,3.99,3.0,
1963-07-15,40.6,283.9,58384.0,60.1,12169.0,1542.0,,,4.02,3.0,
1963-08-15,40.6,291.9,55742.0,62.0,12594.0,1529.0,,,4.01,3.5,
1963-09-15,40.6,287.2,56897.0,59.8,12768.0,1650.0,,,4.09,3.5,
1963-10-15,40.7,284.4,58642.0,64.0,12811.0,1652.0,,,4.11,3.5,
1963-11-15,40.7,278.3,58385.0,63.7,12447.0,1585.0,,,4.11,3.5,
1963-12-15,40.6,303.4,59162.0,58.6,13017.0,1661.0,,,4.13,3.5,
1964-01-15,40.1,285.3,60419.0,61.3,14204.0,1513.0,76.64,,4.18,3.5,
1964-02-15,40.7,271.8,59556.0,61.8,12671.0,1684.0,77.48,,4.13,3.5,
1964-03-15,40.6,279.1,59505.0,61.7,13552.0,1532.0,79.14,,4.22,3.5,
1964-04-15,40.7,266.8,61907.0,63.6,13354.0,1475.0,80.09,,4.23,3.5,
1964-05-15,40.8,264.4,61107.0,59.9,14722.0,1516.0,81.1,,4.19,3.5,
1964-06-15,40.8,258.4,61202.0,64.7,15149.0,1494.0,79.97,,4.18,3.5,
1964-07-15,40.8,261.4,63118.0,69.9,13911.0,1522.0,83.34,,4.19,3.5,
1964-08-15,40.9,245.8,61369.0,68.0,14066.0,1525.0,82.35,,4.19,3.5,
1964-09-15,40.9,247.3,64328.0,63.3,13996.0,1476.0,83.0,,4.22,3.5,
1964-10-15,40.7,251.0,61575.0,58.9,14336.0,1437.0,84.25,,4.2,3.5,
1964-11-15,41.0,264.1,62856.0,60.7,14503.0,1463.0,85.21,,4.13,3.63,
1964-12-15,41.2,252.9,65136.0,64.4,14807.0,1358.0,83.22,,4.17,4.0,
1965-01-15,41.3,244.7,65755.0,62.3,14699.0,1475.0,86.21,,4.19,4.0,
1965-02-15,41.3,249.9,65915.0,63.2,14407.0,1383.0,86.07,,4.22,4.0,
1965-03-15,41.3,239.0,66850.0,68.7,15602.0,1414.0,87.24,,4.21,4.13,
1965-04-15,41.2,239.2,66979.0,59.8,15382.0,1356.0,88.15,,4.2,4.13,
1965-05-15,41.3,225.2,66671.0,60.2,14969.0,1409.0,90.1,,4.21,4.13,
1965-06-15,41.2,226.0,67118.0,57.4,15487.0,1448.0,84.49,,4.21,4.13,
1965-07-15,41.2,232.4,68633.0,56.6,15782.0,1444.0,85.72,,4.2,4.13,
1965-08-15,41.1,249.7,68695.0,56.0,15366.0,1458.0,86.77,,4.25,4.13,
1965-09-15,41.1,219.9,65331.0,63.6,15880.0,1432.0,89.52,,4.28,4.13,
1965-10-15,41.2,210.3,67618.0,62.0,16348.0,1493.0,91.38,,4.34,4.13,
1965-11-15,41.3,214.0,69965.0,61.9,16620.0,1525.0,92.63,,4.45,4.13,
1965-12-15,41.3,208.0,71354.0,62.9,17779.0,1535.0,92.02,,4.67,4.5,
1966-01-15,41.5,223.4,70972.0,66.5,16871.0,1546.0,93.5,,4.59,4.63,
1966-02-15,41.7,220.1,71927.0,66.1,18361.0,1353.0,93.17,,4.88,4.5,
1966-03-15,41.6,183.2,74491.0,64.3,18101.0,1441.0,87.35,,4.91,4.63,
1966-04-15,41.8,179.9,72873.0,64.3,18589.0,1337.0,91.99,,4.77,4.75,
1966-05-15,41.5,193.0,72126.0,52.7,18632.0,1259.0,85.47,,4.77,5.0,
1966-06-15,41.4,195.6,72517.0,55.9,18373.0,1116.0,86.73,,4.79,5.25,
1966-07-15,41.2,200.3,71177.0,56.3,19219.0,1089.0,87.08,,5.09,5.25,
1966-08-15,41.4,196.0,71194.0,53.3,17874.0,1024.0,82.74,,5.15,5.75,
1966-09-15,41.2,198.9,72451.0,55.2,18736.0,905.0,80.08,,5.25,6.0,
1966-10-15,41.3,204.0,72651.0,51.6,18310.0,862.0,76.6,,5.06,6.0,
1966-11-15,41.2,209.7,71019.0,46.8,17513.0,859.0,81.69,,5.21,6.0,
1966-12-15,40.9,220.9,70588.0,48.8,17600.0,867.0,81.64,,4.76,5.5,
1967-01-15,41.1,208.7,70239.0,46.2,14977.0,1125.0,84.53,,4.51,5.0,
1967-02-15,40.4,252.0,69829.0,45.1,15797.0,1025.0,88.27,,4.69,5.25,
1967-03-15,40.5,247.6,69332.0,45.3,15946.0,1078.0,89.19,,4.49,4.5,
1967-04-15,40.4,263.6,70075.0,46.4,16067.0,1171.0,90.43,,4.56,4.0,
1967-05-15,40.4,234.7,70511.0,47.6,16364.0,1215.0,92.71,,4.86,4.0,
1967-06-15,40.4,221.7,71085.0,51.8,16854.0,1321.0,92.49,,5.02,4.13,
1967-07-15,40.5,232.1,70789.0,53.7,17151.0,1330.0,92.74,,5.08,3.75,
1967-08-15,40.6,211.6,73839.0,55.4,17468.0,1389.0,94.77,,5.29,4.13,
1967-09-15,40.6,215.3,71469.0,62.0,16636.0,1445.0,96.27,,5.29,4.0,
1967-10-15,40.6,216.6,70647.0,55.8,16704.0,1446.0,96.0,,5.45,4.13,
1967-11-15,40.6,199.4,72934.0,57.0,16914.0,1465.0,91.76,,5.78,4.0,
1967-12-15,40.7,214.7,76771.0,59.4,17739.0,1486.0,95.03,,5.71,4.5,
1968-01-15,40.4,215.5,75461.0,60.1,22097.0,1332.0,96.42,,5.49,4.5,
1968-02-15,40.8,196.8,74396.0,56.6,18960.0,1516.0,90.3,,5.51,4.75,
1968-03-15,40.8,196.1,74255.0,55.7,19099.0,1547.0,89.1,,5.84,5.13,
1968-04-15,40.3,198.8,74138.0,64.5,19681.0,1454.0,96.59,,5.6,5.75,
1968-05-15,40.9,195.9,75590.0,56.2,19114.0,1465.0,98.07,,5.85,6.5,
1968-06-15,40.9,191.8,76154.0,54.3,19545.0,1469.0,101.13,,5.72,6.13,
1968-07-15,40.8,195.8,75365.0,54.5,21306.0,1519.0,102.26,,5.56,6.25,
1968-08-15,40.7,197.2,72319.0,53.8,20259.0,1533.0,98.07,,5.45,6.13,
1968-09-15,40.9,190.1,78238.0,55.4,19198.0,1655.0,100.86,,5.48,5.75,
1968-10-15,41.0,184.4,79179.0,58.5,22237.0,1606.0,103.53,,5.65,6.0,
1968-11-15,40.9,183.8,79456.0,61.3,19149.0,1622.0,105.78,,5.68,6.0,
1968-12-15,40.7,199.4,78301.0,56.7,19664.0,1571.0,107.58,,5.93,6.13,
1969-01-15,40.8,194.2,78599.0,54.4,19724.0,1649.0,101.62,,6.02,5.5,
1969-02-15,40.4,194.7,78529.0,57.9,22475.0,1689.0,103.61,,6.11,7.25,
1969-03-15,40.8,185.3,78391.0,59.3,22196.0,1624.0,98.0,,6.31,6.88,
1969-04-15,41.0,182.3,78386.0,54.4,26322.0,1627.0,101.53,,6.11,7.88,
1969-05-15,40.7,181.6,78340.0,57.6,22387.0,1502.0,105.85,,6.26,8.5,
1969-06-15,40.7,191.1,78388.0,52.7,21854.0,1525.0,98.65,,6.51,9.25,
1969-07-15,40.6,200.3,79137.0,49.8,21869.0,1444.0,94.24,,6.72,9.5,
1969-08-15,40.6,198.6,78862.0,51.5,21033.0,1489.0,94.0,,6.68,9.75,
1969-09-15,40.6,194.0,80282.0,50.4,25281.0,1427.0,94.87,,7.09,9.0,
1969-10-15,40.5,199.5,80146.0,51.9,21658.0,1374.0,95.72,,7.12,9.75,
1969-11-15,40.5,206.8,77052.0,50.6,22345.0,1346.0,97.07,,7.08,9.25,
1969-12-15,40.6,219.5,77027.0,48.0,22177.0,1306.0,90.54,,7.63,9.0,
1970-01-15,40.4,250.9,74090.0,45.8,21449.0,1200.0,91.68,,7.85,9.63,
1970-02-15,40.2,258.3,73359.0,45.8,21824.0,1263.0,86.54,,7.15,9.5,
1970-03-15,40.1,267.5,73025.0,45.2,18864.0,1279.0,87.86,,7.23,7.75,
1970-04-15,39.8,340.3,72255.0,45.7,19498.0,1383.0,86.73,,7.27,8.0,
1970-05-15,39.8,304.2,73045.0,45.3,19793.0,1502.0,76.9,,7.83,8.13,
1970-06-15,39.8,296.5,74686.0,53.2,18849.0,1494.0,74.38,,7.98,8.0,
1970-07-15,40.0,281.8,73435.0,52.5,19754.0,1497.0,75.23,,7.49,7.63,
1970-08-15,39.8,291.0,73388.0,51.8,19045.0,1576.0,75.18,,7.67,6.75,
1970-09-15,39.6,324.5,73113.0,44.2,18858.0,1611.0,81.36,,7.46,6.25,
1970-10-15,39.5,329.1,69095.0,44.7,18129.0,1768.0,84.65,,7.3,6.38,
1970-11-15,39.5,324.8,68937.0,43.3,18925.0,1697.0,83.37,,7.0,5.75,
1970-12-15,39.5,304.1,74541.0,51.2,20166.0,1996.0,89.66,,6.29,5.5,
1971-01-15,39.9,297.5,75916.0,55.4,17595.0,1857.0,93.03,,6.22,4.0,
1971-02-15,39.7,283.5,76219.0,62.8,20402.0,1794.0,98.43,,6.08,4.0,
1971-03-15,39.8,293.3,76316.0,56.2,20013.0,1988.0,100.71,,5.7,4.13,
1971-04-15,39.9,284.4,74762.0,59.6,18211.0,1973.0,103.52,,5.8,4.38,
1971-05-15,40.0,292.2,74714.0,57.0,19504.0,2229.0,102.21,,6.49,4.38,
1971-06-15,39.9,290.0,74512.0,57.9,19917.0,2151.0,100.32,,6.73,5.0,
1971-07-15,40.0,296.8,75123.0,57.8,18020.0,2338.0,99.28,,6.59,5.25,
1971-08-15,39.8,324.7,76969.0,58.4,20386.0,2265.0,95.69,,6.68,5.63,
1971-09-15,39.7,304.4,76005.0,61.0,18454.0,2255.0,99.77,,6.17,5.13,
1971-10-15,39.9,296.7,76204.0,61.4,19903.0,2289.0,97.79,,5.9,5.25,
1971-11-15,40.0,286.6,77913.0,55.4,19363.0,2349.0,91.81,,5.77,5.0,
1971-12-15,40.2,267.6,80120.0,63.5,19379.0,2410.0,98.54,,5.96,3.0,
1972-01-15,40.2,268.9,80955.0,64.8,20061.0,2487.0,103.39,,5.85,3.5,
1972-02-15,40.4,263.4,82138.0,66.0,22048.0,2410.0,105.03,,6.1,3.5,
1972-03-15,40.4,262.3,81710.0,64.6,22129.0,2339.0,108.55,,6.11,3.88,
1972-04-15,40.5,263.7,82278.0,63.0,22160.0,2377.0,109.84,,6.25,4.25,
1972-05-15,40.5,267.0,82708.0,66.9,21881.0,2297.0,106.86,,6.16,4.25,
1972-06-15,40.6,293.9,84215.0,62.1,23041.0,2425.0,108.44,,6.1,4.44,
1972-07-15,40.5,283.6,81913.0,64.7,23652.0,2438.0,106.81,,6.1,4.56,
1972-08-15,40.6,255.0,86413.0,65.1,22297.0,2514.0,112.06,,6.17,4.81,
1972-09-15,40.6,255.2,88767.0,69.3,24699.0,2658.0,108.81,,6.56,4.88,
1972-10-15,40.7,250.4,88820.0,70.8,24100.0,2616.0,107.92,,6.5,4.94,
1972-11-15,40.7,243.1,90852.0,73.0,24797.0,2483.0,114.5,,6.23,3.5,
1972-12-15,40.6,246.3,93478.0,71.9,26885.0,2688.0,118.26,,6.35,5.38,
1973-01-15,40.4,228.3,95559.0,73.8,25730.0,2523.0,118.44,,6.44,5.88,
1973-02-15,40.9,220.5,97268.0,69.0,25115.0,2473.0,114.45,,6.62,7.0,
1973-03-15,40.9,227.2,97279.0,68.8,27013.0,2291.0,114.12,,6.73,7.25,
1973-04-15,40.8,238.5,93995.0,65.9,29180.0,2120.0,112.08,,6.63,6.88,
1973-05-15,40.7,235.5,94552.0,63.5,27555.0,2145.0,106.57,,6.86,7.63,
1973-06-15,40.7,240.0,93551.0,61.0,27528.0,2278.0,105.1,,6.86,8.5,
1973-07-15,40.7,242.3,92742.0,49.2,28240.0,2021.0,104.09,,7.05,9.69,
1973-08-15,40.6,254.1,92154.0,59.1,27451.0,2010.0,103.01,,7.45,9.73,
1973-09-15,40.7,247.4,91554.0,60.0,27733.0,1894.0,104.44,,7.21,10.82,
1973-10-15,40.6,241.3,93090.0,65.4,30282.0,1569.0,110.05,,6.77,10.0,
1973-11-15,40.6,255.7,94632.0,65.2,30713.0,1557.0,102.43,,6.76,10.0,
1973-12-15,40.6,290.5,92252.0,59.0,30501.0,1431.0,93.29,,6.68,10.09,
1974-01-15,40.5,313.3,93790.0,55.7,29992.0,1478.0,94.23,,6.99,9.82,
1974-02-15,40.4,317.9,93230.0,56.0,31464.0,1511.0,92.27,,6.93,8.99,
1974-03-15,40.4,313.7,91883.0,58.0,32348.0,1600.0,99.28,,7.18,9.35,
1974-04-15,39.5,292.4,92021.0,56.4,30733.0,1393.0,92.05,,7.42,10.36,
1974-05-15,40.3,294.9,94707.0,51.6,29568.0,1264.0,90.45,,7.55,11.36,
1974-06-15,40.2,311.9,93345.0,51.9,29393.0,1207.0,91.3,,7.5,12.11,
1974-07-15,40.1,309.0,91513.0,52.6,33308.0,1113.0,83.78,,7.86,13.33,
1974-08-15,40.2,342.4,90217.0,50.2,30260.0,1019.0,76.3,,8.02,12.21,
1974-09-15,40.0,360.2,87440.0,41.2,28593.0,933.0,65.2,,8.13,11.61,
1974-10-15,40.0,404.7,85637.0,36.5,25411.0,915.0,71.44,,7.87,10.35,
1974-11-15,39.5,470.2,82205.0,33.1,24280.0,870.0,71.91,,7.61,9.27,
1974-12-15,39.3,523.7,76125.0,27.9,23520.0,965.0,67.07,,7.38,8.75,
1975-01-15,39.2,560.6,74985.0,32.8,24861.0,807.0,72.14,,7.54,7.19,
1975-02-15,38.9,541.0,74527.0,40.0,22106.0,810.0,81.5,,7.35,6.29,
1975-03-15,38.8,546.3,72104.0,37.0,20610.0,788.0,84.76,,7.58,5.44,
1975-04-15,39.0,516.4,74829.0,42.6,22998.0,962.0,86.3,,8.16,5.48,
1975-05-15,39.0,496.3,75369.0,47.2,21002.0,1016.0,91.41,,8.02,5.09,
1975-06-15,39.2,495.0,76419.0,54.9,20684.0,1051.0,90.52,,7.69,5.2,
1975-07-15,39.4,449.0,79897.0,58.4,21477.0,1133.0,95.61,,7.98,5.92,
1975-08-15,39.7,451.1,81435.0,60.3,22060.0,1105.0,86.36,,8.48,6.05,
1975-09-15,39.8,444.9,81707.0,60.4,20971.0,1182.0,82.88,,8.58,6.41,
1975-10-15,39.9,417.6,82254.0,64.2,21420.0,1217.0,89.23,,8.19,5.95,
1975-11-15,39.9,396.8,81716.0,62.2,21028.0,1233.0,90.97,,8.06,5.18,
1975-12-15,40.2,373.9,82495.0,63.1,20091.0,1212.0,88.09,,8.06,5.23,
1976-01-15,40.3,373.1,84600.0,63.8,21310.0,1328.0,96.61,,7.73,4.81,
1976-02-15,40.4,348.0,86316.0,68.7,22960.0,1323.0,99.67,,7.82,4.8,
1976-03-15,40.2,360.2,88156.0,61.6,21553.0,1293.0,99.8,,7.74,4.81,
1976-04-15,39.6,371.3,87467.0,65.2,23879.0,1258.0,100.67,,7.47,4.77,
1976-05-15,40.3,392.7,88295.0,62.3,22755.0,1327.0,101.34,,7.93,5.21,
1976-06-15,40.2,396.3,88185.0,60.6,22782.0,1320.0,101.46,,7.85,5.58,
1976-07-15,40.3,389.8,88283.0,58.0,26255.0,1383.0,105.2,,7.77,5.25,
1976-08-15,40.2,388.1,88658.0,57.7,23552.0,1455.0,104.25,,7.78,5.24,
1976-09-15,40.2,403.3,88573.0,55.3,23754.0,1646.0,104.25,,7.62,5.15,
1976-10-15,40.0,408.7,87237.0,57.0,24245.0,1583.0,100.85,,7.31,4.93,
1976-11-15,40.1,389.3,90684.0,55.7,23640.0,1701.0,99.9,,7.41,5.09,
