,Date,Value,Val_ex_cash,model
191,2020-07-01,1216435.4079645537,0.0,MF_MLP
192,2020-07-01,1216435.4079645537,1212446.0824605701,MF_MLP
193,2020-07-02,1230809.449529612,1226820.1240256284,MF_MLP
194,2020-07-06,1248156.1424206956,1244166.816916712,MF_MLP
195,2020-07-07,1253319.5853315056,1249330.259827522,MF_MLP
196,2020-07-08,1259130.299819367,1255140.9743153835,MF_MLP
197,2020-07-09,1271477.6000404381,1267488.2745364546,MF_MLP
198,2020-07-10,1275558.0305966449,1271568.7050926613,MF_MLP
199,2020-07-13,1284280.1599411562,1280290.8344371726,MF_MLP
200,2020-07-14,1262497.7891089234,1258508.4636049399,MF_MLP
201,2020-07-15,1277834.9064207796,1273845.580916796,MF_MLP
202,2020-07-16,1261019.3993906518,1257030.0738866683,MF_MLP
203,2020-07-17,1262691.1723079542,1258701.8468039706,MF_MLP
204,2020-07-20,1278604.112426158,1274614.7869221745,MF_MLP
205,2020-07-21,1296308.2071392841,1292318.8816353006,MF_MLP
206,2020-07-22,1286655.4882193145,1282666.162715331,MF_MLP
207,2020-07-23,1267606.634071375,1263617.3085673915,MF_MLP
208,2020-07-24,1234847.2773794665,1230857.951875483,MF_MLP
209,2020-07-27,1250763.0351898558,1246773.7096858723,MF_MLP
210,2020-07-28,1247858.219272513,1243868.8937685294,MF_MLP
211,2020-07-29,1250549.2444319532,1246559.9189279696,MF_MLP
212,2020-07-30,1249139.4146317616,1245150.089127778,MF_MLP
213,2020-07-31,1290548.2029242623,1286558.8774202787,MF_MLP
214,2020-08-03,1314111.4819107605,1310122.156406777,MF_MLP
215,2020-08-04,1312671.9142065225,1308682.588702539,MF_MLP
216,2020-08-05,1321459.70775183,1317470.3822478466,MF_MLP
217,2020-08-06,1335803.4732689525,1331814.147764969,MF_MLP
218,2020-08-07,1340339.9341867766,1336350.608682793,MF_MLP
219,2020-08-10,1336191.3129820675,1332201.987478084,MF_MLP
220,2020-08-11,1326127.4829084435,1322138.15740446,MF_MLP
221,2020-08-12,1333663.2070237356,1329673.881519752,MF_MLP
222,2020-08-13,1346884.665393736,1342895.3398897524,MF_MLP
223,2020-08-14,1342835.222993851,1338845.8974898674,MF_MLP
224,2020-08-17,1349480.4047951188,1345491.0792911353,MF_MLP
225,2020-08-18,1356267.3402948945,1352278.014790911,MF_MLP
226,2020-08-19,1360246.6241229107,1356257.2986189271,MF_MLP
227,2020-08-20,1361665.4444455167,1357676.1189415331,MF_MLP
228,2020-08-21,1379965.6559265743,1375976.3304225907,MF_MLP
229,2020-08-24,1399774.275292123,1395784.9497881394,MF_MLP
230,2020-08-25,1399055.395478241,1395066.0699742574,MF_MLP
231,2020-08-26,1421915.609040943,1417926.2835369594,MF_MLP
232,2020-08-27,1434769.0829746213,1430779.7574706378,MF_MLP
233,2020-08-28,1442840.9897348918,1438851.6642309083,MF_MLP
234,2020-08-31,1448311.2086593402,1444321.8831553566,MF_MLP
235,2020-09-01,1465689.9114571144,1461700.5859531309,MF_MLP
236,2020-09-02,1483304.3141404914,1479314.988636508,MF_MLP
237,2020-09-03,1436275.56796359,1432286.2424596064,MF_MLP
238,2020-09-04,1389357.5235441618,1385368.1980401783,MF_MLP
239,2020-09-08,1346485.712216136,1342496.3867121525,MF_MLP
240,2020-09-09,1367440.6952343597,1363451.3697303762,MF_MLP
241,2020-09-10,1362858.0601419776,1358868.734637994,MF_MLP
242,2020-09-11,1334386.876934937,1330397.5514309534,MF_MLP
243,2020-09-14,1342915.4512086376,1338926.125704654,MF_MLP
244,2020-09-15,1353390.2922916666,1349400.966787683,MF_MLP
245,2020-09-16,1341765.9598399496,1337776.634335966,MF_MLP
246,2020-09-17,1306716.9676566676,1302727.642152684,MF_MLP
247,2020-09-18,1297866.2649862175,1293876.939482234,MF_MLP
248,2020-09-21,1275887.0299496602,1271897.7044456766,MF_MLP
249,2020-09-22,1310536.5128889615,1306547.187384978,MF_MLP
250,2020-09-23,1297212.7959679822,1293223.4704639986,MF_MLP
251,2020-09-24,1278655.7885005283,1274666.4629965448,MF_MLP
252,2020-09-25,1298933.5698291464,1294944.2443251628,MF_MLP
253,2020-09-28,1334219.278448312,1330229.9529443285,MF_MLP
254,2020-09-29,1332068.0306290064,1328078.705125023,MF_MLP
255,2020-09-30,1338645.0236626891,1334655.6981587056,MF_MLP
256,2020-10-01,1357631.4668976925,0.0,MF_MLP
257,2020-10-01,1357631.4668976925,1356013.3995874072,MF_MLP
258,2020-10-02,1325827.0201830426,1324208.9528727573,MF_MLP
259,2020-10-05,1337752.2143448496,1336134.1470345643,MF_MLP
260,2020-10-06,1329534.149910578,1327916.0826002927,MF_MLP
261,2020-10-07,1337715.4369130074,1336097.369602722,MF_MLP
262,2020-10-08,1350537.9834536018,1348919.9161433165,MF_MLP
263,2020-10-09,1362232.408105314,1360614.3407950287,MF_MLP
264,2020-10-12,1412579.8702413724,1410961.802931087,MF_MLP
265,2020-10-13,1424434.142700876,1422816.0753905908,MF_MLP
266,2020-10-14,1414024.32843708,1412406.2611267946,MF_MLP
267,2020-10-15,1387484.664355324,1385866.5970450388,MF_MLP
268,2020-10-16,1392483.3755874543,1390865.308277169,MF_MLP
269,2020-10-19,1373104.7437392557,1371486.6764289704,MF_MLP
270,2020-10-20,1361735.8418536386,1360117.7745433534,MF_MLP
271,2020-10-21,1363014.97761437,1361396.9103040847,MF_MLP
272,2020-10-22,1356051.0782186608,1354433.0109083755,MF_MLP
273,2020-10-23,1353543.4290136015,1351925.3617033162,MF_MLP
274,2020-10-26,1342756.5905672738,1341138.5232569885,MF_MLP
275,2020-10-27,1352268.3171722288,1350650.2498619435,MF_MLP
276,2020-10-28,1317194.190756115,1315576.1234458296,MF_MLP
277,2020-10-29,1321177.51856563,1319559.4512553448,MF_MLP
278,2020-10-30,1284363.7345131575,1282745.6672028722,MF_MLP
279,2020-11-02,1274972.9882196076,1273354.9209093223,MF_MLP
280,2020-11-03,1286749.8445244154,1285131.7772141302,MF_MLP
281,2020-11-04,1346773.5281613325,1345155.4608510472,MF_MLP
282,2020-11-05,1394169.4347029603,1392551.367392675,MF_MLP
283,2020-11-06,1389686.1521250994,1388068.0848148142,MF_MLP
284,2020-11-09,1378962.9442912678,1377344.8769809825,MF_MLP
285,2020-11-10,1327941.4203324122,1326323.353022127,MF_MLP
